Sample ID,pH,COD (mg/L),BOD (mg/L),TSS (mg/L),TDS (mg/L)
PULP_RECY_0063,6.96,5204.03,2119.08,4225.33,2486.43
PULP_RECY_0064,7.33,3466.54,1517.93,4011.47,1655.42
PULP_RECY_0065,6.77,5043.21,1276.38,4954.58,2582.67
PULP_RECY_0066,7.86,3684.88,2369.71,4441.65,3793.16
PULP_RECY_0067,7.71,4371.37,1167.96,2550.08,3183.89
PULP_RECY_0068,6.54,3911.27,1287.7,2526.55,3998.2
PULP_RECY_0069,7.05,5079.02,1625.95,2568.72,1807.08
PULP_RECY_0070,7.25,5902.39,1700.89,4305.01,2816.71
PULP_RECY_0071,8.3,4465.94,2071.19,4522.78,1835.64
PULP_RECY_0072,7.61,5811.21,1666.8,4367.8,2869.29
PULP_RECY_0073,7.24,5870.13,1273.3,4939.04,1713.08
PULP_RECY_0074,7.7,5350.8,2269.12,3755.41,1502.19
PULP_RECY_0075,7.68,4928.09,1963.88,2224.2,1500.48
PULP_RECY_0076,7.12,3237.68,2067.97,2345.61,3661.74
PULP_RECY_0077,8.35,5115.09,2139.4,2700.18,1634.77
PULP_RECY_0078,6.55,3676.43,1440.64,3805.89,2317.36
PULP_RECY_0079,7.13,3617.04,1567.76,4835.38,2356.05
PULP_RECY_0080,8.41,4136.54,1841.06,4096.98,1941.19
PULP_RECY_0081,8.25,4927.7,1474.53,3452.77,2849.98
PULP_RECY_0082,6.93,5254.91,2481.68,4357.15,2563.3
PULP_RECY_0083,8.11,3402.81,1950.3,4390.98,2039.35
PULP_RECY_0084,7.15,5288.66,2317.87,3683.48,2372.47
PULP_RECY_0085,7.85,5266.77,2498.93,4287.66,3383.66
PULP_RECY_0086,8.43,3845.3,1118.1,3477.24,2177.14
PULP_RECY_0087,7.63,4197.79,1828.19,4992.09,3920.35
PULP_RECY_0088,7.1,4834.74,2226.58,4900.13,3548.8
PULP_RECY_0089,7.78,5161.49,1876.39,3451.47,1842.69
PULP_RECY_0090,6.51,5611.21,1555.0,3666.33,3407.52
PULP_RECY_0091,7.56,5491.17,1539.87,2563.5,3168.97
PULP_RECY_0092,6.72,5335.09,2285.63,2791.62,2723.07
PULP_RECY_0093,7.71,4513.56,2391.2,4990.73,2761.23
PULP_RECY_0094,8.26,4489.69,1177.11,3375.06,2011.26
PULP_RECY_0095,7.92,5250.65,2355.01,3051.49,2951.34
PULP_RECY_0096,8.17,5905.13,1503.12,3201.35,1950.38
PULP_RECY_0097,8.35,3855.6,2455.81,4528.57,3111.32
PULP_RECY_0098,8.05,5693.02,2284.9,4437.63,2399.6
PULP_RECY_0099,6.92,5052.75,1781.28,4910.87,3619.76
PULP_RECY_0100,7.0,5407.6,1255.45,4935.54,2940.34
PULP_RECY_0101,6.72,4119.42,1884.34,3323.11,3853.01
PULP_RECY_0102,7.81,5747.03,2005.19,4272.5,1653.47
PULP_RECY_0103,6.54,4562.85,1675.63,3927.74,3970.16
PULP_RECY_0104,6.78,5843.87,1252.73,2542.13,3768.63
PULP_RECY_0105,7.49,4685.99,1070.59,2513.76,3470.1
PULP_RECY_0106,7.26,5115.33,2002.9,4884.8,1612.28
PULP_RECY_0107,7.58,5049.21,1013.94,4969.23,3535.07
PULP_RECY_0108,7.95,3970.48,1216.02,2242.91,1985.13
PULP_RECY_0109,7.92,5662.19,2471.39,4045.71,2363.3
PULP_RECY_0110,7.13,4765.35,2092.99,3750.62,2694.1
PULP_RECY_0111,7.78,3180.32,1708.14,3147.68,3487.28
PULP_RECY_0112,7.49,3233.59,1318.78,2753.53,3934.1
PULP_RECY_0113,8.09,3310.19,1382.47,4055.34,2694.78
PULP_RECY_0114,7.27,4906.78,1800.45,4084.85,2335.63
PULP_RECY_0115,8.41,4109.2,1542.09,2609.13,3653.83
PULP_RECY_0116,8.27,3321.96,2461.26,3095.82,3819.11
PULP_RECY_0117,7.69,5675.68,1780.45,4146.74,3878.43
PULP_RECY_0118,6.52,4633.97,1211.13,3134.55,2281.22
PULP_RECY_0119,7.88,3554.87,2172.64,4040.16,1639.66
PULP_RECY_0120,6.69,5156.04,1178.81,2180.99,2771.95
PULP_RECY_0121,6.95,4168.3,1235.04,4507.61,1903.82
PULP_RECY_0122,8.34,5047.9,1384.95,2582.24,2314.9
PULP_RECY_0123,8.18,3171.11,2467.08,2663.94,2779.68
PULP_RECY_0124,8.04,5076.7,1740.86,4745.56,3147.61
PULP_RECY_0125,7.87,4259.98,1727.97,3332.79,3342.03
PULP_RECY_0126,6.86,4634.51,1441.72,2378.77,3525.28
PULP_RECY_0127,8.44,5920.31,2490.16,4646.72,1542.53
PULP_RECY_0128,7.08,4044.72,1518.65,2488.61,2579.29
PULP_RECY_0129,6.85,5127.34,1116.6,2259.34,3577.87
PULP_RECY_0130,8.32,3517.22,2329.4,3624.34,3297.68
PULP_RECY_0131,8.05,3942.56,1914.15,3815.59,3855.68
PULP_RECY_0132,7.99,4529.91,2250.32,4427.86,3211.96
PULP_RECY_0133,6.77,5198.43,1324.35,3067.03,1732.37
PULP_RECY_0134,6.83,4230.93,1362.93,4573.66,3325.11
PULP_RECY_0135,7.31,3753.01,2346.36,4933.15,2132.86
PULP_RECY_0136,6.65,5068.64,1451.72,3703.14,2588.55
PULP_RECY_0137,8.33,4820.58,1812.81,2543.22,2977.22
PULP_RECY_0138,7.65,5775.71,2421.64,4657.32,3296.74
PULP_RECY_0139,8.34,4560.95,1703.66,4152.9,3118.84
PULP_RECY_0140,7.19,3333.12,1053.71,4277.7,2687.2
PULP_RECY_0141,8.19,5246.27,2414.61,2350.34,1565.87
PULP_RECY_0142,8.41,4092.4,1027.7,4852.43,3832.31
PULP_RECY_0143,7.42,4732.88,1360.97,2539.69,3383.53
PULP_RECY_0144,8.28,5616.4,1654.97,3827.58,3264.58
PULP_RECY_0145,6.93,3173.55,1340.54,2520.66,3610.26
PULP_RECY_0146,6.91,4005.09,1096.04,4258.17,2879.44
PULP_RECY_0147,6.97,3736.2,1635.26,3083.22,3624.0
PULP_RECY_0148,6.82,5508.62,1284.24,3101.08,3187.73
PULP_RECY_0149,7.24,5163.41,1344.48,4766.1,1821.88
PULP_RECY_0150,7.35,5307.17,1971.07,2640.2,1970.79
PULP_RECY_0151,6.97,3701.33,2445.38,3164.18,1772.17
PULP_RECY_0152,8.44,5203.88,2246.82,2115.38,2567.52
PULP_RECY_0153,6.77,4198.45,1445.35,4052.92,1971.37
PULP_RECY_0154,7.34,4646.04,1918.69,3630.46,2336.23
PULP_RECY_0155,6.51,5662.04,1494.38,3062.7,3405.99
PULP_RECY_0156,7.86,3116.08,2053.47,2423.69,1870.16
PULP_RECY_0157,7.32,4778.09,1310.65,3710.74,2313.51
PULP_RECY_0158,8.36,5667.79,1977.33,3188.01,2822.88
PULP_RECY_0159,7.79,3818.14,1434.56,4802.83,3914.03
PULP_RECY_0160,6.86,4333.17,1581.22,2782.75,2131.43
PULP_RECY_0161,8.04,3000.89,1695.07,3864.05,2438.56
PULP_RECY_0162,8.06,4033.35,1237.18,3983.58,3898.26
PULP_RECY_0163,6.76,5422.69,1695.92,4216.75,3552.34
PULP_RECY_0164,8.42,5749.54,1482.53,2118.91,1887.77
PULP_RECY_0165,7.28,5464.29,1809.97,3621.59,3179.2
PULP_RECY_0166,7.53,4029.99,1942.37,3174.54,1542.66
PULP_RECY_0167,8.35,5670.81,1138.09,3750.53,2106.23
PULP_RECY_0168,8.03,5140.71,2064.49,2187.03,3566.38
PULP_RECY_0169,8.34,5716.73,1675.13,3525.53,2800.13
PULP_RECY_0170,7.21,3675.56,2289.38,2848.79,1759.94
PULP_RECY_0171,7.19,4295.57,2044.39,3837.03,3213.3
PULP_RECY_0172,7.12,4471.43,2451.04,3752.98,3897.8
PULP_RECY_0173,7.42,5874.69,1911.86,3092.17,3763.05
PULP_RECY_0174,7.58,5108.81,1896.88,3102.06,3735.45
PULP_RECY_0175,8.26,3118.3,2047.66,4582.16,1602.97
PULP_RECY_0176,8.16,3656.11,1975.29,4589.58,2425.14
PULP_RECY_0177,8.32,5092.14,2011.24,2267.3,3427.66
PULP_RECY_0178,7.66,4949.58,2301.66,4283.35,2702.32
PULP_RECY_0179,8.01,3178.95,2142.57,4540.43,2033.94
PULP_RECY_0180,7.58,3880.93,1886.76,4127.05,1674.71
PULP_RECY_0181,7.47,5170.78,1127.08,2551.84,2353.1
PULP_RECY_0182,6.59,5462.06,2344.77,2526.54,2646.42
PULP_RECY_0183,7.09,3495.45,1104.98,4908.99,3197.2
PULP_RECY_0184,7.53,4047.3,2461.71,4552.28,1762.8
PULP_RECY_0185,7.43,5114.85,1243.97,2610.07,3442.34
PULP_RECY_0186,6.65,3104.73,1924.24,3735.68,3302.62
PULP_RECY_0187,7.28,3614.88,1186.05,3834.15,2840.93
PULP_RECY_0188,6.76,5858.03,1089.38,2303.39,3693.97
PULP_RECY_0189,7.48,3027.3,1641.68,4389.5,3077.26
PULP_RECY_0190,7.98,3373.62,1527.97,2406.4,2770.62
PULP_RECY_0191,8.07,3317.25,1563.7,4220.02,2116.83
PULP_RECY_0192,8.15,3871.59,1823.56,4581.69,3911.59
PULP_RECY_0193,6.55,4963.16,1096.68,4549.1,2417.38
PULP_RECY_0194,7.14,4447.75,1064.14,2202.4,2828.95
PULP_RECY_0195,6.94,3471.91,1899.03,2106.25,2020.16
PULP_RECY_0196,8.21,5136.87,1073.02,2527.47,3133.32
PULP_RECY_0197,7.29,3631.24,1602.09,4661.34,2930.38
PULP_RECY_0198,8.18,3411.08,1045.18,4560.75,3770.29
PULP_RECY_0199,6.77,4680.8,2195.29,2820.58,2144.46
PULP_RECY_0200,7.92,5222.0,2436.3,4527.34,2748.21
PULP_RECY_0201,7.54,4365.62,2323.92,3061.89,2381.93
PULP_RECY_0202,6.78,3424.83,1936.04,3149.49,3829.36
PULP_RECY_0203,7.38,4308.45,1337.79,4827.16,2140.31
PULP_RECY_0204,6.81,3767.11,2162.48,3596.07,3325.5
PULP_RECY_0205,7.12,4104.22,1219.8,2817.03,1876.92
PULP_RECY_0206,8.43,5140.81,2390.42,2353.16,1711.27
PULP_RECY_0207,6.84,5878.56,1327.75,3998.41,3830.91
PULP_RECY_0208,8.48,4904.07,1881.82,2854.18,3818.33
PULP_RECY_0209,7.74,5115.24,2151.84,3784.54,1692.86
PULP_RECY_0210,6.8,3511.6,1951.83,4363.99,1753.97
PULP_RECY_0211,7.06,3451.8,2278.36,4645.55,2002.77
PULP_RECY_0212,7.9,4348.82,2007.65,2891.43,2778.62
PULP_RECY_0213,7.99,5699.13,1266.09,2005.89,3079.64
PULP_RECY_0214,8.24,5397.75,2107.87,4003.58,1543.54
PULP_RECY_0215,6.89,4141.55,2037.99,3966.52,1715.32
PULP_RECY_0216,7.43,5860.1,1937.17,4624.3,2226.74
PULP_RECY_0217,7.46,5143.83,1527.08,2124.34,2812.6
PULP_RECY_0218,7.06,3532.23,1566.45,3706.59,1950.4
PULP_RECY_0219,7.52,5656.14,1729.89,4581.12,2504.42
PULP_RECY_0220,8.13,5861.87,2419.4,3304.61,2523.65
PULP_RECY_0221,8.38,3115.98,2493.58,2737.28,2382.69
PULP_RECY_0222,6.51,5014.23,2140.97,4566.67,1816.69
PULP_RECY_0223,8.41,5951.72,1084.39,2525.09,3432.53
PULP_RECY_0224,6.77,5587.82,2210.29,4036.6,3166.35
PULP_RECY_0225,7.29,3611.64,2341.47,2878.66,2173.47
PULP_RECY_0226,6.64,3839.83,2353.29,3766.37,3104.55
PULP_RECY_0227,7.75,5454.11,2216.02,2195.31,2554.56
PULP_RECY_0228,8.35,4751.47,1627.7,4195.91,3720.92
PULP_RECY_0229,6.94,4141.83,2352.49,4404.06,3462.52
PULP_RECY_0230,6.57,3696.65,1976.21,4876.8,3928.06
PULP_RECY_0231,7.22,3260.93,2284.4,3681.73,1790.46
PULP_RECY_0232,7.15,4409.18,1843.63,3744.6,2708.58
PULP_RECY_0233,7.79,4890.63,2331.89,2722.39,3824.46
PULP_RECY_0234,8.1,4372.69,2334.75,2903.02,3735.38
PULP_RECY_0235,7.69,3848.1,2497.48,4619.05,3617.74
PULP_RECY_0236,7.64,3543.71,2373.97,2767.08,3890.9
PULP_RECY_0237,6.9,5455.53,1812.46,2676.09,2750.92
PULP_RECY_0238,6.88,4587.39,1875.52,4191.15,2825.67
PULP_RECY_0239,8.32,5513.15,1808.48,3160.74,1830.16
PULP_RECY_0240,8.17,4377.65,1249.95,4313.68,3971.5
PULP_RECY_0241,8.29,3901.66,2472.77,3690.92,3921.27
PULP_RECY_0242,7.77,5682.4,1503.88,2562.46,3751.24
PULP_RECY_0243,7.72,5418.7,1744.13,2675.76,3986.93
PULP_RECY_0244,8.17,3770.95,1826.43,3410.77,1940.31
PULP_RECY_0245,8.13,3715.92,1110.63,3645.0,3082.06
PULP_RECY_0246,8.35,4784.54,1445.02,2507.31,3116.72
PULP_RECY_0247,7.21,5595.12,1825.65,3120.77,1706.88
PULP_RECY_0248,7.07,5533.1,2114.16,2855.84,2280.52
PULP_RECY_0249,6.51,3577.17,1802.94,3604.04,2729.46
PULP_RECY_0250,6.56,3909.24,2457.23,4743.8,3324.5
PULP_RECY_0251,7.4,4131.85,1555.58,2540.75,2961.23
PULP_RECY_0252,8.34,5735.4,2102.57,4932.82,1514.42
PULP_RECY_0253,7.61,4004.99,2395.19,4927.84,1700.63
PULP_RECY_0254,7.36,5964.54,2004.09,2418.32,3804.12
PULP_RECY_0255,8.1,4735.4,1551.04,2134.9,2775.13
PULP_RECY_0256,6.94,3932.69,2372.57,4407.02,3442.96
PULP_RECY_0257,8.39,5938.1,1647.65,3310.21,2571.6
PULP_RECY_0258,8.5,5802.52,2022.8,4282.67,2977.75
PULP_RECY_0259,7.6,4506.37,1792.52,3680.12,1634.33
PULP_RECY_0260,7.6,5678.13,1642.54,2137.36,1610.44
PULP_RECY_0261,8.22,4089.09,2055.78,3068.13,2307.61
PULP_RECY_0262,6.72,3566.1,2076.2,4935.09,1518.34
PULP_RECY_0263,8.38,5569.94,1708.55,4149.89,1961.89
PULP_RECY_0264,7.93,4574.54,1812.09,2418.94,1883.44
PULP_RECY_0265,7.9,4215.2,2030.21,2916.67,2022.06
PULP_RECY_0266,7.24,3015.56,1940.94,3774.24,2143.68
PULP_RECY_0267,8.23,4317.19,1685.1,3060.73,3097.66
PULP_RECY_0268,7.49,5708.35,1896.11,4764.29,3234.47
PULP_RECY_0269,6.54,5612.61,2365.12,4547.96,2117.31
PULP_RECY_0270,8.41,4530.96,2197.36,4084.96,2702.57
PULP_RECY_0271,7.2,5417.68,1782.08,4334.41,2418.09
PULP_RECY_0272,7.83,3353.76,1141.27,3730.31,3129.09
PULP_RECY_0273,6.62,3368.06,1181.97,3742.01,2403.87
PULP_RECY_0274,8.16,3573.29,2256.7,3061.42,1706.31
PULP_RECY_0275,8.16,5174.9,1878.56,2132.19,3786.17
PULP_RECY_0276,7.29,3158.32,2129.66,4707.86,1727.02
PULP_RECY_0277,7.83,5888.12,1889.5,3858.01,3259.04
PULP_RECY_0278,7.08,5096.14,1234.46,3735.38,2758.09
PULP_RECY_0279,6.98,4394.76,1937.52,2836.94,3770.38
PULP_RECY_0280,8.41,3253.38,2275.68,3243.34,3995.66
PULP_RECY_0281,7.59,3800.69,1105.74,2446.04,3992.55
PULP_RECY_0282,6.96,3089.51,1110.58,3637.22,3454.72
PULP_RECY_0283,6.6,4746.74,2398.0,2342.2,2304.07
PULP_RECY_0284,7.0,4096.96,1723.1,3161.32,2114.67
PULP_RECY_0285,7.12,5253.67,1228.97,4886.66,3957.58
PULP_RECY_0286,7.96,5403.55,2332.88,3632.06,3565.69
PULP_RECY_0287,7.53,4597.87,1655.72,4200.67,2211.28
PULP_RECY_0288,7.19,5658.68,2284.1,4370.1,2419.01
PULP_RECY_0289,6.65,5956.36,1935.58,4390.11,1860.81
PULP_RECY_0290,7.4,5320.61,1454.32,2151.75,2699.88
PULP_RECY_0291,7.88,3146.32,2049.92,4414.06,2565.94
PULP_RECY_0292,8.31,4574.63,2245.15,4062.14,2197.38
PULP_RECY_0293,7.44,4972.79,1725.63,3767.46,3272.47
PULP_RECY_0294,6.69,4649.48,1221.08,2787.59,1686.66
PULP_RECY_0295,6.69,5174.3,1949.44,3826.19,1809.99
PULP_RECY_0296,6.81,3837.41,1307.29,2216.34,3517.48
PULP_RECY_0297,7.71,3727.66,1716.96,4033.77,2984.32
PULP_RECY_0298,7.82,4273.84,2096.67,4889.26,3429.67
PULP_RECY_0299,7.29,3745.84,1458.17,2770.08,1635.66
PULP_RECY_0300,7.79,3199.18,1155.79,2309.61,1958.55
PULP_RECY_0301,6.66,5508.35,1427.0,3104.85,3478.73
PULP_RECY_0302,7.07,4740.37,1316.13,3198.56,1906.68
PULP_RECY_0303,7.99,3320.15,2192.98,2867.21,2170.18
PULP_RECY_0304,8.16,4137.33,1850.53,3558.21,1892.54
PULP_RECY_0305,8.14,5254.94,2200.95,4744.47,2690.68
PULP_RECY_0306,7.29,4038.82,1929.8,4360.09,3990.19
PULP_RECY_0307,7.76,4101.13,1319.53,3336.93,1561.89
PULP_RECY_0308,7.46,5779.74,2419.19,4950.62,3861.33
PULP_RECY_0309,6.88,5049.42,1951.56,4424.4,2128.05
PULP_RECY_0310,6.79,4213.72,1917.54,2016.3,1968.9
PULP_RECY_0311,6.64,4628.45,2349.94,4782.36,3909.01
PULP_RECY_0312,6.51,5259.41,1370.72,4391.12,3087.4
PULP_RECY_0313,7.92,4514.29,2033.37,3190.69,3432.24
PULP_RECY_0314,7.5,4210.37,1938.86,2091.1,3732.28
PULP_RECY_0315,7.2,4993.08,1278.18,4197.39,3235.64
PULP_RECY_0316,8.5,4400.38,1432.07,2127.75,2173.89
PULP_RECY_0317,6.63,3564.52,1778.98,3870.39,2238.64
PULP_RECY_0318,7.44,4863.22,2444.88,3857.96,1891.91
PULP_RECY_0319,7.5,5655.27,1191.9,3451.85,1723.49
PULP_RECY_0320,6.77,5852.66,1181.51,4443.3,3442.65
PULP_RECY_0321,7.44,4988.35,2071.23,4537.67,2403.24
PULP_RECY_0322,8.13,3020.31,1264.55,2106.02,3229.89
PULP_RECY_0323,8.44,3690.35,1637.27,2828.35,1894.92
PULP_RECY_0324,7.77,4220.53,1610.6,2298.02,3814.66
PULP_RECY_0325,7.18,4607.22,1088.4,3337.31,3575.77
PULP_RECY_0326,8.39,5012.23,2341.95,4523.04,2127.44
PULP_RECY_0327,7.04,3115.97,1098.82,2406.4,3252.75
PULP_RECY_0328,8.42,3651.42,1077.2,2089.47,1902.1
PULP_RECY_0329,6.86,5832.0,1464.24,4340.69,2549.35
PULP_RECY_0330,8.29,3576.81,2320.98,2660.61,3159.02
PULP_RECY_0331,6.72,4238.47,1711.74,3890.33,1915.26
PULP_RECY_0332,7.25,5162.21,1273.84,3097.26,1644.92
PULP_RECY_0333,7.12,5973.44,2214.65,3593.17,1984.18
PULP_RECY_0334,6.82,3228.37,1948.33,4229.93,2605.54
PULP_RECY_0335,6.84,4287.17,1042.49,3658.6,1821.09
PULP_RECY_0336,7.33,4978.23,2443.97,3736.54,2288.46
PULP_RECY_0337,6.83,5856.74,1848.27,3469.36,2359.0
PULP_RECY_0338,8.4,3203.4,2396.97,3264.23,2583.48
PULP_RECY_0339,7.55,5350.6,1058.84,3127.53,2795.71
PULP_RECY_0340,8.24,3842.13,1913.26,4074.55,2346.8
PULP_RECY_0341,6.57,5622.17,1264.46,3992.09,2733.08
PULP_RECY_0342,7.35,5323.7,2358.17,4345.22,2374.67
PULP_RECY_0343,6.52,4422.63,1901.06,2563.29,1776.01
PULP_RECY_0344,8.22,4417.67,2150.8,3572.04,2005.56
PULP_RECY_0345,8.37,5636.48,1044.71,2227.31,3569.62
PULP_RECY_0346,7.95,4736.37,1668.61,4730.4,3360.87
PULP_RECY_0347,8.42,4633.12,1910.55,4816.82,3713.49
PULP_RECY_0348,6.95,3162.24,1332.01,2668.83,1653.27
PULP_RECY_0349,7.73,5831.21,1955.17,4614.79,3065.3
PULP_RECY_0350,7.02,4891.78,1535.53,4938.75,2083.37
PULP_RECY_0351,6.69,5758.76,1346.0,2491.39,3997.4
PULP_RECY_0352,7.45,4761.05,2120.78,2653.72,3554.24
PULP_RECY_0353,7.88,5647.59,1490.76,2866.54,3095.42
PULP_RECY_0354,8.11,4387.38,1036.07,4545.89,2852.85
PULP_RECY_0355,7.8,3770.35,1054.71,2986.85,3855.38
PULP_RECY_0356,7.87,4996.88,1791.92,3030.03,2371.79
PULP_RECY_0357,7.3,4200.15,1331.54,2681.06,1881.49
PULP_RECY_0358,7.33,4619.16,2176.36,2703.76,1529.49
PULP_RECY_0359,8.19,4217.66,2309.86,4208.5,3080.49
PULP_RECY_0360,6.86,5799.46,1084.24,2187.8,3717.36
PULP_RECY_0361,7.35,5146.67,1289.23,2639.15,3799.56
PULP_RECY_0362,7.67,5016.4,1936.47,2754.85,1605.15
PULP_RECY_0363,8.32,3170.7,1241.5,4680.22,3044.23
PULP_RECY_0364,7.53,4110.34,1102.24,4229.42,3081.37
PULP_RECY_0365,8.16,4859.33,2368.15,2456.1,3507.53
PULP_RECY_0366,7.49,5450.4,1036.01,2679.84,3774.89
PULP_RECY_0367,7.49,5144.31,2020.42,4671.1,3928.74
PULP_RECY_0368,6.88,3493.87,1506.71,4103.37,2967.92
PULP_RECY_0369,6.51,4597.71,1052.77,3796.22,3001.47
PULP_RECY_0370,8.07,5243.48,2442.64,2127.69,3654.16
PULP_RECY_0371,8.44,5648.51,1380.13,3156.78,1792.44
PULP_RECY_0372,7.31,3536.22,1071.6,3392.21,2758.51
PULP_RECY_0373,7.19,3154.17,1250.62,4562.97,2527.79
PULP_RECY_0374,6.89,3792.8,1190.91,3805.36,1983.96
PULP_RECY_0375,7.32,5294.32,2331.7,2083.02,3242.23
PULP_RECY_0376,7.52,4354.77,2234.18,4201.37,2228.67
PULP_RECY_0377,7.69,4521.75,1580.89,4952.35,2057.94
PULP_RECY_0378,8.41,3330.74,1603.76,2915.65,2715.24
PULP_RECY_0379,6.83,5884.87,1422.05,4716.88,1840.77
PULP_RECY_0380,6.53,5316.57,1680.07,2862.34,2248.04
PULP_RECY_0381,8.28,5121.28,1642.16,4783.96,3037.23
PULP_RECY_0382,8.41,4613.33,1087.46,3851.06,3686.79
PULP_RECY_0383,7.57,5554.45,1231.8,4875.49,2573.06
PULP_RECY_0384,6.82,3501.98,1494.25,4415.27,3682.19
PULP_RECY_0385,6.55,5919.27,2421.17,2881.02,3370.61
PULP_RECY_0386,6.89,5952.29,2235.18,4583.42,3467.94
PULP_RECY_0387,7.35,5402.71,1880.53,2925.71,2398.57
PULP_RECY_0388,6.68,5482.7,1171.64,4734.98,3884.86
PULP_RECY_0389,7.47,4710.19,1059.8,2211.74,2634.28
PULP_RECY_0390,6.7,5368.43,2186.52,4237.08,2779.86
PULP_RECY_0391,7.93,3420.48,1146.53,3534.95,2301.72
PULP_RECY_0392,6.58,3061.64,1376.75,4114.94,2840.22
PULP_RECY_0393,7.88,3063.72,2358.95,2399.54,1583.26
PULP_RECY_0394,7.28,4751.98,1260.67,2234.52,3936.52
PULP_RECY_0395,7.8,3142.14,1301.85,2752.14,2879.31
PULP_RECY_0396,6.6,4230.42,2222.5,4183.93,1663.69
PULP_RECY_0397,7.23,4964.27,1556.39,2891.78,3680.06
