Sample_ID,pH,BOD (mg/L),COD (mg/L),TSS (mg/L),TDS (mg/L),Oil & Grease (mg/L),Ammonia (mg/L),Conductivity (uS/cm),Temperature (°C),Status
MEAT_0038,6.89,6802.39,26589.8,2828.75,5551.21,1668.97,108.33,6280.6,39.11,Critical
MEAT_0039,7.86,2958.45,10283.21,3157.03,5031.38,586.35,104.44,5935.57,39.0,Critical
MEAT_0040,6.54,4331.59,11851.24,1758.36,3440.24,756.19,244.84,3477.26,27.01,Critical
MEAT_0041,6.61,3944.03,9196.95,3398.35,2782.6,1579.85,158.69,3205.49,31.73,Critical
MEAT_0042,6.82,4985.89,8742.25,3010.0,6542.03,786.04,140.99,6516.57,27.38,Critical
MEAT_0043,7.85,3084.82,7199.47,2601.41,5052.46,1739.63,175.04,5657.07,29.55,Critical
MEAT_0044,7.22,4878.46,7065.3,2358.66,5143.8,1767.96,197.75,4489.89,30.51,Critical
MEAT_0045,7.32,2850.48,10716.63,3409.99,4702.9,1528.95,115.66,5941.21,25.37,Critical
MEAT_0046,6.87,5596.43,11207.82,1754.19,4763.88,1345.61,162.39,5163.85,25.89,Critical
MEAT_0047,7.18,2965.98,7134.93,2421.51,6172.11,1016.34,76.05,7242.41,24.53,Critical
MEAT_0048,6.52,4437.41,6765.15,3413.97,4981.17,493.37,123.98,6024.27,37.25,Critical
MEAT_0049,7.43,5418.68,5098.2,2937.01,5008.47,794.12,190.39,4810.63,31.51,Critical
MEAT_0050,6.51,2795.58,5460.34,1760.65,2566.09,603.1,76.06,2106.94,25.88,Critical
MEAT_0051,7.55,4531.53,7673.64,2901.27,5289.99,757.08,72.77,4573.58,24.37,Critical
MEAT_0052,7.15,5118.35,5663.43,2488.34,6977.58,1785.35,147.32,6589.28,25.51,Critical
MEAT_0053,7.46,9122.38,18240.98,3704.04,5450.92,941.16,136.97,5906.98,24.72,Critical
MEAT_0054,6.76,2667.23,10563.29,2391.89,5269.21,310.07,203.42,6287.03,37.43,Critical
MEAT_0055,7.98,3834.48,10331.59,3137.87,4481.2,1385.27,161.17,5758.27,38.33,Critical
MEAT_0056,6.62,5597.19,8690.72,3741.35,6773.63,755.67,206.6,7882.69,27.98,Critical
MEAT_0057,7.08,4929.93,5133.79,1779.63,2593.52,482.86,137.47,2483.29,35.87,Critical
MEAT_0058,6.98,2711.53,8882.9,3690.97,6389.09,1552.3,171.95,7381.39,34.06,Critical
MEAT_0059,7.74,3976.3,10458.73,3069.03,4489.53,521.25,192.74,5542.05,31.14,Critical
MEAT_0060,7.29,9259.13,20740.82,4898.07,6576.62,1193.62,133.05,8282.04,25.47,Critical
MEAT_0061,7.42,5182.17,6150.19,3977.73,5458.38,1673.85,98.58,5261.6,31.97,Critical
MEAT_0062,7.28,3224.23,5324.93,3181.06,2925.22,699.41,248.04,2450.32,32.44,Critical
MEAT_0063,6.85,3733.45,7566.68,3676.88,5093.76,574.32,69.31,4266.15,32.72,Critical
MEAT_0064,7.48,4764.86,10977.35,3212.33,6659.96,1527.77,174.95,8101.17,26.35,Critical
MEAT_0065,7.16,4579.66,5405.08,2469.29,4372.74,1773.0,184.05,3670.68,39.57,Critical
MEAT_0066,6.64,4099.01,7467.66,1947.59,4402.87,363.12,132.49,5184.39,34.16,Critical
MEAT_0067,6.75,5043.84,5450.28,2743.24,2662.96,1337.81,119.86,3100.64,26.96,Critical
MEAT_0068,7.61,2540.35,8784.85,1796.79,2601.65,1062.08,224.12,2390.69,26.64,Critical
MEAT_0069,7.39,4436.76,5406.43,2197.54,4339.76,1769.28,114.59,4063.98,39.93,Critical
MEAT_0070,6.65,3743.92,8681.16,3524.87,6075.32,775.56,144.32,5567.58,30.13,Critical
MEAT_0071,6.72,4528.27,10849.79,2975.44,3464.1,1763.79,157.92,3373.95,28.59,Critical
MEAT_0072,7.03,4249.32,6156.94,1981.7,4845.54,976.01,188.56,4443.9,36.87,Critical
MEAT_0073,7.4,4936.62,7077.28,2481.6,4722.18,779.03,113.67,5368.71,25.8,Critical
MEAT_0074,6.77,3227.49,11258.49,3490.55,5128.85,1591.28,64.63,4495.37,37.34,Critical
MEAT_0075,7.21,2508.51,11065.54,2287.97,5680.32,673.38,60.64,6329.87,31.9,Critical
MEAT_0076,7.27,4203.56,5978.0,2540.21,3107.25,1780.91,85.99,3133.24,34.14,Critical
MEAT_0077,6.89,8638.64,17352.38,3402.27,4690.35,1498.76,245.76,4063.7,28.47,Critical
MEAT_0078,7.98,3176.82,9493.84,2651.72,3458.48,1092.52,119.56,2989.06,28.1,Critical
MEAT_0079,7.2,5007.18,9688.96,2517.72,3531.43,338.68,107.85,3492.1,24.51,Critical
MEAT_0080,7.78,3914.89,7353.99,1522.58,2715.28,1459.1,170.44,3169.84,33.45,Critical
MEAT_0081,6.87,4304.65,6262.51,2306.71,4159.76,682.02,128.74,4888.43,35.34,Critical
MEAT_0082,7.87,4857.36,10638.59,1770.72,3624.07,1788.79,102.78,3440.37,38.89,Critical
MEAT_0083,7.04,3439.48,9406.77,3605.09,4511.75,1250.76,128.0,5542.64,38.73,Critical
MEAT_0084,7.24,4456.17,11789.45,1785.37,6723.24,1101.83,183.05,6616.3,28.57,Critical
MEAT_0085,7.61,4521.18,6107.99,2911.16,4370.98,1496.04,245.32,3596.15,38.16,Critical
MEAT_0086,6.88,5992.3,5332.86,3415.56,2757.65,1126.45,131.66,2364.81,35.29,Critical
MEAT_0087,7.17,4610.9,9965.61,2477.72,6632.96,1604.48,117.71,6158.4,26.36,Critical
MEAT_0088,7.06,4793.3,5604.95,2936.65,6033.75,1625.68,113.22,5370.95,26.26,Critical
MEAT_0089,6.52,3624.08,9233.53,3806.57,6902.84,895.2,231.89,6913.96,35.41,Critical
MEAT_0090,6.96,2705.85,10492.08,1954.92,4649.57,449.97,214.14,5840.2,38.6,Critical
MEAT_0091,7.62,5209.29,11190.78,1532.87,4031.93,855.87,75.97,4880.44,33.58,Critical
MEAT_0092,7.69,4086.1,11685.63,2614.65,6595.92,1364.37,79.29,7785.24,31.15,Critical
MEAT_0093,7.45,3556.38,7232.86,2856.96,2742.32,537.19,180.56,2307.1,32.14,Critical
MEAT_0094,7.28,4687.35,6746.26,2237.5,6430.7,1702.31,55.81,7167.78,35.75,Critical
MEAT_0095,7.4,5638.76,9895.72,1959.68,4394.57,1608.3,134.56,5525.3,33.51,Critical
MEAT_0096,6.92,5220.73,5416.79,2477.72,5289.07,947.29,162.66,5564.14,33.46,Critical
MEAT_0097,6.84,8814.16,11578.79,5208.28,3888.31,834.61,194.9,3125.71,24.29,Critical
MEAT_0098,6.88,4245.7,10828.4,3480.06,3871.85,749.77,147.27,3115.55,28.21,Critical
MEAT_0099,6.72,2520.22,9695.25,2754.75,4833.88,940.85,204.81,5860.25,26.53,Critical
MEAT_0100,6.57,5144.18,19181.46,3916.93,6249.44,1350.83,58.85,5490.1,36.33,Critical
MEAT_0101,6.58,3013.06,5229.06,2160.45,6937.37,787.67,81.26,6394.42,39.2,Critical
MEAT_0102,7.74,4284.37,7381.52,3367.16,2946.55,1418.72,248.63,3448.4,32.26,Critical
MEAT_0103,7.42,3010.61,11893.37,1575.77,5511.64,1658.4,200.47,4457.0,28.76,Critical
MEAT_0104,7.63,4966.05,5405.64,2063.81,4231.46,371.82,179.39,3821.04,34.87,Critical
MEAT_0105,7.69,4256.65,8829.64,3091.54,3291.52,700.08,204.79,2909.57,28.43,Critical
MEAT_0106,6.68,4056.99,11468.77,1741.37,4885.2,1485.12,145.31,5980.57,32.19,Critical
MEAT_0107,6.85,5400.86,20789.31,3387.13,2905.56,714.07,137.85,2898.18,25.23,Critical
MEAT_0108,7.99,5477.34,8114.86,3535.67,5728.91,1108.53,176.31,7244.3,33.57,Critical
MEAT_0109,6.64,5406.24,9073.22,1622.01,5559.19,868.72,72.11,5343.15,33.75,Critical
MEAT_0110,7.03,3223.25,10104.12,3047.66,2587.14,426.53,50.65,3013.3,36.04,Critical
MEAT_0111,6.78,3691.89,9999.15,2281.63,6015.84,542.62,137.4,6271.96,31.55,Critical
MEAT_0112,6.61,4974.92,11520.21,2997.93,4348.79,898.84,136.99,5026.42,27.29,Critical
MEAT_0113,7.52,5492.85,9313.67,1828.44,4754.35,472.84,79.89,5014.6,34.68,Critical
MEAT_0114,7.2,5944.93,10832.42,3495.63,4180.87,1641.83,121.88,4083.02,32.02,Critical
MEAT_0115,7.45,5394.03,7313.8,1923.44,5153.2,693.73,56.61,5268.47,32.88,Critical
MEAT_0116,6.73,2543.83,6456.23,1753.81,2887.01,713.82,239.03,3705.38,34.19,Critical
MEAT_0117,7.33,4663.72,11852.66,1965.45,4455.14,450.11,121.7,3583.2,31.97,Critical
MEAT_0118,6.78,5688.3,11807.76,3055.93,4098.26,653.3,163.13,4335.33,25.5,Critical
MEAT_0119,6.96,5533.02,10507.36,3565.78,4796.45,1076.21,54.32,4413.9,36.65,Critical
MEAT_0120,6.65,3605.62,11783.35,1578.49,6752.44,1457.72,101.49,7785.49,39.57,Critical
MEAT_0121,7.04,3859.29,5058.12,3833.22,6929.13,356.6,123.03,6240.64,34.27,Critical
MEAT_0122,7.3,5758.18,6758.57,1841.93,6549.35,589.85,158.1,5324.54,36.7,Critical
MEAT_0123,7.19,5264.4,10878.33,1502.15,2643.55,461.71,78.37,3262.82,31.2,Critical
MEAT_0124,7.06,3935.45,6510.88,1920.88,6516.08,1695.66,247.32,6709.3,31.1,Critical
MEAT_0125,6.95,4326.45,9127.92,3576.45,2896.15,1171.53,234.9,3478.9,36.26,Critical
MEAT_0126,7.99,7844.45,32676.76,6564.26,3818.3,1212.75,84.6,4631.3,37.89,Critical
MEAT_0127,7.4,4622.08,7918.51,3280.38,3513.64,336.66,52.09,4027.35,32.52,Critical
MEAT_0128,7.76,3271.58,6832.59,1878.08,3450.49,584.4,94.67,3011.03,30.36,Critical
MEAT_0129,7.91,2655.0,10221.08,3620.91,4429.55,1414.28,238.81,5145.39,39.56,Critical
MEAT_0130,6.68,3277.05,7516.83,3454.31,5671.79,650.19,122.71,5619.44,32.67,Critical
MEAT_0131,7.36,4524.22,8665.45,1982.56,4807.08,325.4,106.54,3917.51,36.86,Critical
MEAT_0132,7.13,2618.78,9910.75,2557.63,5561.54,715.22,247.43,5319.64,33.66,Critical
MEAT_0133,7.09,5306.17,6317.41,2396.2,6985.7,1577.79,158.24,7435.26,25.45,Critical
MEAT_0134,7.21,5926.9,7953.59,1802.93,2643.65,1763.13,247.8,3281.87,37.35,Critical
MEAT_0135,7.45,4939.02,10218.18,1887.52,3174.81,778.64,239.29,3704.66,30.6,Critical
MEAT_0136,6.9,2564.21,11648.13,1889.89,6493.46,1155.76,123.24,8399.31,24.45,Critical
MEAT_0137,7.14,3773.83,11966.77,1890.06,4711.93,668.27,193.59,4352.32,33.87,Critical
MEAT_0138,7.26,3505.24,11979.78,2799.05,4106.22,402.98,130.1,4643.86,28.4,Critical
MEAT_0139,7.6,3626.22,5870.99,3492.08,2988.98,323.85,59.06,3570.59,33.85,Critical
MEAT_0140,7.11,4269.41,8067.97,1795.84,5911.51,748.16,156.09,7185.33,32.0,Critical
MEAT_0141,7.09,5973.84,5155.12,2137.04,2723.97,1789.64,154.76,2763.22,38.63,Critical
MEAT_0142,7.08,3881.0,10433.04,1843.71,4663.44,1726.13,180.05,4072.72,27.61,Critical
MEAT_0143,6.67,3876.86,11434.9,2698.36,3288.7,473.39,242.36,3716.44,38.03,Critical
MEAT_0144,6.58,4024.2,10002.78,3075.48,6264.31,339.87,175.65,7268.77,38.34,Critical
MEAT_0145,7.61,4769.71,6676.69,2109.26,2514.42,1350.1,177.53,2785.48,34.02,Critical
MEAT_0146,7.69,2869.67,5961.3,2406.12,3327.2,482.77,109.4,3057.93,25.8,Critical
MEAT_0147,7.08,3440.25,9141.21,2174.32,3768.48,827.14,217.08,3613.02,36.32,Critical
MEAT_0148,6.64,4721.44,8553.27,3497.59,6861.54,320.69,238.27,7938.62,39.41,Critical
MEAT_0149,7.84,4767.47,5703.77,2801.1,4675.05,941.6,185.17,6071.38,27.5,Critical
MEAT_0150,7.84,3533.0,7266.44,3663.39,6499.65,1150.23,186.85,7693.04,29.91,Critical
MEAT_0151,7.92,4494.15,7672.93,3893.79,5090.8,1442.2,200.41,5846.53,38.46,Critical
MEAT_0152,7.41,3905.41,11825.75,2885.59,2669.07,1524.35,54.86,2798.57,36.29,Critical
MEAT_0153,6.93,2575.52,6792.97,3304.09,2750.3,1293.62,206.38,3040.51,32.51,Critical
MEAT_0154,6.69,5754.67,8550.51,3677.46,5723.75,1371.02,134.79,6949.18,24.63,Critical
MEAT_0155,7.87,3191.57,11051.65,2135.89,4163.5,715.34,96.01,4755.46,24.09,Critical
MEAT_0156,7.0,3140.56,5651.14,1579.07,5925.09,1428.75,151.7,6517.24,26.06,Critical
MEAT_0157,7.12,2616.45,10320.17,2392.53,3046.47,1793.83,180.47,2637.3,25.25,Critical
MEAT_0158,7.81,5427.2,6472.25,2632.87,6918.38,1147.11,170.01,6612.62,35.02,Critical
MEAT_0159,7.8,4657.7,5499.12,1928.56,5696.17,564.22,95.74,4723.61,27.55,Critical
MEAT_0160,7.6,3362.97,11372.32,3829.15,5225.23,1407.73,129.49,4914.58,32.23,Critical
MEAT_0161,7.6,2579.74,5124.5,2496.93,6879.36,1546.23,93.6,8422.41,38.87,Critical
MEAT_0162,7.09,10180.21,25005.72,4722.28,4922.62,1427.03,175.68,5605.21,39.49,Critical
MEAT_0163,6.61,4661.94,8931.9,3242.48,3989.51,787.2,117.19,3495.46,38.08,Critical
MEAT_0164,7.46,3051.12,9448.29,2613.83,5849.3,1339.88,138.35,5923.64,24.13,Critical
MEAT_0165,7.83,5680.63,10615.42,3027.4,4382.4,302.96,85.37,3551.7,37.77,Critical
MEAT_0166,7.78,3300.78,5845.23,2917.32,5850.45,1561.36,209.01,5114.26,35.29,Critical
MEAT_0167,7.12,2512.45,7024.5,2152.37,4470.4,1515.16,242.31,5744.04,39.99,Critical
MEAT_0168,7.72,4758.1,9530.38,2668.7,3315.41,697.36,148.38,3317.5,33.55,Critical
MEAT_0169,6.82,5626.76,10320.48,2401.28,6618.93,345.19,233.71,7350.42,24.71,Critical
MEAT_0170,7.75,4649.04,10819.13,3181.33,6846.07,1441.47,78.14,6553.26,34.28,Critical
MEAT_0171,7.58,5231.09,10497.54,1573.85,4623.52,366.25,230.23,5642.18,34.69,Critical
MEAT_0172,6.59,2564.22,6046.73,3676.18,5850.65,1125.84,243.35,7559.64,36.23,Critical
MEAT_0173,7.6,9970.15,27783.45,6044.04,2502.97,1631.63,240.39,2833.35,29.2,Critical
MEAT_0174,7.09,7899.5,22276.78,7297.79,3594.64,1286.85,118.72,2937.78,39.77,Critical
MEAT_0175,7.93,3986.38,8413.25,3499.48,3543.68,1687.95,55.93,3169.13,30.26,Critical
MEAT_0176,7.41,4905.36,5167.64,2360.89,3473.14,1625.29,176.65,3949.81,36.92,Critical
MEAT_0177,7.88,5293.04,11349.97,3506.15,6734.42,1661.37,96.93,7639.72,31.51,Critical
MEAT_0178,7.78,4325.85,7365.49,3419.84,4274.46,1283.19,246.89,4470.98,38.85,Critical
MEAT_0179,7.22,3193.93,11998.14,3003.02,3164.83,1261.12,238.13,3800.11,38.8,Critical
MEAT_0180,6.65,4750.56,6871.5,1601.36,6205.47,781.68,67.98,5933.07,25.47,Critical
MEAT_0181,7.01,5382.18,9015.7,2773.89,2587.48,1370.18,197.03,3153.21,36.66,Critical
MEAT_0182,7.95,5045.53,10132.5,2343.4,3683.2,862.43,152.55,3120.18,28.68,Critical
MEAT_0183,7.53,5893.39,9282.49,3251.98,4340.62,1153.92,213.22,4551.94,39.32,Critical
MEAT_0184,7.32,6397.34,32970.11,5600.19,4407.43,1131.03,203.84,4684.23,32.09,Critical
MEAT_0185,6.94,4280.78,5483.77,2076.25,6098.66,1023.77,76.16,5342.94,34.58,Critical
MEAT_0186,7.93,3974.03,7140.22,2230.6,6533.31,990.33,100.58,8191.38,30.25,Critical
MEAT_0187,7.13,2907.77,9046.99,2676.21,3963.1,537.89,133.12,3672.19,26.98,Critical
MEAT_0188,7.85,3378.7,6620.84,3302.59,6635.63,412.14,173.1,7084.82,32.51,Critical
MEAT_0189,7.17,7649.56,14183.57,2588.35,6801.39,1243.18,155.35,6427.39,35.69,Critical
MEAT_0190,7.38,4912.35,6356.32,1885.96,5562.3,1513.09,50.85,5973.07,33.28,Critical
MEAT_0191,7.12,3074.11,5358.73,2570.22,5047.44,573.98,145.1,6159.09,29.65,Critical
MEAT_0192,7.41,3519.15,10087.92,3079.26,6573.46,1317.47,80.35,7822.21,38.34,Critical
MEAT_0193,7.1,5160.31,11627.67,3484.24,3926.43,1217.31,189.0,4537.64,30.24,Critical
MEAT_0194,6.93,5346.64,9405.26,2267.6,2759.07,542.92,75.13,2760.18,27.36,Critical
MEAT_0195,7.76,3749.89,10946.51,1600.99,6604.64,712.05,98.61,6512.69,35.81,Critical
MEAT_0196,6.91,4585.21,8598.32,2873.78,2735.66,1098.23,146.64,2686.85,30.59,Critical
MEAT_0197,7.9,3004.56,11668.33,1505.53,6219.22,1635.02,172.67,5809.59,30.47,Critical
MEAT_0198,7.5,4429.38,8388.22,2113.35,6044.96,410.12,172.67,6972.74,26.09,Critical
MEAT_0199,6.66,4606.93,11394.85,1513.09,5911.7,1101.49,144.24,5282.15,39.82,Critical
MEAT_0200,7.4,3372.28,10094.9,1789.16,5552.44,1422.94,116.08,7160.03,38.93,Critical
MEAT_0201,6.88,3045.71,8418.02,2460.25,4966.1,952.61,102.76,6403.13,26.12,Critical
MEAT_0202,6.73,2676.56,5624.72,3268.48,6053.74,969.16,117.85,5972.16,25.62,Critical
MEAT_0203,6.7,4636.05,11401.07,2769.09,6939.23,1658.72,179.13,7924.61,33.68,Critical
MEAT_0204,7.1,2679.02,6777.71,1512.62,4588.91,1776.44,213.85,4468.62,32.87,Critical
MEAT_0205,7.41,5743.28,6576.14,2039.86,3373.99,1499.57,146.95,3868.16,31.56,Critical
MEAT_0206,6.91,2585.99,8897.97,2350.01,4755.7,1795.5,182.99,5615.89,32.08,Critical
MEAT_0207,7.94,3473.1,9474.82,3076.76,2725.18,1028.55,176.48,3332.56,34.93,Critical
MEAT_0208,7.41,11566.74,18160.37,2943.17,4576.42,1352.3,195.45,4094.37,35.16,Critical
MEAT_0209,7.34,3330.85,11334.04,2965.66,4089.72,546.39,236.85,4661.5,34.91,Critical
MEAT_0210,7.28,3481.31,9506.69,3006.25,6632.32,1506.66,231.49,7125.01,33.56,Critical
MEAT_0211,7.96,4869.95,8079.35,2062.84,4607.42,1787.54,145.36,5084.75,37.59,Critical
MEAT_0212,7.21,2764.81,7884.75,2379.64,6487.7,978.63,196.46,7606.58,30.18,Critical
MEAT_0213,6.54,2885.34,6291.27,2978.14,6904.39,1787.35,235.4,8525.52,34.38,Critical
MEAT_0214,7.7,5892.95,11380.03,2699.46,4404.6,611.41,137.86,3982.33,35.08,Critical
MEAT_0215,6.92,5186.49,7274.3,1721.7,4801.79,1395.83,142.96,5400.27,37.92,Critical
MEAT_0216,7.29,3166.12,6712.46,2725.93,5412.62,904.57,193.35,5810.56,25.69,Critical
MEAT_0217,7.24,2603.87,11995.72,3684.41,3073.01,553.73,152.53,3184.7,38.73,Critical
MEAT_0218,6.78,9568.98,17376.54,8359.36,6304.83,1452.03,50.66,5846.16,28.43,Critical
MEAT_0219,7.75,3687.36,9678.99,2915.93,6483.57,870.33,60.7,5960.39,32.21,Critical
MEAT_0220,6.52,2998.49,9930.72,2518.27,4639.94,1688.54,137.34,3857.57,37.37,Critical
MEAT_0221,6.9,3630.27,6587.84,3505.15,2938.02,1667.82,99.68,3227.91,33.61,Critical
MEAT_0222,7.22,4996.1,6331.91,2597.66,3316.63,379.03,83.14,3792.86,30.26,Critical
MEAT_0223,6.92,2517.14,9510.92,3897.45,5784.06,726.92,62.38,4768.53,30.04,Critical
MEAT_0224,6.83,3921.38,7907.58,1859.65,4279.95,1593.4,249.86,4322.35,34.7,Critical
MEAT_0225,8.0,3216.46,8087.66,2403.93,4723.82,436.53,219.42,4201.97,31.45,Critical
MEAT_0226,7.99,2775.08,5691.91,2261.55,2734.6,1210.72,227.83,2891.57,25.03,Critical
MEAT_0227,7.96,5075.26,5870.82,2019.63,5729.12,1169.96,163.78,7184.53,36.67,Critical
MEAT_0228,6.86,3983.06,8626.19,2184.69,3375.12,1768.63,95.01,4296.14,37.59,Critical
MEAT_0229,7.59,3064.37,11484.28,3995.07,5326.26,1099.03,81.94,6795.42,39.81,Critical
MEAT_0230,7.82,3615.66,6180.97,2934.82,6921.48,1464.82,53.07,7949.59,32.72,Critical
MEAT_0231,7.65,4028.36,10630.41,2757.97,6318.29,1176.7,142.47,6842.11,35.86,Critical
MEAT_0232,7.1,2558.45,7319.26,2178.74,4619.87,1102.72,186.1,3820.97,35.3,Critical
MEAT_0233,6.99,2972.83,10496.7,1566.18,5416.19,1690.92,100.14,4760.8,35.08,Critical
MEAT_0234,7.27,4517.62,11631.16,2927.77,2953.14,1233.43,210.4,3184.1,36.04,Critical
MEAT_0235,7.29,4986.99,6598.94,3637.8,5886.25,1628.76,62.83,6822.75,30.19,Critical
MEAT_0236,7.49,2769.55,8004.3,3914.31,6338.14,1397.79,120.55,8224.67,39.18,Critical
MEAT_0237,7.97,4553.23,10153.77,1620.92,6808.38,364.03,249.62,5569.98,34.64,Critical
MEAT_0238,7.07,5983.53,7545.48,2022.2,5479.3,574.57,248.68,5088.84,35.85,Critical
MEAT_0239,6.5,3418.9,5788.67,2955.64,3083.78,1125.63,87.27,2867.87,35.35,Critical
MEAT_0240,7.21,2652.05,10096.16,2398.08,5602.39,410.22,208.31,4876.24,31.79,Critical
MEAT_0241,7.12,3897.75,10132.79,3657.22,2778.12,982.2,170.59,2510.0,24.01,Critical
MEAT_0242,7.93,4932.77,6051.32,2157.4,6525.65,1027.49,78.24,5874.07,29.31,Critical
MEAT_0243,6.95,3148.19,7833.64,3364.46,3496.82,662.83,181.85,2855.23,39.5,Critical
MEAT_0244,7.07,5147.65,9972.47,3863.37,4711.3,962.24,123.32,4952.3,36.61,Critical
MEAT_0245,7.86,4480.48,11291.85,1822.51,3537.0,1522.7,65.92,4013.8,36.19,Critical
MEAT_0246,7.76,4020.32,6059.76,2499.28,3056.48,1364.78,128.06,2854.59,34.88,Critical
MEAT_0247,6.76,4910.72,10063.76,3018.31,4304.17,1120.4,181.73,3743.72,30.6,Critical
MEAT_0248,7.26,2564.61,10976.87,3483.56,3666.49,1659.64,134.75,4396.37,24.57,Critical
MEAT_0249,7.16,3528.38,10320.95,2925.2,4837.56,519.91,176.68,4463.93,28.88,Critical
MEAT_0250,6.53,5224.63,11542.98,1834.48,6043.54,1668.89,143.65,7422.34,27.67,Critical
MEAT_0251,7.8,3995.93,8898.41,2620.99,4891.53,746.02,106.21,5018.39,27.13,Critical
MEAT_0252,6.74,3493.65,6348.33,3270.67,3830.71,303.61,212.65,3986.83,27.97,Critical
MEAT_0253,7.49,6769.99,12968.78,5186.74,5690.34,1502.44,181.08,5717.25,31.72,Critical
MEAT_0254,7.41,5871.17,6574.29,1594.43,4110.67,818.62,226.84,4780.79,34.23,Critical
MEAT_0255,7.04,3374.95,5695.15,1827.8,2529.99,960.31,106.05,2037.38,25.61,Critical
MEAT_0256,7.51,4174.27,7439.29,2356.9,2783.09,1231.79,92.76,2378.66,27.36,Critical
MEAT_0257,7.57,4000.7,7352.71,2388.89,3493.66,782.14,55.4,3270.98,25.74,Critical
MEAT_0258,7.84,9760.38,13894.68,6154.2,4709.95,1101.33,64.54,4970.54,32.25,Critical
