Sample_ID,pH,BOD (mg/L),COD (mg/L),TSS (mg/L),TDS (mg/L),Oil & Grease (mg/L),Ammonia (mg/L),Conductivity (uS/cm),Temperature (°C),Status
FOOD_0021,9.07,1030.34,5377.11,1787.77,7526.12,319.59,41.56,6803.66,36.4,Critical
FOOD_0022,10.0,833.65,2556.81,704.09,4293.76,175.56,20.65,3468.27,33.98,Critical
FOOD_0023,9.74,1173.27,3008.0,896.29,6985.11,195.2,20.52,6217.91,26.36,Critical
FOOD_0024,11.46,1330.0,3666.24,1082.41,3297.52,251.67,34.79,3239.29,26.45,Critical
FOOD_0025,11.27,588.91,2227.83,896.42,5770.19,180.7,8.36,7166.12,30.26,Critical
FOOD_0026,9.06,1005.32,2534.52,776.99,3623.59,89.66,29.1,3200.16,32.67,Moderate
FOOD_0027,10.28,1106.09,2751.2,440.44,3494.72,153.56,5.01,4349.03,26.04,Moderate
FOOD_0028,11.32,1343.8,4081.57,1615.97,3291.27,299.01,8.83,3655.98,31.94,Critical
FOOD_0029,11.7,793.91,2020.13,341.9,6421.76,328.47,36.43,7714.55,35.11,Critical
FOOD_0030,10.71,654.99,3431.52,313.52,6234.35,160.81,59.83,5076.27,37.27,Critical
FOOD_0031,10.29,594.22,2113.44,306.01,6669.79,151.46,50.83,6982.79,31.56,Critical
FOOD_0032,10.56,1220.32,3845.9,666.34,7094.57,64.15,16.25,8461.99,26.11,Critical
FOOD_0033,9.89,1181.27,2391.43,657.83,4140.09,233.13,31.17,5328.24,25.28,Critical
FOOD_0034,10.32,1116.57,3804.95,1012.3,6877.21,202.9,11.73,8511.76,32.51,Critical
FOOD_0035,9.1,1134.97,1876.47,946.77,7642.12,157.31,37.84,7054.63,35.2,Critical
FOOD_0036,9.93,2737.07,2631.73,1480.8,5333.11,68.4,6.87,5000.23,33.43,Critical
FOOD_0037,9.12,703.48,1684.28,950.0,6145.89,147.65,30.86,7822.59,35.62,Critical
FOOD_0038,10.73,1378.79,2069.43,530.52,7275.67,382.95,30.82,7153.61,39.46,Critical
FOOD_0039,10.26,899.74,2746.38,1178.54,3737.9,244.03,30.7,3596.92,34.02,Critical
FOOD_0040,9.49,600.58,2454.74,1070.73,6711.25,88.64,57.67,7812.32,27.59,Critical
FOOD_0041,11.61,1310.62,2335.17,422.32,7103.2,322.29,53.81,6339.11,35.72,Critical
FOOD_0042,9.62,1032.11,1992.58,1035.83,7164.5,169.83,21.7,7127.99,32.55,Critical
FOOD_0043,10.27,1472.38,2634.66,660.0,5384.1,323.62,35.89,5472.58,34.44,Critical
FOOD_0044,11.45,627.18,1963.31,823.22,5324.38,60.71,34.46,6395.19,31.0,Critical
FOOD_0045,10.44,751.28,2986.84,776.55,7777.77,198.26,35.39,6641.03,34.9,Critical
FOOD_0046,11.91,1288.67,3435.77,831.93,7833.82,290.31,14.48,9882.96,24.82,Critical
FOOD_0047,11.55,710.3,3320.19,754.55,5023.38,145.73,28.58,4437.54,39.1,Critical
FOOD_0048,10.09,1491.13,3989.88,469.76,4433.6,346.81,31.5,5494.22,36.69,Critical
FOOD_0049,9.69,1149.52,1671.76,1058.13,7465.71,366.83,31.34,6816.55,30.48,Critical
FOOD_0050,10.68,1230.5,3682.17,503.5,6358.19,223.97,6.91,5841.53,36.38,Critical
FOOD_0051,9.68,1482.41,3020.8,772.53,3674.69,272.52,46.57,3718.75,34.21,Moderate
FOOD_0052,10.0,622.3,3509.54,801.96,5171.63,227.2,8.49,6003.67,28.7,Critical
FOOD_0053,11.0,1126.03,2430.94,808.9,7035.94,152.14,50.56,7260.09,33.29,Critical
FOOD_0054,10.5,1140.13,1777.37,310.71,3486.0,273.98,51.05,3976.53,30.67,Moderate
FOOD_0055,10.31,708.55,1521.26,736.45,4300.6,307.23,8.47,3833.38,29.98,Critical
FOOD_0056,10.61,903.29,1770.24,500.71,7404.13,87.8,6.64,8244.88,37.17,Critical
FOOD_0057,10.72,1078.32,1750.9,1095.21,3223.34,251.27,28.27,3635.29,29.44,Critical
FOOD_0058,9.3,1039.44,1619.73,859.18,5122.74,72.76,20.88,5857.95,26.45,Critical
FOOD_0059,9.7,719.22,3339.11,687.62,5776.71,171.44,29.84,7466.87,26.29,Critical
FOOD_0060,10.16,1090.13,2076.85,487.02,3730.92,351.35,6.05,4811.83,30.17,Moderate
FOOD_0061,9.36,632.82,2798.77,1017.79,7524.65,151.72,22.87,7387.54,39.13,Critical
FOOD_0062,9.69,1093.17,3054.12,680.38,4033.09,66.74,47.72,5191.86,25.96,Critical
FOOD_0063,11.56,851.92,2717.57,797.13,7803.47,146.43,51.79,7439.76,26.69,Critical
FOOD_0064,10.62,1356.55,2235.31,885.32,6316.33,131.65,21.27,7359.53,32.05,Critical
FOOD_0065,9.42,1384.4,3336.28,335.61,6687.3,192.15,37.52,8079.14,33.98,Critical
FOOD_0066,9.98,2225.77,4128.84,765.02,6758.06,81.13,25.94,7529.57,27.58,Critical
FOOD_0067,9.74,1434.2,3479.82,486.57,6173.05,176.86,15.28,5585.21,27.72,Critical
FOOD_0068,11.45,1214.0,2668.97,1159.5,7473.35,198.79,15.22,7436.25,33.82,Critical
FOOD_0069,11.87,711.97,2544.91,629.72,3828.67,217.89,46.39,3580.79,33.09,Moderate
FOOD_0070,11.72,890.22,3007.78,1097.52,3456.35,303.84,47.21,4453.76,28.31,Critical
FOOD_0071,11.51,1190.37,1557.16,963.12,4035.74,337.59,6.33,3576.49,25.34,Critical
FOOD_0072,9.67,1455.65,3242.95,432.45,7520.09,316.23,51.71,9193.08,24.23,Critical
FOOD_0073,11.44,1130.2,2619.06,444.76,6825.11,140.4,47.58,8198.6,25.61,Critical
FOOD_0074,9.65,665.59,2065.73,770.36,4746.85,314.97,26.25,5758.34,26.31,Critical
FOOD_0075,9.08,1282.14,3565.62,950.4,4959.65,147.03,57.18,4886.96,36.1,Critical
FOOD_0076,9.94,1221.0,3634.78,608.54,3936.64,357.16,33.79,3685.0,30.88,Moderate
FOOD_0077,11.75,1197.03,1708.76,355.93,4698.8,349.53,13.66,3794.18,33.77,Critical
FOOD_0078,11.74,820.47,2514.59,612.31,4905.2,111.02,33.33,5536.18,31.85,Critical
FOOD_0079,11.86,648.11,3815.75,931.75,6195.19,355.83,54.44,7938.2,39.29,Critical
FOOD_0080,9.88,766.28,2240.31,416.7,3562.73,202.25,36.43,3453.64,24.01,Moderate
FOOD_0081,10.76,504.82,1652.13,1087.22,4431.67,135.41,57.62,3924.4,34.81,Critical
FOOD_0082,11.69,1201.55,2879.07,464.02,7994.19,213.56,12.97,9844.7,28.02,Critical
FOOD_0083,9.86,774.47,3796.64,834.37,7323.16,252.85,49.67,8208.31,29.08,Critical
FOOD_0084,10.29,838.66,3493.62,362.63,4238.68,212.23,49.57,5202.29,35.82,Critical
FOOD_0085,10.25,512.34,3374.92,786.88,3425.8,166.04,10.74,3811.77,28.34,Moderate
FOOD_0086,10.49,719.47,2569.46,886.48,5774.36,75.82,19.1,4732.43,26.7,Critical
FOOD_0087,11.45,1300.87,1868.37,1015.91,5414.77,346.98,44.62,4550.19,36.51,Critical
FOOD_0088,10.9,1351.63,1514.2,865.05,6303.49,265.4,38.78,5311.45,28.36,Critical
FOOD_0089,9.05,1231.38,3784.48,2486.49,7785.48,93.32,18.54,7137.29,25.1,Critical
FOOD_0090,10.21,1088.43,1895.17,1136.78,3719.85,380.67,47.45,4568.12,39.73,Critical
FOOD_0091,11.51,889.27,3095.46,339.75,4445.87,275.34,58.72,5135.82,31.25,Critical
FOOD_0092,11.76,1137.8,2511.92,605.39,7488.57,161.99,48.61,6849.22,27.13,Critical
FOOD_0093,11.8,600.34,2759.97,591.95,3129.8,284.23,49.27,2854.58,26.87,Moderate
FOOD_0094,9.5,851.24,3183.45,926.94,6374.87,121.38,5.56,6749.47,26.75,Critical
FOOD_0095,9.54,858.45,2170.18,676.65,5621.21,183.94,9.01,7074.82,31.24,Critical
FOOD_0096,9.78,998.73,2922.42,508.98,4260.27,355.36,21.44,3418.05,33.42,Critical
FOOD_0097,10.86,1210.24,1732.79,1140.48,4781.18,226.32,27.0,4167.4,28.28,Critical
FOOD_0098,11.96,987.71,2622.85,1040.08,6423.46,278.77,35.1,6124.68,25.87,Critical
FOOD_0099,11.36,835.27,2372.95,497.56,3547.75,183.16,7.32,3267.8,28.66,Moderate
FOOD_0100,9.58,1230.5,3744.36,1125.66,4859.38,248.47,56.72,4508.39,29.52,Critical
FOOD_0101,11.17,883.18,2697.47,712.94,4316.67,239.73,56.2,5245.93,27.74,Critical
FOOD_0102,10.69,2606.83,6709.38,912.82,6769.49,297.12,43.61,6411.48,37.99,Critical
FOOD_0103,11.08,1335.95,3605.57,720.65,6965.72,270.08,56.06,8951.22,36.04,Critical
FOOD_0104,9.81,704.68,2771.22,379.29,3879.66,243.05,8.66,4824.5,25.29,Moderate
FOOD_0105,11.91,1237.22,3460.05,1063.99,6033.38,286.56,6.7,6879.65,32.26,Critical
FOOD_0106,9.36,1388.58,3359.17,886.42,5190.16,341.76,6.15,4279.19,35.27,Critical
FOOD_0107,10.96,670.9,2763.57,580.21,5661.32,110.7,20.19,5548.21,24.22,Critical
FOOD_0108,10.84,1408.69,3445.15,717.05,5076.0,255.69,34.69,6084.9,27.5,Critical
FOOD_0109,10.31,1274.95,6857.79,1532.46,6140.18,102.44,34.86,6998.37,28.17,Critical
FOOD_0110,10.41,863.38,1845.22,1086.24,4189.3,215.98,37.16,4633.6,37.52,Critical
FOOD_0111,10.67,1263.08,1756.58,742.46,3874.37,230.11,52.74,3723.73,28.02,Moderate
FOOD_0112,10.65,1098.03,1672.74,409.24,5397.81,195.48,58.28,6528.32,38.68,Critical
FOOD_0113,11.22,1446.04,3800.5,920.23,3855.88,336.47,51.22,3888.38,39.25,Moderate
FOOD_0114,11.66,581.35,1776.58,741.16,5820.04,230.01,10.15,7396.21,24.83,Critical
FOOD_0115,11.82,666.38,3745.5,568.8,7510.22,220.87,6.88,9008.54,38.08,Critical
FOOD_0116,9.78,911.91,3775.31,949.51,3748.48,143.39,49.92,4063.98,31.69,Moderate
FOOD_0117,11.76,1423.24,2352.26,1174.87,7315.27,389.66,14.09,7656.69,39.87,Critical
FOOD_0118,11.88,946.49,1641.65,359.91,6037.79,150.82,8.72,6669.1,38.93,Critical
FOOD_0119,9.12,1346.37,2823.97,940.74,3655.07,60.45,52.84,4226.84,37.32,Moderate
FOOD_0120,9.13,910.75,2532.48,621.54,4953.37,100.94,55.57,4607.84,27.04,Critical
FOOD_0121,11.37,609.8,2632.23,423.12,7690.94,90.28,18.18,6743.48,25.25,Critical
FOOD_0122,11.82,1100.3,1655.81,349.07,5321.18,135.5,57.58,5863.52,24.04,Critical
FOOD_0123,11.16,853.71,2459.46,718.02,6850.27,177.23,50.26,5983.57,31.21,Critical
FOOD_0124,9.15,1107.75,2138.73,668.43,5239.25,353.21,8.43,4605.05,26.45,Critical
FOOD_0125,11.43,943.07,9650.29,2849.73,6186.31,388.2,58.55,7462.0,29.61,Critical
FOOD_0126,9.66,1499.06,3028.31,674.47,4671.66,309.42,56.84,6061.84,26.86,Critical
FOOD_0127,9.66,1489.33,2704.61,655.31,7370.97,187.27,21.42,9449.56,32.3,Critical
FOOD_0128,10.0,829.47,1800.9,723.31,7730.19,257.96,34.68,9630.45,25.48,Critical
FOOD_0129,11.65,693.42,2939.68,822.89,5527.21,276.25,18.82,4555.28,29.93,Critical
FOOD_0130,11.46,1073.72,3107.8,551.73,3754.9,145.92,18.51,4538.67,36.38,Moderate
FOOD_0131,9.63,690.03,3831.92,311.69,5981.33,395.67,27.75,6285.03,39.72,Critical
FOOD_0132,10.35,926.63,3312.91,644.66,5147.25,74.73,29.86,6240.99,35.58,Critical
FOOD_0133,10.5,1414.98,1811.01,612.54,7281.4,239.79,34.72,8122.07,33.19,Critical
FOOD_0134,11.83,929.91,1738.52,660.35,3437.42,254.16,6.04,3165.06,37.75,Moderate
FOOD_0135,9.58,982.98,3120.39,319.45,6972.56,233.17,40.15,5773.69,39.27,Critical
FOOD_0136,9.84,666.35,2631.11,1182.64,3204.2,152.09,55.7,3514.38,36.29,Critical
FOOD_0137,11.35,611.16,3506.57,538.2,6959.86,115.17,30.91,8201.31,28.06,Critical
FOOD_0138,11.81,1828.81,8230.48,650.29,5589.71,83.07,19.33,6112.32,28.65,Critical
FOOD_0139,11.74,1031.66,3800.01,458.23,7088.92,164.13,11.67,6381.12,37.33,Critical
FOOD_0140,9.07,819.96,2403.85,650.9,6914.55,119.4,10.25,6524.89,24.74,Critical
FOOD_0141,11.18,1496.87,2217.12,853.38,4319.08,67.6,34.85,4685.67,37.09,Critical
FOOD_0142,10.68,1064.76,3896.13,372.91,5034.16,358.96,7.44,5693.22,31.95,Critical
FOOD_0143,10.87,998.32,2589.22,784.04,5399.87,78.28,47.09,4587.65,33.89,Critical
FOOD_0144,11.7,1022.24,3332.13,1116.09,5603.75,106.57,38.78,4801.17,33.84,Critical
FOOD_0145,10.74,1146.52,3387.94,843.87,6366.83,249.82,53.19,7181.58,39.33,Critical
FOOD_0146,9.5,1003.22,3056.35,448.96,3972.54,206.37,51.91,4524.53,24.61,Moderate
FOOD_0147,9.93,590.73,3513.86,465.0,4527.93,267.14,46.53,4812.52,25.65,Critical
FOOD_0148,10.05,933.97,2870.54,503.5,6348.67,119.26,30.28,7880.38,32.1,Critical
FOOD_0149,10.16,1356.77,3484.08,1108.61,6099.19,221.3,30.87,6102.48,29.22,Critical
FOOD_0150,11.11,798.16,2225.61,424.44,6665.14,380.6,28.32,8613.72,26.35,Critical
FOOD_0151,11.79,655.94,2587.9,741.16,3470.09,113.95,52.55,3126.06,30.75,Moderate
FOOD_0152,9.73,1423.03,3300.79,354.27,6238.79,51.16,15.97,5029.22,31.65,Critical
FOOD_0153,9.96,899.87,2050.91,317.48,6918.39,66.33,50.19,5874.52,25.77,Critical
FOOD_0154,11.97,908.03,2579.53,673.36,3422.94,291.19,38.53,2967.37,34.59,Moderate
FOOD_0155,9.84,700.3,2487.66,504.33,5082.1,240.52,48.64,4455.66,35.21,Critical
FOOD_0156,9.2,915.23,1871.02,841.09,7908.5,379.09,16.72,8197.63,28.32,Critical
FOOD_0157,11.23,811.64,2447.98,820.15,7093.44,243.99,24.05,6085.57,36.56,Critical
FOOD_0158,9.49,519.03,2221.28,1134.2,6844.12,221.84,6.49,7565.17,37.09,Critical
FOOD_0159,11.95,973.11,1714.78,363.82,7389.8,306.01,35.11,9344.07,24.33,Critical
FOOD_0160,11.81,580.37,2428.42,1165.42,5668.62,97.45,30.16,5692.1,29.96,Critical
FOOD_0161,10.87,823.73,2743.48,874.06,6774.78,191.24,36.54,5708.68,31.9,Critical
FOOD_0162,11.75,607.93,3618.13,924.69,6541.07,250.7,30.23,5252.87,24.05,Critical
FOOD_0163,11.87,756.25,3338.44,434.41,4585.78,103.13,23.09,5567.65,34.9,Critical
FOOD_0164,10.47,1495.62,1755.12,642.88,5493.36,237.36,5.58,4550.59,36.13,Critical
FOOD_0165,10.65,812.96,2165.29,975.0,4167.32,328.03,51.28,3897.61,33.09,Critical
FOOD_0166,10.01,569.77,2033.39,910.47,5379.81,62.55,10.91,5587.32,35.74,Critical
FOOD_0167,9.86,989.63,2689.35,813.51,7962.96,82.07,39.37,7753.37,35.87,Critical
FOOD_0168,9.13,1329.28,3213.13,635.2,7292.47,61.37,32.89,7097.87,26.66,Critical
FOOD_0169,11.06,551.77,2877.82,587.64,3563.19,110.94,22.4,3000.0,37.0,Moderate
FOOD_0170,10.71,540.73,2663.39,601.91,4493.46,341.54,41.42,4303.82,35.65,Critical
FOOD_0171,9.1,522.01,3913.33,903.39,4931.45,157.39,44.19,5530.54,31.59,Critical
FOOD_0172,9.42,647.36,3792.43,1148.7,3442.84,345.34,40.39,3480.4,31.6,Critical
FOOD_0173,11.19,1141.9,3821.13,458.74,6036.2,211.61,37.76,5719.16,30.27,Critical
FOOD_0174,9.34,949.01,3179.23,525.8,7783.78,51.64,57.4,7230.28,37.09,Critical
FOOD_0175,9.2,693.41,3312.61,485.83,7029.52,227.61,33.86,7333.35,38.61,Critical
FOOD_0176,11.16,1243.11,2347.83,657.6,3608.5,290.16,36.97,3755.85,31.56,Moderate
FOOD_0177,9.14,1082.48,2476.2,1127.93,3714.38,247.85,14.98,4225.38,31.88,Critical
FOOD_0178,11.74,1275.45,1631.95,711.5,4030.51,124.34,17.37,4180.03,25.47,Critical
FOOD_0179,10.94,1313.05,1957.62,870.59,7831.17,369.89,40.33,6846.61,24.01,Critical
FOOD_0180,10.14,521.99,1781.43,576.22,5159.82,251.5,35.29,5257.1,26.35,Critical
FOOD_0181,11.6,1095.92,3421.53,315.32,3782.58,313.23,41.06,4741.69,26.79,Moderate
FOOD_0182,11.41,1121.36,3096.35,646.81,5479.52,108.58,51.44,5278.38,26.76,Critical
FOOD_0183,9.51,1491.43,3927.51,571.42,5064.32,293.54,19.11,4285.06,35.31,Critical
FOOD_0184,9.51,1182.82,2876.35,1851.7,4575.92,213.09,7.96,4740.37,33.87,Critical
FOOD_0185,11.24,769.85,3350.91,807.26,6313.48,181.97,57.1,6862.5,39.05,Critical
FOOD_0186,10.83,1320.79,2079.17,472.26,4481.07,128.9,27.59,4064.55,35.35,Critical
FOOD_0187,10.45,555.55,3172.73,755.8,7916.7,172.28,57.46,10136.0,31.77,Critical
FOOD_0188,11.62,801.92,1785.95,901.01,6850.23,117.42,48.78,7336.87,31.33,Critical
FOOD_0189,9.92,690.87,2709.27,972.55,3027.48,242.35,55.91,2971.35,33.21,Moderate
FOOD_0190,11.66,881.51,3276.8,657.08,6681.13,331.41,35.86,8445.81,36.44,Critical
FOOD_0191,11.38,1123.1,3474.92,1100.85,4953.35,161.87,41.69,5330.52,31.19,Critical
FOOD_0192,9.76,1456.24,1513.09,514.36,6403.89,156.68,8.53,7544.41,39.57,Critical
FOOD_0193,10.74,639.28,2967.65,1188.18,7389.11,324.17,17.1,6340.49,26.7,Critical
FOOD_0194,9.01,1075.32,2522.85,767.18,5919.57,137.96,27.72,7360.73,34.96,Critical
FOOD_0195,11.91,706.97,2118.14,991.08,4168.29,326.83,37.49,4634.07,26.98,Critical
FOOD_0196,9.32,1224.79,2911.79,434.84,6197.8,81.97,33.0,6980.76,31.77,Critical
FOOD_0197,9.12,682.99,3630.03,351.53,3983.81,61.72,34.3,3969.56,37.37,Moderate
FOOD_0198,10.63,1324.88,2587.0,1176.5,7156.6,195.6,20.88,8263.7,38.05,Critical
FOOD_0199,9.46,1111.72,1827.21,1058.72,4765.45,359.33,21.91,4253.9,24.53,Critical
FOOD_0200,11.29,857.67,2744.64,1195.36,5380.84,121.95,12.02,4483.53,38.87,Critical
FOOD_0201,10.14,906.98,2395.59,1040.78,6201.68,285.6,25.0,6480.62,36.05,Critical
FOOD_0202,9.17,1164.18,3768.23,659.52,3823.42,149.3,45.83,3577.15,31.24,Moderate
FOOD_0203,10.58,674.96,3578.14,709.4,4878.11,317.77,41.92,5656.69,37.42,Critical
FOOD_0204,9.33,515.67,3619.26,774.42,3079.64,359.22,24.45,2822.87,34.45,Moderate
FOOD_0205,11.11,545.24,3493.97,774.35,7039.81,298.5,21.75,5738.53,28.9,Critical
FOOD_0206,11.76,563.76,1715.25,672.65,3492.74,184.57,34.0,3568.79,38.3,Moderate
FOOD_0207,11.11,1090.15,2815.16,1106.1,3771.54,308.31,53.09,3846.8,34.46,Critical
FOOD_0208,10.07,1056.68,1967.95,894.95,7947.64,313.55,40.91,7629.38,36.11,Critical
FOOD_0209,10.97,1073.94,3177.75,1157.95,3724.39,70.07,48.36,3080.17,25.68,Critical
FOOD_0210,9.81,1308.93,1743.34,1116.53,4661.87,52.06,12.68,5693.24,39.4,Critical
FOOD_0211,9.93,622.91,1547.76,490.36,5212.39,84.42,58.14,5510.97,37.61,Critical
FOOD_0212,11.18,1339.12,2283.1,698.81,3331.96,149.44,38.83,3717.78,39.97,Moderate
FOOD_0213,10.71,627.21,2237.4,852.06,6230.78,358.99,30.25,7625.82,35.18,Critical
FOOD_0214,9.87,821.04,2561.03,474.02,6971.86,96.18,5.12,6023.13,36.51,Critical
FOOD_0215,9.63,726.94,3095.0,749.19,7652.22,259.22,30.82,9189.2,37.59,Critical
FOOD_0216,11.71,1412.6,3959.68,1182.97,6942.52,102.71,35.1,5710.58,25.71,Critical
FOOD_0217,11.01,1367.32,1844.31,513.6,3832.47,242.97,31.74,3591.55,33.41,Moderate
FOOD_0218,11.87,834.09,1785.57,955.22,5552.94,239.65,8.26,5002.95,38.89,Critical
FOOD_0219,11.15,696.75,3513.92,1079.7,4172.56,61.36,18.18,4417.16,27.17,Critical
FOOD_0220,10.6,765.01,1720.99,657.26,5663.37,263.02,13.13,7070.59,39.45,Critical
FOOD_0221,9.43,1920.94,7795.35,710.72,4405.4,313.25,16.49,4093.14,34.04,Critical
FOOD_0222,11.68,1276.08,1520.25,769.59,7206.56,383.83,56.89,9311.13,39.76,Critical
FOOD_0223,9.82,540.96,1539.07,821.8,5400.66,167.19,37.42,5303.86,35.53,Critical
FOOD_0224,11.61,1128.54,2615.92,1083.47,6744.52,173.15,54.44,5568.98,38.67,Critical
FOOD_0225,10.74,1069.6,2103.64,960.88,5016.64,290.73,59.49,4994.4,32.32,Critical
FOOD_0226,11.57,1377.04,3135.35,566.67,7014.97,261.78,50.89,7325.93,27.99,Critical
FOOD_0227,10.99,1284.09,1637.87,576.44,7066.5,300.74,7.82,8306.59,34.93,Critical
FOOD_0228,9.54,1424.95,3503.51,553.06,3028.39,265.87,16.24,3561.5,30.44,Moderate
FOOD_0229,9.81,632.93,3041.73,1171.09,7117.2,326.69,37.48,6321.65,36.26,Critical
FOOD_0230,11.57,1212.04,1866.58,368.58,3251.83,389.64,28.81,3040.28,30.72,Moderate
FOOD_0231,10.75,946.9,2435.6,372.19,3044.03,165.86,25.96,2868.42,35.64,Moderate
FOOD_0232,9.74,850.78,1727.56,606.43,4365.19,116.59,44.06,4723.22,29.22,Critical
FOOD_0233,9.15,606.66,1619.51,747.67,3258.78,287.72,27.77,3938.77,35.73,Moderate
FOOD_0234,10.95,1493.8,3181.59,441.53,5027.89,393.25,23.16,4126.5,24.33,Critical
FOOD_0235,11.48,894.83,3648.88,751.92,6878.59,116.78,58.0,5860.0,32.26,Critical
FOOD_0236,10.5,634.33,2837.45,1082.19,4242.15,283.87,47.77,4424.08,27.49,Critical
FOOD_0237,11.26,1436.18,3988.04,697.99,3065.44,139.86,45.73,2809.51,29.54,Moderate
FOOD_0238,9.79,1498.31,2516.97,862.42,3137.66,77.18,20.83,3643.78,33.83,Moderate
FOOD_0239,11.8,571.65,1954.6,911.2,5781.87,371.36,34.41,4946.66,29.9,Critical
FOOD_0240,11.38,1023.27,3773.84,332.54,6749.09,196.38,51.89,6837.22,29.93,Critical
FOOD_0241,11.82,1052.55,2469.58,602.72,4344.24,373.87,20.81,3887.0,36.42,Critical
FOOD_0242,9.21,1220.43,2280.42,563.94,7497.39,87.35,36.53,7873.0,36.97,Critical
FOOD_0243,11.43,934.95,2434.2,848.08,4685.77,379.73,24.46,4573.58,37.3,Critical
FOOD_0244,11.42,1421.72,3195.69,723.49,5010.47,77.6,41.8,4255.95,32.22,Critical
FOOD_0245,9.82,682.26,3874.07,587.36,5290.82,325.02,14.06,5285.15,32.53,Critical
FOOD_0246,9.82,1164.8,2833.08,733.6,7248.89,361.44,47.03,9379.42,32.82,Critical
FOOD_0247,11.83,735.05,2364.7,667.51,4679.37,271.04,34.91,3838.44,30.74,Critical
FOOD_0248,11.23,789.65,3496.15,625.71,6991.65,243.65,35.91,6004.76,34.39,Critical
FOOD_0249,9.79,1482.1,3197.24,782.2,7907.76,155.55,52.56,8687.11,31.13,Critical
FOOD_0250,11.28,1070.88,2772.77,363.84,4021.77,206.56,14.79,4546.77,29.34,Critical
FOOD_0251,9.1,1141.3,1786.21,1176.6,5679.96,393.41,17.3,7207.06,31.57,Critical
FOOD_0252,11.06,814.93,3475.58,726.96,4351.81,387.2,42.42,3774.14,27.64,Critical
FOOD_0253,11.22,745.79,2769.9,773.44,5538.19,203.74,17.42,4599.53,37.25,Critical
FOOD_0254,9.96,1493.53,2289.91,853.76,6866.32,157.37,16.53,6506.61,24.87,Critical
FOOD_0255,11.86,1123.49,2496.94,773.83,7418.86,369.3,39.54,6811.21,34.49,Critical
FOOD_0256,9.6,1371.33,3969.14,760.95,6421.27,334.84,13.9,7195.78,26.3,Critical
FOOD_0257,9.85,1375.45,2796.49,809.17,4898.27,158.45,19.56,6304.36,24.2,Critical
FOOD_0258,9.84,571.67,3430.92,1087.1,7537.61,237.03,8.93,6106.42,34.01,Critical
FOOD_0259,11.22,1020.0,3162.26,409.7,3827.27,214.79,39.68,4756.7,30.8,Moderate
FOOD_0260,9.84,1103.56,3306.36,486.97,4048.74,193.1,15.27,4693.33,34.04,Critical
FOOD_0261,10.79,999.02,2577.51,482.76,7684.7,299.25,46.85,6560.29,27.76,Critical
FOOD_0262,11.18,1034.74,3714.4,1096.47,6372.08,388.57,5.69,5574.31,35.04,Critical
FOOD_0263,11.27,1084.95,1534.88,789.35,5356.68,80.57,48.81,5188.4,33.24,Critical
FOOD_0264,10.31,551.49,2887.54,807.18,5850.84,65.32,16.01,7166.07,34.44,Critical
FOOD_0265,10.29,922.28,2248.09,1115.95,7451.63,381.64,8.06,8946.78,36.72,Critical
FOOD_0266,10.41,1293.33,3158.04,1006.26,6012.09,159.5,23.67,6035.53,29.91,Critical
