Sample ID,pH,COD (mg/L),BOD (mg/L),TSS (mg/L),TDS (mg/L)
PHARMA_RND__0090,7.55,5715.1,464.6,337.07,6467.62
PHARMA_RND__0091,4.43,4975.36,402.48,396.13,2285.11
PHARMA_RND__0092,4.88,1906.25,1344.55,215.85,3315.77
PHARMA_RND__0093,4.44,4560.04,763.84,482.01,6237.39
PHARMA_RND__0094,8.87,2924.79,735.72,419.21,6695.91
PHARMA_RND__0095,8.51,3011.47,246.3,434.28,4731.91
PHARMA_RND__0096,8.52,4916.45,847.37,127.49,6188.45
PHARMA_RND__0097,8.3,5813.92,920.42,171.93,4327.71
PHARMA_RND__0098,8.02,1633.28,926.49,178.53,2959.48
PHARMA_RND__0099,6.86,3103.15,1119.14,171.91,4388.9
PHARMA_RND__0100,7.85,3404.71,430.73,434.93,5479.81
PHARMA_RND__0101,4.23,2881.56,527.89,64.35,7688.32
PHARMA_RND__0102,7.73,2815.95,1253.95,84.24,2412.51
PHARMA_RND__0103,8.67,1261.34,1431.32,173.26,5044.36
PHARMA_RND__0104,7.0,4427.69,376.71,139.94,3973.52
PHARMA_RND__0105,6.15,3181.07,846.94,154.34,5049.87
PHARMA_RND__0106,5.66,1973.97,478.43,409.07,2143.85
PHARMA_RND__0107,7.86,5080.17,278.1,303.41,3878.15
PHARMA_RND__0108,8.16,5012.8,623.15,52.6,6919.21
PHARMA_RND__0109,9.23,3431.96,386.79,243.2,5323.65
PHARMA_RND__0110,6.05,2492.25,1122.91,233.55,4703.49
PHARMA_RND__0111,8.62,4190.46,893.84,101.28,3713.15
PHARMA_RND__0112,7.37,2440.76,386.98,354.26,3788.26
PHARMA_RND__0113,9.3,2180.04,212.01,365.94,4298.61
PHARMA_RND__0114,7.17,4652.57,1250.6,374.4,7013.42
PHARMA_RND__0115,7.11,1201.63,429.05,377.81,7803.28
PHARMA_RND__0116,7.47,1473.84,988.08,50.02,4631.93
PHARMA_RND__0117,8.5,1033.94,638.0,479.26,4360.12
PHARMA_RND__0118,9.79,1764.72,961.13,416.39,7079.3
PHARMA_RND__0119,4.44,1344.95,610.35,456.79,4561.43
PHARMA_RND__0120,4.32,5979.01,313.02,57.04,5312.11
PHARMA_RND__0121,9.63,2444.05,489.84,470.24,3385.65
PHARMA_RND__0122,7.18,1746.34,444.48,414.4,6461.02
PHARMA_RND__0123,7.69,2204.98,756.43,426.75,5191.93
PHARMA_RND__0124,6.89,5680.63,1055.77,91.98,6854.21
PHARMA_RND__0125,4.56,3600.8,542.95,382.45,6684.4
PHARMA_RND__0126,8.61,2824.09,215.69,481.96,3290.03
PHARMA_RND__0127,8.48,5366.96,874.62,355.35,6293.81
PHARMA_RND__0128,5.87,2974.95,987.49,306.75,6800.33
PHARMA_RND__0129,5.84,2675.04,1451.73,475.53,4076.64
PHARMA_RND__0130,9.03,2036.41,966.31,249.32,3035.65
PHARMA_RND__0131,4.43,2888.98,812.52,319.68,2015.79
PHARMA_RND__0132,9.29,2583.42,945.42,264.35,4705.42
PHARMA_RND__0133,5.54,4386.52,1406.27,469.78,4114.6
PHARMA_RND__0134,7.56,2447.91,1276.89,84.24,5329.46
PHARMA_RND__0135,9.62,3886.0,619.87,275.5,3128.25
PHARMA_RND__0136,8.07,1329.46,508.43,359.13,7157.99
PHARMA_RND__0137,6.49,1956.45,541.42,406.36,3546.53
PHARMA_RND__0138,8.14,3037.03,855.75,312.36,3358.58
PHARMA_RND__0139,6.06,5684.75,1167.26,459.01,4884.28
PHARMA_RND__0140,5.66,2886.26,854.18,473.9,4993.11
PHARMA_RND__0141,9.98,4320.37,288.14,78.94,3290.51
PHARMA_RND__0142,8.5,2275.44,1140.65,231.07,3631.16
PHARMA_RND__0143,7.87,1635.17,1247.76,60.56,3018.23
PHARMA_RND__0144,6.13,1292.68,576.35,198.24,6310.76
PHARMA_RND__0145,4.29,2527.07,1063.36,291.59,6620.53
PHARMA_RND__0146,4.19,1788.31,754.57,459.86,4773.97
PHARMA_RND__0147,7.33,1870.05,1355.86,430.95,6284.52
PHARMA_RND__0148,8.57,4803.8,1298.79,107.37,6415.61
PHARMA_RND__0149,7.22,1079.19,883.06,91.86,2829.65
PHARMA_RND__0150,9.04,3789.05,1098.96,315.17,7797.07
PHARMA_RND__0151,4.2,2897.31,1348.35,289.45,6926.19
PHARMA_RND__0152,6.2,3532.75,844.43,169.87,3226.9
PHARMA_RND__0153,5.42,3814.15,607.23,454.75,3116.99
PHARMA_RND__0154,6.68,2566.84,1179.77,467.31,2753.97
PHARMA_RND__0155,4.43,2475.54,486.09,231.18,2830.27
PHARMA_RND__0156,9.72,4667.01,705.09,450.64,6488.97
PHARMA_RND__0157,5.34,5356.38,1325.45,222.78,4817.93
PHARMA_RND__0158,9.53,1962.91,1141.75,381.57,6697.61
PHARMA_RND__0159,6.56,1488.09,724.95,264.17,6477.53
PHARMA_RND__0160,9.91,5488.98,479.17,105.16,5627.68
PHARMA_RND__0161,7.32,2749.48,662.76,467.57,6118.2
PHARMA_RND__0162,9.58,3756.59,569.34,254.34,2110.13
PHARMA_RND__0163,4.03,2797.72,428.92,380.52,3870.67
PHARMA_RND__0164,8.49,1629.01,1166.33,215.23,5826.93
PHARMA_RND__0165,9.42,3946.66,527.69,58.5,2056.07
PHARMA_RND__0166,4.84,3625.7,790.42,95.24,2197.86
PHARMA_RND__0167,4.58,2014.97,701.62,273.3,7111.33
PHARMA_RND__0168,6.55,3259.35,1476.7,360.48,6104.15
PHARMA_RND__0169,9.6,4984.74,708.42,200.63,3592.22
PHARMA_RND__0170,7.25,3952.13,303.98,362.97,6127.78
PHARMA_RND__0171,7.16,1484.59,316.77,364.39,6754.74
PHARMA_RND__0172,4.85,3740.11,967.98,366.77,3840.77
PHARMA_RND__0173,4.0,4513.69,979.17,271.63,2216.22
PHARMA_RND__0174,8.86,4963.52,744.39,461.7,7596.67
PHARMA_RND__0175,4.53,4145.59,761.4,270.14,4071.08
PHARMA_RND__0176,7.8,1763.29,270.11,252.62,2638.89
PHARMA_RND__0177,9.49,4550.87,871.51,139.72,4951.14
PHARMA_RND__0178,5.25,4386.71,856.16,188.44,6610.81
PHARMA_RND__0179,7.99,1122.13,394.41,69.05,3329.88
PHARMA_RND__0180,4.47,3058.74,334.99,335.09,3616.94
PHARMA_RND__0181,7.62,2664.75,360.64,161.84,3456.29
PHARMA_RND__0182,4.98,4347.06,331.34,186.87,7950.04
PHARMA_RND__0183,8.42,2080.68,992.62,396.87,3184.42
PHARMA_RND__0184,5.81,3954.36,455.43,197.25,5453.12
PHARMA_RND__0185,6.78,5566.03,526.86,158.99,7551.59
PHARMA_RND__0186,7.6,4989.01,425.64,126.08,2881.38
PHARMA_RND__0187,5.03,5607.29,1445.19,398.69,7825.13
PHARMA_RND__0188,8.45,5892.53,1311.0,108.37,7684.86
PHARMA_RND__0189,5.82,1053.35,499.64,254.19,7307.43
PHARMA_RND__0190,7.97,4113.71,625.84,278.12,3287.34
PHARMA_RND__0191,4.95,3064.2,472.86,359.33,5804.33
PHARMA_RND__0192,8.13,5299.27,839.44,334.98,6565.35
PHARMA_RND__0193,4.77,2259.07,225.49,414.82,7916.17
PHARMA_RND__0194,6.55,5905.15,1072.78,70.14,3082.54
PHARMA_RND__0195,5.48,4068.54,880.11,183.4,6596.16
PHARMA_RND__0196,8.49,4967.69,1368.23,176.06,4032.81
PHARMA_RND__0197,5.57,1428.0,413.71,115.71,3053.76
PHARMA_RND__0198,9.29,1917.29,1245.34,180.13,4528.26
PHARMA_RND__0199,9.35,4792.02,1229.55,189.39,6763.02
PHARMA_RND__0200,5.18,1109.93,365.34,284.85,4789.1
PHARMA_RND__0201,7.68,5084.39,718.13,348.67,5225.14
PHARMA_RND__0202,4.53,1069.75,421.2,221.5,7970.96
PHARMA_RND__0203,6.35,4285.59,531.14,373.76,4394.66
PHARMA_RND__0204,8.28,2825.47,542.22,201.27,5692.4
PHARMA_RND__0205,7.96,4057.47,923.11,180.63,4191.47
PHARMA_RND__0206,7.75,4480.16,734.83,293.53,4356.71
PHARMA_RND__0207,5.7,2712.38,1432.05,60.67,6173.84
PHARMA_RND__0208,6.27,1539.81,364.28,85.91,7627.32
PHARMA_RND__0209,4.62,1348.23,1465.8,238.09,5254.15
PHARMA_RND__0210,8.31,3944.68,499.83,474.31,6610.4
PHARMA_RND__0211,7.02,3603.28,1204.74,374.68,2535.24
PHARMA_RND__0212,8.25,4711.01,640.66,89.66,3266.95
PHARMA_RND__0213,5.49,3548.68,386.01,430.84,5012.79
PHARMA_RND__0214,5.95,3112.23,1315.26,379.54,2120.07
PHARMA_RND__0215,6.01,2990.44,601.52,324.93,3517.13
PHARMA_RND__0216,4.15,1132.23,1056.51,419.13,5104.41
PHARMA_RND__0217,6.05,2677.79,936.38,231.85,2089.77
PHARMA_RND__0218,8.82,5880.1,813.28,149.68,3587.28
PHARMA_RND__0219,9.38,5367.78,844.57,280.41,5084.18
PHARMA_RND__0220,7.11,2646.89,1151.91,296.98,5438.9
PHARMA_RND__0221,6.73,3938.98,314.1,292.25,7554.51
PHARMA_RND__0222,4.18,5236.48,1068.63,304.28,5872.07
PHARMA_RND__0223,9.28,3206.37,1364.56,476.92,4488.41
PHARMA_RND__0224,4.08,1089.79,275.12,456.01,7582.11
PHARMA_RND__0225,9.67,1372.55,382.85,444.07,6709.3
PHARMA_RND__0226,6.94,3551.96,1131.62,410.64,3200.05
PHARMA_RND__0227,6.05,5847.2,768.47,474.54,2785.05
PHARMA_RND__0228,9.55,4466.05,724.61,94.32,6054.87
PHARMA_RND__0229,4.15,1354.58,378.06,169.31,5359.3
PHARMA_RND__0230,7.49,1946.8,858.8,272.78,6738.04
PHARMA_RND__0231,7.29,4856.62,364.51,430.94,6432.83
PHARMA_RND__0232,5.32,5207.2,819.61,277.32,5751.27
PHARMA_RND__0233,6.57,4088.47,1192.7,386.62,7918.29
PHARMA_RND__0234,7.91,4222.12,535.74,112.53,5201.54
PHARMA_RND__0235,8.36,1141.69,825.02,163.59,2678.63
PHARMA_RND__0236,4.0,5142.65,1489.62,379.3,6969.64
PHARMA_RND__0237,9.62,4941.38,1092.65,124.13,3511.12
PHARMA_RND__0238,4.99,2295.18,1293.76,208.11,6663.81
PHARMA_RND__0239,5.4,4543.38,739.3,169.19,7742.64
PHARMA_RND__0240,5.58,2074.27,1198.22,207.44,6180.77
PHARMA_RND__0241,4.23,1201.65,252.66,368.75,5576.18
PHARMA_RND__0242,4.74,2005.68,359.78,215.53,4762.32
PHARMA_RND__0243,9.92,1893.14,463.99,299.87,4186.46
PHARMA_RND__0244,5.89,2688.74,722.54,94.97,4118.03
PHARMA_RND__0245,4.69,3092.25,1299.47,412.26,5818.24
PHARMA_RND__0246,4.64,3542.69,650.15,216.45,6507.64
PHARMA_RND__0247,8.32,3383.77,1051.01,341.84,6071.1
PHARMA_RND__0248,9.13,2353.37,1122.11,376.43,3190.46
PHARMA_RND__0249,5.54,1145.85,962.04,144.35,4963.92
PHARMA_RND__0250,4.13,4025.51,664.41,448.1,6749.84
PHARMA_RND__0251,5.34,2978.72,950.17,327.3,4854.22
PHARMA_RND__0252,4.34,2493.36,644.95,242.93,5219.74
PHARMA_RND__0253,4.62,5334.71,309.04,132.05,6626.82
PHARMA_RND__0254,6.59,4733.72,1490.65,474.04,5967.59
PHARMA_RND__0255,5.38,5288.83,365.34,389.78,4456.07
PHARMA_RND__0256,7.1,3474.91,294.05,143.61,7372.48
PHARMA_RND__0257,5.52,1654.66,1342.09,201.97,2975.4
PHARMA_RND__0258,9.64,4481.11,592.39,414.35,7973.1
PHARMA_RND__0259,9.44,2030.37,1045.39,363.05,2713.12
PHARMA_RND__0260,7.4,3206.15,627.71,394.6,2089.7
PHARMA_RND__0261,6.13,1325.0,708.89,248.54,7340.11
PHARMA_RND__0262,6.29,5126.54,540.75,372.41,3469.72
PHARMA_RND__0263,6.47,1629.7,645.96,223.92,6378.2
PHARMA_RND__0264,8.37,5515.49,733.91,145.07,6866.09
PHARMA_RND__0265,6.71,5321.15,1136.54,334.7,7153.92
PHARMA_RND__0266,9.14,3322.91,865.0,489.21,7949.57
PHARMA_RND__0267,9.66,4721.84,1426.63,189.77,3764.24
PHARMA_RND__0268,6.02,4097.23,254.44,257.44,6261.46
PHARMA_RND__0269,7.36,5015.38,853.99,353.3,2692.4
PHARMA_RND__0270,4.57,3159.03,959.49,293.68,4440.86
PHARMA_RND__0271,5.2,4929.04,1396.26,429.54,7087.83
PHARMA_RND__0272,6.48,3312.28,263.91,392.78,4205.95
PHARMA_RND__0273,5.24,5704.83,945.55,76.23,5546.57
PHARMA_RND__0274,9.26,3431.86,1309.72,499.29,5022.64
PHARMA_RND__0275,4.95,3313.1,514.51,388.58,5875.71
PHARMA_RND__0276,6.73,4925.36,1339.18,438.76,7837.37
PHARMA_RND__0277,7.63,5107.89,224.76,343.04,2334.41
PHARMA_RND__0278,8.15,3772.45,1152.19,435.33,5443.77
PHARMA_RND__0279,6.3,1898.99,1413.05,100.57,7178.17
PHARMA_RND__0280,9.21,3338.79,1054.36,206.48,4888.3
PHARMA_RND__0281,7.41,5840.36,770.74,444.39,2471.16
PHARMA_RND__0282,6.64,4764.93,258.35,140.74,5363.24
PHARMA_RND__0283,4.4,5055.81,1396.15,85.21,3992.44
PHARMA_RND__0284,6.79,1164.13,811.39,404.65,2929.65
PHARMA_RND__0285,8.92,3339.3,237.7,425.97,7094.21
PHARMA_RND__0286,7.69,4233.11,1096.77,123.19,5129.6
PHARMA_RND__0287,8.99,5150.16,826.39,434.46,7599.66
PHARMA_RND__0288,6.96,1246.37,361.65,359.05,6836.1
PHARMA_RND__0289,4.71,5262.19,478.55,284.04,6157.83
PHARMA_RND__0290,4.08,3742.0,283.84,423.61,2030.15
PHARMA_RND__0291,5.82,1986.57,946.58,238.66,4566.94
PHARMA_RND__0292,8.19,2586.28,1008.64,137.3,3184.92
PHARMA_RND__0293,8.74,2409.65,857.46,178.18,7464.79
PHARMA_RND__0294,5.77,3654.3,1262.23,277.32,3047.5
PHARMA_RND__0295,6.97,1258.43,1319.31,289.1,3716.36
PHARMA_RND__0296,6.53,1792.68,1000.31,412.51,5101.02
PHARMA_RND__0297,6.46,5063.47,216.58,406.11,3580.18
PHARMA_RND__0298,5.39,1663.02,1103.8,311.61,3259.19
PHARMA_RND__0299,4.82,2166.98,743.4,401.35,5594.6
PHARMA_RND__0300,5.18,3266.85,935.22,136.3,2533.58
PHARMA_RND__0301,4.33,3585.6,1043.8,72.53,2349.01
PHARMA_RND__0302,5.19,4818.05,655.31,443.14,4233.47
PHARMA_RND__0303,4.06,3236.66,1392.23,84.0,6323.99
PHARMA_RND__0304,7.76,4949.32,374.17,161.01,5328.84
PHARMA_RND__0305,5.9,4091.73,1072.97,362.89,4537.26
PHARMA_RND__0306,9.84,1565.5,205.67,234.25,5394.51
PHARMA_RND__0307,5.16,1781.66,1402.05,444.34,4192.71
PHARMA_RND__0308,6.07,3185.17,346.26,184.09,7616.88
PHARMA_RND__0309,6.15,2984.45,323.35,55.34,2329.43
PHARMA_RND__0310,4.05,4717.72,632.91,185.3,6040.35
PHARMA_RND__0311,9.04,3903.69,685.64,310.13,7347.7
PHARMA_RND__0312,4.19,2940.67,478.59,219.17,6823.31
PHARMA_RND__0313,9.64,1853.8,960.66,290.69,3104.25
PHARMA_RND__0314,9.35,2134.19,775.79,444.47,3775.56
PHARMA_RND__0315,7.21,3877.51,244.43,460.62,6302.29
PHARMA_RND__0316,7.26,3117.19,615.55,169.69,2505.62
PHARMA_RND__0317,7.92,3574.64,1253.56,257.96,6871.17
PHARMA_RND__0318,6.32,1853.39,1096.61,297.11,6313.44
PHARMA_RND__0319,7.88,4314.53,1142.33,477.1,6377.64
PHARMA_RND__0320,4.27,5262.69,1107.55,499.38,2601.45
PHARMA_RND__0321,4.32,2289.7,604.26,155.93,6306.56
PHARMA_RND__0322,6.74,3457.57,329.56,377.14,6078.91
PHARMA_RND__0323,7.3,5877.64,554.21,220.11,6985.53
PHARMA_RND__0324,9.33,2666.21,1281.32,53.65,2249.58
PHARMA_RND__0325,4.63,3975.23,1474.61,54.16,2138.66
PHARMA_RND__0326,8.94,1450.98,842.0,257.25,4238.04
PHARMA_RND__0327,5.26,4030.08,212.61,269.75,2892.73
PHARMA_RND__0328,6.36,1448.16,382.06,60.16,5350.31
PHARMA_RND__0329,5.9,5796.18,618.7,359.12,7504.09
PHARMA_RND__0330,6.4,4578.31,952.16,182.3,4348.88
PHARMA_RND__0331,4.9,4940.8,297.62,301.95,7069.7
PHARMA_RND__0332,7.02,4520.52,1426.36,185.41,2001.45
PHARMA_RND__0333,8.81,3948.65,674.61,125.21,3011.09
PHARMA_RND__0334,6.65,3249.56,1386.36,233.23,2182.54
PHARMA_RND__0335,6.94,5291.87,1214.68,154.52,3968.88
PHARMA_RND__0336,9.09,5784.18,1182.07,290.66,7449.14
PHARMA_RND__0337,8.24,3495.18,988.74,139.47,2581.71
PHARMA_RND__0338,6.94,5657.68,1014.82,278.78,5638.46
PHARMA_RND__0339,5.55,3916.66,1029.4,120.82,4708.98
PHARMA_RND__0340,9.31,3691.92,1017.34,351.94,7630.81
PHARMA_RND__0341,7.46,3272.41,919.85,389.27,2735.11
PHARMA_RND__0342,5.33,2046.44,1482.34,99.68,3272.17
PHARMA_RND__0343,5.61,1018.6,1151.98,260.51,2177.25
PHARMA_RND__0344,8.82,2207.53,1210.03,81.89,4603.61
PHARMA_RND__0345,4.26,3548.62,1334.2,319.18,3667.0
PHARMA_RND__0346,9.95,2899.8,480.33,168.98,7219.44
PHARMA_RND__0347,4.78,3242.43,308.95,287.43,5629.64
PHARMA_RND__0348,8.78,5903.24,827.76,282.86,5684.54
PHARMA_RND__0349,6.37,2751.36,868.3,465.96,5191.46
PHARMA_RND__0350,6.95,3260.91,1277.94,297.09,2551.1
PHARMA_RND__0351,9.28,1667.58,776.92,312.35,4670.11
PHARMA_RND__0352,6.48,1239.79,942.11,230.74,7997.03
PHARMA_RND__0353,7.22,4877.05,885.19,477.09,7011.38
PHARMA_RND__0354,4.3,3853.42,249.66,399.73,7360.75
PHARMA_RND__0355,4.01,4803.52,999.78,178.43,6939.36
PHARMA_RND__0356,5.47,1749.31,1276.46,429.89,2618.25
PHARMA_RND__0357,8.08,3859.14,404.75,244.58,3364.69
PHARMA_RND__0358,4.73,2268.21,972.63,422.9,2018.73
PHARMA_RND__0359,4.68,2140.31,971.69,420.3,3821.06
PHARMA_RND__0360,6.47,1057.63,413.44,134.99,2651.64
PHARMA_RND__0361,7.89,1651.7,360.5,365.51,4836.76
PHARMA_RND__0362,8.27,2546.34,1474.07,180.79,6062.76
PHARMA_RND__0363,5.07,1584.39,711.83,183.87,7247.03
PHARMA_RND__0364,4.48,5929.29,495.65,183.36,6495.3
PHARMA_RND__0365,9.64,2543.16,422.72,376.51,7631.51
PHARMA_RND__0366,5.56,1651.62,1067.88,153.42,2323.39
PHARMA_RND__0367,9.12,1995.41,992.28,50.41,2073.08
PHARMA_RND__0368,9.18,3938.52,1036.62,371.86,5968.03
PHARMA_RND__0369,8.64,1320.22,314.41,127.03,3736.11
PHARMA_RND__0370,5.01,5312.17,1361.59,97.02,3521.01
PHARMA_RND__0371,8.93,5807.5,706.05,156.88,3985.32
PHARMA_RND__0372,8.62,2233.74,607.38,220.96,3618.78
PHARMA_RND__0373,7.58,3250.48,801.07,264.16,5068.62
PHARMA_RND__0374,6.02,1110.67,707.09,70.06,4640.89
PHARMA_RND__0375,5.58,4203.55,1322.65,486.76,5074.57
PHARMA_RND__0376,4.73,3069.63,1408.04,372.23,6036.28
PHARMA_RND__0377,7.06,2350.29,594.49,195.44,4322.78
PHARMA_RND__0378,7.51,2034.19,1323.12,193.41,3507.85
PHARMA_RND__0379,6.16,4270.12,1215.98,251.84,2997.2
PHARMA_RND__0380,6.85,3081.09,1410.05,331.81,4096.84
PHARMA_RND__0381,6.18,1898.3,519.48,115.87,6450.84
PHARMA_RND__0382,7.85,4445.55,950.05,135.02,6540.23
PHARMA_RND__0383,9.41,3825.36,556.91,436.75,6001.43
PHARMA_RND__0384,4.98,5293.36,1271.32,165.31,3404.17
PHARMA_RND__0385,6.29,1587.38,206.92,221.09,5528.52
PHARMA_RND__0386,4.85,4928.33,934.26,442.07,5424.14
PHARMA_RND__0387,7.75,4367.58,640.96,348.42,4905.6
PHARMA_RND__0388,8.37,1575.05,619.49,203.77,5299.87
PHARMA_RND__0389,9.59,4474.1,1038.38,357.66,4950.74
PHARMA_RND__0390,5.67,3207.74,1306.93,58.86,5392.74
PHARMA_RND__0391,9.7,5724.92,991.95,381.04,6293.04
PHARMA_RND__0392,4.38,1708.06,1309.12,269.16,2657.77
PHARMA_RND__0393,7.62,4214.17,543.98,415.93,6497.75
PHARMA_RND__0394,4.34,2909.9,875.35,479.59,2815.32
PHARMA_RND__0395,9.36,5784.07,785.7,466.6,2399.77
PHARMA_RND__0396,7.18,2649.87,215.14,459.17,7856.48
PHARMA_RND__0397,8.02,5810.93,923.86,280.48,7741.95
PHARMA_RND__0398,8.99,5507.43,1059.98,212.06,2362.62
PHARMA_RND__0399,4.9,2351.92,969.49,259.27,4659.52
PHARMA_RND__0400,4.23,5017.71,1157.16,360.45,3117.47
PHARMA_RND__0401,9.27,5978.02,942.74,447.8,4912.07
PHARMA_RND__0402,5.89,2263.32,286.78,143.14,6981.06
PHARMA_RND__0403,4.77,3183.89,351.38,463.19,7703.67
PHARMA_RND__0404,6.81,3600.9,975.42,416.83,5805.52
PHARMA_RND__0405,7.59,2474.66,557.47,490.49,4123.43
