Sample ID,pH,COD (mg/L),BOD (mg/L),TSS (mg/L),TDS (mg/L)
PHARMA_FORM_0054,7.19,1032.99,870.58,129.97,2039.83
PHARMA_FORM_0055,6.57,1140.62,489.12,165.49,1777.6
PHARMA_FORM_0056,7.6,2878.42,887.84,403.0,1151.59
PHARMA_FORM_0057,8.45,2420.38,525.44,524.72,1657.58
PHARMA_FORM_0058,7.51,2742.59,462.59,122.5,1330.72
PHARMA_FORM_0059,6.89,1245.79,563.19,467.08,1526.69
PHARMA_FORM_0060,7.62,2092.69,809.96,270.66,1896.87
PHARMA_FORM_0061,6.31,2342.51,300.8,339.26,2066.87
PHARMA_FORM_0062,8.22,2296.25,357.14,564.43,1194.78
PHARMA_FORM_0063,7.26,1697.93,961.16,265.99,1489.05
PHARMA_FORM_0064,7.12,833.87,340.39,332.67,1257.57
PHARMA_FORM_0065,7.46,2082.44,654.18,106.84,1137.67
PHARMA_FORM_0066,7.56,1356.82,663.45,140.8,2131.76
PHARMA_FORM_0067,6.18,1790.56,591.7,229.3,2345.73
PHARMA_FORM_0068,7.71,2906.68,715.8,113.93,1429.39
PHARMA_FORM_0069,6.6,1677.88,383.86,415.69,2077.17
PHARMA_FORM_0070,7.78,2647.56,642.13,313.2,2324.89
PHARMA_FORM_0071,8.06,1214.79,497.74,374.07,2238.41
PHARMA_FORM_0072,8.01,2279.41,729.33,187.32,1110.78
PHARMA_FORM_0073,7.38,2949.42,312.98,247.97,2425.7
PHARMA_FORM_0074,7.3,1024.16,656.7,431.91,1440.35
PHARMA_FORM_0075,6.36,818.3,348.22,582.65,1376.71
PHARMA_FORM_0076,7.94,1753.88,422.91,125.21,906.13
PHARMA_FORM_0077,6.68,1003.78,374.97,545.19,1626.5
PHARMA_FORM_0078,7.24,2446.45,346.27,388.44,985.32
PHARMA_FORM_0079,6.71,2812.01,860.57,381.96,1222.52
PHARMA_FORM_0080,6.33,1754.85,428.57,350.14,1338.8
PHARMA_FORM_0081,7.57,1369.17,941.7,134.7,2175.0
PHARMA_FORM_0082,6.14,1755.69,975.94,144.94,2288.33
PHARMA_FORM_0083,7.87,2391.59,657.01,400.46,1314.19
PHARMA_FORM_0084,6.79,819.92,314.4,270.48,2259.79
PHARMA_FORM_0085,6.0,2096.8,499.64,558.63,2257.29
PHARMA_FORM_0086,7.28,2149.24,838.19,303.3,2099.91
PHARMA_FORM_0087,6.12,2202.91,493.91,171.64,1049.38
PHARMA_FORM_0088,6.69,1332.45,269.61,457.36,1973.55
PHARMA_FORM_0089,7.77,2370.92,645.43,246.68,2406.54
PHARMA_FORM_0090,6.16,1001.06,876.1,362.74,1960.32
PHARMA_FORM_0091,8.1,1238.39,836.74,448.92,1363.75
PHARMA_FORM_0092,6.01,2730.43,340.1,550.13,1650.98
PHARMA_FORM_0093,6.62,2425.19,738.21,496.1,1897.73
PHARMA_FORM_0094,7.85,830.24,376.4,438.18,1667.97
PHARMA_FORM_0095,6.79,1346.43,374.57,439.82,1003.92
PHARMA_FORM_0096,6.25,1271.69,899.26,572.96,1330.51
PHARMA_FORM_0097,6.9,1395.77,399.74,247.91,2164.07
PHARMA_FORM_0098,6.68,1344.63,410.6,100.56,2264.41
PHARMA_FORM_0099,8.11,937.56,200.52,235.98,1033.41
PHARMA_FORM_0100,6.78,1809.67,896.54,208.95,2419.06
PHARMA_FORM_0101,7.97,2412.01,834.08,430.92,1359.0
PHARMA_FORM_0102,8.23,2134.81,701.86,416.86,1925.93
PHARMA_FORM_0103,7.08,2280.32,800.21,396.73,2078.1
PHARMA_FORM_0104,8.27,978.53,321.64,108.12,2180.31
PHARMA_FORM_0105,6.94,2893.28,566.66,464.39,2407.77
PHARMA_FORM_0106,8.41,2644.68,480.98,261.77,1331.96
PHARMA_FORM_0107,6.22,2571.2,275.02,432.53,2259.46
PHARMA_FORM_0108,7.72,2610.56,588.9,378.29,1023.87
PHARMA_FORM_0109,7.23,2851.96,936.59,271.37,1998.57
PHARMA_FORM_0110,6.97,1997.36,232.05,167.29,2061.36
PHARMA_FORM_0111,7.58,1240.62,433.17,147.21,1952.13
PHARMA_FORM_0112,7.76,2156.92,366.03,515.76,1228.94
PHARMA_FORM_0113,6.01,2434.34,390.52,559.2,2284.17
PHARMA_FORM_0114,6.42,2423.42,926.75,424.89,1087.06
PHARMA_FORM_0115,7.78,1947.19,574.46,151.72,891.18
PHARMA_FORM_0116,7.67,950.61,573.04,301.01,2019.69
PHARMA_FORM_0117,8.42,1616.45,808.46,464.47,1608.31
PHARMA_FORM_0118,7.9,2825.69,323.59,489.91,2243.47
PHARMA_FORM_0119,8.38,2085.79,589.81,159.11,1451.78
PHARMA_FORM_0120,7.76,1984.33,543.99,100.02,1086.07
PHARMA_FORM_0121,6.75,1391.48,677.53,456.07,2221.95
PHARMA_FORM_0122,6.26,1610.59,999.65,278.3,1733.15
PHARMA_FORM_0123,7.95,2769.76,815.56,227.24,1121.63
PHARMA_FORM_0124,7.61,2266.22,518.29,106.45,2024.65
PHARMA_FORM_0125,6.12,2532.25,862.04,370.15,1668.89
PHARMA_FORM_0126,6.9,1799.56,336.57,525.58,1827.33
PHARMA_FORM_0127,8.39,2186.54,224.37,578.82,1583.53
PHARMA_FORM_0128,7.25,1346.44,363.56,382.87,2208.81
PHARMA_FORM_0129,7.08,2352.01,472.33,357.23,2210.26
PHARMA_FORM_0130,7.14,1740.72,608.46,142.53,2005.96
PHARMA_FORM_0131,6.52,1773.6,692.1,374.44,979.18
PHARMA_FORM_0132,6.92,2228.51,928.48,289.99,2226.05
PHARMA_FORM_0133,6.92,2859.82,607.88,403.57,1940.72
PHARMA_FORM_0134,6.13,940.81,601.02,294.36,1984.94
PHARMA_FORM_0135,7.92,2614.44,240.19,220.15,1417.07
PHARMA_FORM_0136,7.04,1443.24,227.93,147.48,2294.78
PHARMA_FORM_0137,8.06,1776.62,640.93,257.46,2033.13
PHARMA_FORM_0138,8.13,848.21,550.54,148.32,991.4
PHARMA_FORM_0139,6.53,1462.3,871.34,188.45,1493.22
PHARMA_FORM_0140,7.64,1905.79,328.54,593.67,2306.85
PHARMA_FORM_0141,7.18,923.59,219.98,322.05,880.23
PHARMA_FORM_0142,8.2,1880.41,559.23,365.94,2434.41
PHARMA_FORM_0143,6.54,2839.64,389.98,536.81,1954.58
PHARMA_FORM_0144,7.69,1031.87,239.69,597.78,1873.34
PHARMA_FORM_0145,7.52,2481.77,779.68,391.36,1259.95
PHARMA_FORM_0146,6.74,1701.28,289.27,506.24,1222.95
PHARMA_FORM_0147,6.34,2241.38,686.66,263.47,2401.5
PHARMA_FORM_0148,7.63,1372.52,424.84,252.87,1307.06
PHARMA_FORM_0149,7.85,1150.88,338.8,301.35,2118.36
PHARMA_FORM_0150,6.79,1153.02,503.8,436.25,1468.31
PHARMA_FORM_0151,7.61,955.08,841.16,441.1,1036.73
PHARMA_FORM_0152,6.99,1208.42,513.67,257.62,818.22
PHARMA_FORM_0153,7.78,2261.28,800.62,166.6,1725.24
PHARMA_FORM_0154,6.5,2739.72,300.39,416.2,2458.82
PHARMA_FORM_0155,8.23,2591.08,818.22,164.16,1427.53
PHARMA_FORM_0156,6.72,2307.3,389.55,389.25,1407.23
PHARMA_FORM_0157,6.92,1042.95,741.91,446.71,1384.96
PHARMA_FORM_0158,6.15,1436.21,652.63,450.31,1684.92
PHARMA_FORM_0159,6.28,1481.58,943.32,476.74,1549.13
PHARMA_FORM_0160,7.29,1349.91,509.86,536.43,2295.85
PHARMA_FORM_0161,6.67,1933.01,252.93,349.98,1659.39
PHARMA_FORM_0162,8.09,1978.22,215.32,465.12,1663.19
PHARMA_FORM_0163,6.04,1585.15,861.49,409.59,1035.23
PHARMA_FORM_0164,6.95,1578.34,619.79,193.32,2470.66
PHARMA_FORM_0165,6.84,2622.82,820.2,112.84,1224.95
PHARMA_FORM_0166,6.05,2536.44,387.54,242.27,924.72
PHARMA_FORM_0167,6.31,1477.15,476.07,321.52,1927.35
PHARMA_FORM_0168,7.03,2810.33,224.08,408.55,1812.12
PHARMA_FORM_0169,7.23,2896.19,969.19,524.98,1505.75
PHARMA_FORM_0170,7.01,1518.83,734.29,198.12,1517.73
PHARMA_FORM_0171,7.33,1579.73,946.56,162.77,2134.61
PHARMA_FORM_0172,7.49,1912.4,412.4,581.74,1132.71
PHARMA_FORM_0173,6.02,2870.47,689.17,154.02,2194.43
PHARMA_FORM_0174,7.16,2727.9,742.8,339.25,1902.87
PHARMA_FORM_0175,8.41,1025.65,454.04,392.78,1512.25
PHARMA_FORM_0176,7.3,1664.01,878.49,370.69,1578.65
PHARMA_FORM_0177,7.69,2017.42,957.73,143.02,1236.3
PHARMA_FORM_0178,6.78,1906.89,907.88,128.51,2078.59
PHARMA_FORM_0179,7.93,1226.5,791.25,152.74,1671.89
PHARMA_FORM_0180,7.93,2689.4,421.97,392.79,1345.45
PHARMA_FORM_0181,7.3,2289.27,425.29,372.17,1813.29
PHARMA_FORM_0182,8.44,2643.4,970.69,216.87,2492.75
PHARMA_FORM_0183,6.31,2689.28,208.23,418.89,1539.95
PHARMA_FORM_0184,6.04,2446.38,772.84,510.03,2365.18
PHARMA_FORM_0185,7.93,1766.26,765.0,120.79,1386.53
PHARMA_FORM_0186,8.02,2143.2,698.15,349.06,893.05
PHARMA_FORM_0187,6.3,1152.8,992.09,444.66,1147.21
PHARMA_FORM_0188,6.66,2282.02,449.5,226.16,1511.78
PHARMA_FORM_0189,6.04,1194.36,471.98,253.89,1173.38
PHARMA_FORM_0190,6.73,2326.69,263.15,406.82,800.39
PHARMA_FORM_0191,7.93,1305.12,554.24,548.97,2355.5
PHARMA_FORM_0192,7.29,1058.61,408.84,504.96,2234.59
PHARMA_FORM_0193,6.87,1163.63,474.71,391.57,2061.9
PHARMA_FORM_0194,6.93,804.38,867.66,465.11,1085.28
PHARMA_FORM_0195,6.0,2381.23,948.39,282.41,1004.62
PHARMA_FORM_0196,6.75,2411.28,348.59,420.48,914.93
PHARMA_FORM_0197,7.62,1932.85,498.01,333.09,2030.85
PHARMA_FORM_0198,8.44,1155.0,942.9,194.97,2378.97
PHARMA_FORM_0199,8.12,983.82,249.45,450.87,1531.91
PHARMA_FORM_0200,6.06,842.08,273.89,378.23,1002.54
PHARMA_FORM_0201,8.25,1164.65,330.23,279.31,1671.07
PHARMA_FORM_0202,7.96,2759.88,676.17,555.67,1393.01
PHARMA_FORM_0203,7.95,1331.38,320.38,110.47,1437.2
PHARMA_FORM_0204,7.14,1579.4,974.46,257.89,1856.26
PHARMA_FORM_0205,7.0,1031.76,557.37,128.44,2021.82
PHARMA_FORM_0206,6.76,1289.19,601.21,483.26,988.03
PHARMA_FORM_0207,6.16,1942.29,397.33,451.05,860.5
PHARMA_FORM_0208,6.57,2137.06,576.77,265.68,2490.36
PHARMA_FORM_0209,6.62,1339.78,729.53,437.83,1195.64
PHARMA_FORM_0210,7.21,927.01,800.94,297.97,891.51
PHARMA_FORM_0211,7.87,1660.27,803.09,478.13,1122.79
PHARMA_FORM_0212,7.18,1315.25,662.31,327.09,866.23
PHARMA_FORM_0213,6.14,1283.02,923.49,306.14,1466.08
PHARMA_FORM_0214,8.39,2911.7,853.93,567.36,2164.08
PHARMA_FORM_0215,8.36,2155.86,805.64,225.44,1380.12
PHARMA_FORM_0216,7.96,2025.13,244.48,160.22,1555.11
PHARMA_FORM_0217,8.48,1714.71,205.5,392.27,1948.5
PHARMA_FORM_0218,7.36,1743.68,369.96,584.66,1665.12
PHARMA_FORM_0219,8.41,1989.99,730.82,288.92,2264.46
PHARMA_FORM_0220,6.19,2332.15,528.96,131.02,2272.26
PHARMA_FORM_0221,6.91,2344.72,521.93,269.65,816.85
PHARMA_FORM_0222,6.56,1177.73,907.67,352.97,2122.68
PHARMA_FORM_0223,6.49,1900.25,916.45,180.96,1583.25
PHARMA_FORM_0224,6.35,1706.31,927.34,429.05,2481.03
PHARMA_FORM_0225,7.56,2715.16,451.1,598.87,1621.49
PHARMA_FORM_0226,7.95,2189.12,752.84,325.87,2477.72
PHARMA_FORM_0227,7.45,1971.51,417.31,277.36,2082.77
PHARMA_FORM_0228,6.37,1053.87,352.49,300.35,1222.63
PHARMA_FORM_0229,8.03,2132.4,347.71,157.57,1715.27
PHARMA_FORM_0230,7.59,1057.85,473.69,541.64,2486.63
PHARMA_FORM_0231,6.97,1541.85,543.97,307.41,2257.8
PHARMA_FORM_0232,7.69,1114.25,864.76,293.64,965.52
PHARMA_FORM_0233,6.65,2322.56,295.91,429.85,2000.83
PHARMA_FORM_0234,6.86,1253.75,787.94,321.02,1387.49
PHARMA_FORM_0235,8.29,1662.09,625.16,424.12,811.87
PHARMA_FORM_0236,6.73,2770.48,430.36,130.72,1485.92
PHARMA_FORM_0237,7.17,1249.5,594.26,506.86,1199.08
PHARMA_FORM_0238,8.23,1917.17,439.95,570.25,2192.08
PHARMA_FORM_0239,7.77,1722.4,676.87,424.38,1373.46
PHARMA_FORM_0240,6.16,839.87,547.08,577.28,2206.79
PHARMA_FORM_0241,6.37,2544.07,331.52,175.72,801.02
PHARMA_FORM_0242,6.02,951.9,293.27,338.71,1323.29
PHARMA_FORM_0243,7.58,1843.36,637.36,400.9,1209.98
PHARMA_FORM_0244,7.12,2033.49,921.93,390.87,1197.06
PHARMA_FORM_0245,6.34,2182.54,475.17,300.73,915.92
PHARMA_FORM_0246,8.39,2314.99,786.4,269.04,1118.11
PHARMA_FORM_0247,7.32,1357.2,726.93,163.41,1744.43
PHARMA_FORM_0248,6.6,821.95,945.24,295.87,1295.31
PHARMA_FORM_0249,7.25,2391.58,856.78,181.33,1509.57
PHARMA_FORM_0250,7.7,1978.44,653.28,467.18,1440.67
PHARMA_FORM_0251,6.19,2639.46,725.62,204.42,2289.04
PHARMA_FORM_0252,6.69,2607.05,918.71,129.28,2339.01
PHARMA_FORM_0253,8.02,2655.32,519.62,376.18,1638.03
PHARMA_FORM_0254,7.15,1867.21,461.44,397.61,1361.27
PHARMA_FORM_0255,7.37,1533.98,208.65,535.96,981.56
PHARMA_FORM_0256,7.08,2541.43,861.24,388.49,2420.78
PHARMA_FORM_0257,6.11,1792.85,840.78,272.74,902.39
PHARMA_FORM_0258,6.41,1203.57,283.56,501.51,1306.01
PHARMA_FORM_0259,7.11,2680.94,661.49,370.14,1306.71
PHARMA_FORM_0260,6.52,2741.63,571.19,139.64,1344.68
PHARMA_FORM_0261,6.12,1825.88,294.97,382.93,1079.29
PHARMA_FORM_0262,8.11,966.54,984.45,554.01,2131.37
PHARMA_FORM_0263,8.45,1653.22,371.76,298.16,1008.25
PHARMA_FORM_0264,7.98,2567.78,253.79,248.16,1879.34
PHARMA_FORM_0265,8.13,2783.9,675.88,171.73,1010.54
PHARMA_FORM_0266,6.6,1247.64,791.09,175.72,919.91
PHARMA_FORM_0267,8.4,947.34,225.95,316.39,2346.03
PHARMA_FORM_0268,6.49,2730.17,726.97,397.84,1123.22
PHARMA_FORM_0269,8.38,1656.69,625.83,140.31,2196.13
PHARMA_FORM_0270,8.49,1991.87,282.61,569.78,1725.87
PHARMA_FORM_0271,7.78,2929.74,338.02,477.57,932.36
PHARMA_FORM_0272,8.45,946.44,654.38,393.31,2424.26
PHARMA_FORM_0273,7.42,2226.3,437.09,514.22,1219.83
PHARMA_FORM_0274,6.65,963.03,950.65,140.09,2261.4
PHARMA_FORM_0275,7.09,1626.03,854.99,338.42,1086.98
PHARMA_FORM_0276,7.48,2568.39,986.85,415.05,2251.7
PHARMA_FORM_0277,6.18,1753.64,407.74,514.33,822.49
PHARMA_FORM_0278,7.56,2993.8,975.78,491.73,1670.03
PHARMA_FORM_0279,8.45,2029.93,544.99,238.53,2108.05
PHARMA_FORM_0280,6.48,1506.56,478.02,570.44,2389.15
PHARMA_FORM_0281,7.98,1284.24,240.28,162.17,2345.64
PHARMA_FORM_0282,8.27,1571.15,242.21,537.57,2193.36
PHARMA_FORM_0283,8.36,1619.57,753.61,585.47,2309.93
PHARMA_FORM_0284,8.4,951.17,566.34,188.58,1138.67
PHARMA_FORM_0285,7.3,1613.06,381.22,461.03,1283.11
PHARMA_FORM_0286,8.44,1821.32,691.18,120.14,1291.25
PHARMA_FORM_0287,7.89,2390.02,402.29,302.71,1440.99
PHARMA_FORM_0288,6.4,2244.8,662.11,358.14,1468.65
PHARMA_FORM_0289,7.19,2359.28,487.37,390.32,1725.74
PHARMA_FORM_0290,7.8,818.4,858.84,567.97,1071.8
PHARMA_FORM_0291,6.62,1278.87,856.56,436.13,1975.12
PHARMA_FORM_0292,7.6,2255.71,581.88,340.64,1084.86
PHARMA_FORM_0293,7.67,1864.78,480.66,504.84,1327.52
PHARMA_FORM_0294,6.41,811.69,490.05,575.27,1655.69
PHARMA_FORM_0295,7.41,2569.89,844.57,111.03,2153.95
PHARMA_FORM_0296,7.93,2500.18,462.54,591.26,2057.1
PHARMA_FORM_0297,7.25,2006.52,367.25,143.07,1897.41
PHARMA_FORM_0298,6.03,946.22,267.75,507.19,1064.81
PHARMA_FORM_0299,6.02,2486.33,573.35,240.17,1729.98
PHARMA_FORM_0300,6.89,2084.17,585.71,166.09,948.66
PHARMA_FORM_0301,8.32,2520.31,872.73,319.93,1441.52
PHARMA_FORM_0302,6.57,2453.84,376.99,421.98,1502.98
PHARMA_FORM_0303,7.59,2566.6,504.79,290.48,867.68
PHARMA_FORM_0304,6.56,1939.62,846.72,127.28,1265.78
PHARMA_FORM_0305,6.8,1108.71,858.9,399.73,2424.6
PHARMA_FORM_0306,8.12,2276.55,507.69,551.2,2421.18
PHARMA_FORM_0307,7.82,2165.04,567.3,291.61,1398.96
PHARMA_FORM_0308,6.24,2432.96,442.63,208.17,873.27
PHARMA_FORM_0309,7.07,1173.74,946.04,321.29,1104.46
PHARMA_FORM_0310,6.07,1228.95,294.92,124.18,1466.77
PHARMA_FORM_0311,7.2,2758.9,947.0,510.24,2411.23
PHARMA_FORM_0312,7.66,2449.95,747.09,513.17,1040.04
PHARMA_FORM_0313,6.3,2798.1,625.26,394.0,2097.98
PHARMA_FORM_0314,6.72,2469.17,226.13,276.55,984.76
PHARMA_FORM_0315,6.99,2113.74,580.48,499.89,2468.14
PHARMA_FORM_0316,8.3,2239.09,526.2,377.34,1448.75
PHARMA_FORM_0317,8.48,2756.08,328.98,512.97,2117.9
PHARMA_FORM_0318,6.11,2073.37,725.13,415.73,1382.4
PHARMA_FORM_0319,7.9,2191.26,976.92,492.2,1867.04
PHARMA_FORM_0320,6.93,1144.25,649.75,399.28,1126.43
PHARMA_FORM_0321,6.98,1842.63,771.8,307.07,1048.24
PHARMA_FORM_0322,7.89,2376.07,254.76,578.97,2394.71
PHARMA_FORM_0323,8.3,1396.07,534.13,370.56,2360.0
PHARMA_FORM_0324,8.38,1244.96,293.09,402.54,2308.7
PHARMA_FORM_0325,7.44,1490.42,690.24,210.24,1863.24
PHARMA_FORM_0326,6.89,1331.3,950.79,412.83,2174.06
PHARMA_FORM_0327,7.97,1272.81,729.42,385.8,917.36
PHARMA_FORM_0328,6.63,1734.67,261.44,192.42,1369.14
PHARMA_FORM_0329,7.41,2797.24,483.73,129.79,1333.3
PHARMA_FORM_0330,6.9,1915.53,640.53,402.18,1880.6
PHARMA_FORM_0331,7.64,1213.42,522.57,481.85,1405.13
PHARMA_FORM_0332,6.6,969.34,866.92,361.7,1052.46
PHARMA_FORM_0333,6.48,2331.54,851.74,213.39,1813.99
PHARMA_FORM_0334,8.3,1642.16,689.46,433.26,2184.45
PHARMA_FORM_0335,6.25,2608.03,498.77,140.05,1449.61
PHARMA_FORM_0336,7.26,2250.92,404.27,320.92,1024.86
PHARMA_FORM_0337,6.55,2551.73,284.7,181.68,1134.37
PHARMA_FORM_0338,6.1,1398.28,483.92,192.23,1203.72
PHARMA_FORM_0339,6.09,2323.19,530.54,201.15,1309.83
PHARMA_FORM_0340,6.44,1380.94,740.66,293.35,1892.75
PHARMA_FORM_0341,8.17,2865.95,726.53,125.58,1821.61
PHARMA_FORM_0342,6.71,2200.02,256.09,298.9,1983.34
PHARMA_FORM_0343,8.38,1513.93,516.21,355.85,1416.25
PHARMA_FORM_0344,7.45,1392.93,345.42,341.65,2200.8
PHARMA_FORM_0345,7.09,1220.04,325.45,291.39,1146.95
PHARMA_FORM_0346,7.45,2328.21,861.84,519.57,1597.37
PHARMA_FORM_0347,7.29,1281.17,233.53,172.66,2161.6
PHARMA_FORM_0348,7.9,2109.67,535.35,352.85,1106.27
PHARMA_FORM_0349,6.71,1382.2,334.56,131.02,986.77
PHARMA_FORM_0350,6.88,2256.33,903.46,135.58,2302.26
PHARMA_FORM_0351,8.24,2592.87,645.63,386.93,1382.98
PHARMA_FORM_0352,8.37,2511.66,385.1,383.01,1962.58
PHARMA_FORM_0353,8.23,2473.87,601.94,539.02,843.09
PHARMA_FORM_0354,7.05,1212.99,785.19,378.94,1973.08
PHARMA_FORM_0355,7.95,994.45,966.49,579.9,1337.37
PHARMA_FORM_0356,7.19,2337.69,376.36,124.35,894.76
PHARMA_FORM_0357,7.24,1610.36,908.95,149.0,1836.68
PHARMA_FORM_0358,6.51,1751.16,947.44,122.03,1209.37
PHARMA_FORM_0359,7.48,868.53,933.14,192.64,1457.57
PHARMA_FORM_0360,6.47,1371.07,708.33,370.64,936.99
PHARMA_FORM_0361,6.83,874.09,703.86,422.79,1050.18
PHARMA_FORM_0362,8.14,2734.21,522.57,122.79,1306.56
PHARMA_FORM_0363,6.52,1335.47,801.92,572.99,952.59
PHARMA_FORM_0364,6.18,2026.14,625.04,521.08,2348.4
PHARMA_FORM_0365,6.17,885.75,741.95,248.31,810.28
PHARMA_FORM_0366,8.35,2267.06,542.77,138.59,1622.56
PHARMA_FORM_0367,7.27,1510.66,785.2,184.94,1009.52
PHARMA_FORM_0368,7.02,2775.42,859.58,163.47,1323.05
PHARMA_FORM_0369,8.03,2753.86,317.15,161.64,2374.3
PHARMA_FORM_0370,8.09,1515.64,866.34,359.28,1074.88
PHARMA_FORM_0371,6.83,2782.11,632.24,222.92,2441.91
PHARMA_FORM_0372,7.73,2991.55,875.73,279.07,1149.85
PHARMA_FORM_0373,7.93,2615.91,545.04,594.75,2060.66
PHARMA_FORM_0374,7.64,2658.72,503.23,442.16,1729.35
PHARMA_FORM_0375,6.38,1347.82,932.05,574.49,2303.61
PHARMA_FORM_0376,8.19,2068.75,400.94,171.28,1741.79
PHARMA_FORM_0377,7.35,947.96,875.37,291.07,1708.75
PHARMA_FORM_0378,6.71,1008.82,587.22,377.37,1132.28
PHARMA_FORM_0379,7.06,2997.56,611.28,138.38,1082.59
PHARMA_FORM_0380,6.09,1518.61,446.77,102.09,2358.03
PHARMA_FORM_0381,6.32,2446.0,658.43,435.22,1357.32
PHARMA_FORM_0382,7.91,2574.66,460.17,420.91,1432.54
PHARMA_FORM_0383,6.0,2687.65,231.42,305.39,2091.7
PHARMA_FORM_0384,7.04,2994.78,417.6,344.82,1376.0
PHARMA_FORM_0385,7.31,1331.29,205.1,307.72,2418.51
PHARMA_FORM_0386,6.14,888.77,982.68,112.0,2054.48
PHARMA_FORM_0387,8.43,1704.62,972.6,267.69,1815.63
PHARMA_FORM_0388,6.57,1086.18,516.12,188.54,2297.52
PHARMA_FORM_0389,6.76,849.34,782.7,149.21,884.33
PHARMA_FORM_0390,6.76,1592.94,476.64,578.36,1237.01
PHARMA_FORM_0391,6.58,2524.22,736.87,399.68,1590.56
PHARMA_FORM_0392,6.0,2045.6,844.34,464.33,1185.86
PHARMA_FORM_0393,7.82,1488.11,957.4,257.68,2064.64
PHARMA_FORM_0394,8.42,2239.55,520.17,296.57,2362.65
PHARMA_FORM_0395,6.56,1310.44,826.64,218.46,1520.41
PHARMA_FORM_0396,7.66,831.64,412.74,148.48,1381.63
PHARMA_FORM_0397,7.85,2481.58,992.27,189.52,2434.64
PHARMA_FORM_0398,8.12,2172.23,220.62,498.76,1556.25
PHARMA_FORM_0399,7.06,2477.07,682.82,438.77,1631.38
