Sample_ID,pH,BOD (mg/L),COD (mg/L),TSS (mg/L),TDS (mg/L),Conductivity (uS/cm),Temperature (°C),Color (Pt-Co),Status
TEXT_0031,7.95,1977.67,5858.33,825.73,6045.74,5749.65,42.28,1568.91,Critical
TEXT_0032,7.94,1749.76,7583.1,1151.32,3903.01,3541.78,30.33,2211.44,Critical
TEXT_0033,7.97,2637.98,8432.87,1459.82,4687.74,4877.08,46.49,1827.26,Critical
TEXT_0034,7.25,1608.72,10509.86,1419.44,4680.76,5042.24,40.64,1153.88,Critical
TEXT_0035,8.5,1449.51,11728.95,1325.17,5024.7,4814.47,31.22,1082.42,Critical
TEXT_0036,8.46,2657.53,7678.49,1174.62,5754.99,4679.63,37.01,1920.53,Critical
TEXT_0037,8.2,2698.4,8616.73,1591.06,2718.49,2842.24,29.83,483.49,Critical
TEXT_0038,7.84,1557.74,11745.81,1541.47,3844.44,4305.29,38.68,2057.41,Critical
TEXT_0039,8.38,1200.58,10342.22,1321.53,4538.89,5680.24,46.17,1357.39,Critical
TEXT_0040,8.34,3492.0,7091.74,857.08,3231.1,4032.2,42.89,353.54,Critical
TEXT_0041,9.16,2881.21,10953.65,552.97,4519.84,5194.65,38.86,1699.95,Critical
TEXT_0042,8.8,2060.98,10940.68,679.21,3583.54,2944.5,35.29,1011.78,Critical
TEXT_0043,8.77,2702.2,8057.06,1217.33,2711.13,2413.27,40.54,1639.28,Critical
TEXT_0044,8.7,2126.9,10057.88,1252.38,6353.57,5766.28,39.03,1544.23,Critical
TEXT_0045,9.2,1662.72,8662.53,880.8,4603.57,4217.17,28.95,1474.16,Critical
TEXT_0046,7.74,1618.47,7267.55,554.21,6301.77,6872.55,44.3,1115.48,Critical
TEXT_0047,8.99,2311.63,9017.62,1040.97,5433.11,5885.84,33.43,449.29,Critical
TEXT_0048,8.33,2325.11,5671.83,935.18,4559.11,5532.24,29.52,936.39,Critical
TEXT_0049,8.81,2691.38,7029.71,1429.87,4473.17,4693.14,47.53,2373.08,Critical
TEXT_0050,7.79,1523.33,7279.67,533.53,2583.07,2577.29,46.82,2191.26,Critical
TEXT_0051,8.13,4323.58,12427.3,1279.95,2599.1,3059.84,30.91,2185.71,Critical
TEXT_0052,8.38,3271.93,10028.52,883.4,4849.53,4633.15,47.98,1897.21,Critical
TEXT_0053,8.35,2173.5,9327.07,875.78,2615.46,2609.04,46.61,1603.12,Critical
TEXT_0054,7.18,3235.49,6882.12,768.15,3688.36,4015.15,38.89,1279.39,Critical
TEXT_0055,8.58,1928.04,10474.45,692.85,5630.48,6373.17,41.66,1255.73,Critical
TEXT_0056,8.47,1383.53,10960.86,561.1,3094.97,3368.55,42.79,283.0,Critical
TEXT_0057,9.03,3439.3,9241.65,1029.37,5465.58,5269.8,37.87,2298.76,Critical
TEXT_0058,9.1,3332.26,6837.14,755.72,3690.66,3766.89,34.28,998.11,Critical
TEXT_0059,8.37,2953.81,10148.91,1395.87,2628.74,2165.73,43.79,1379.39,Critical
TEXT_0060,8.27,1320.95,6787.2,1202.19,5936.73,7471.33,38.01,1409.14,Critical
TEXT_0061,8.83,2436.54,8618.01,1495.59,5659.73,7100.34,32.36,1358.5,Critical
TEXT_0062,8.85,1455.64,10562.64,701.27,5732.48,6340.13,31.86,1236.05,Critical
TEXT_0063,8.5,2657.86,7990.73,1489.3,4577.05,4819.33,29.25,2313.09,Critical
TEXT_0064,7.39,2415.19,10624.97,737.0,4609.49,4242.31,43.19,1454.42,Critical
TEXT_0065,8.88,3257.48,9541.13,1297.93,4696.88,4660.31,40.96,2279.89,Critical
TEXT_0066,7.92,1923.14,7719.06,978.94,2794.24,2931.78,37.89,1512.27,Critical
TEXT_0067,7.8,2610.15,11147.51,1551.02,4834.45,3970.51,47.38,1794.07,Critical
TEXT_0068,7.74,1538.46,6003.93,684.52,2682.29,3355.75,38.82,1779.9,Critical
TEXT_0069,8.82,3020.54,11178.24,1563.98,4256.28,5427.47,42.47,269.6,Critical
TEXT_0070,8.5,2779.45,11341.02,910.23,4839.65,3901.21,34.64,249.38,Critical
TEXT_0071,8.15,3080.13,6445.1,1080.19,3316.03,2852.93,38.22,289.96,Critical
TEXT_0072,8.29,1272.08,5747.0,1105.0,4865.63,3963.02,39.47,2112.41,Critical
TEXT_0073,8.59,1501.73,9147.32,1239.48,2648.92,3252.01,46.13,2141.09,Critical
TEXT_0074,8.81,2913.42,9434.02,1246.49,5725.58,6477.06,34.55,1002.31,Critical
TEXT_0075,8.97,1239.38,9891.74,1550.26,5324.91,6906.17,41.75,182.47,Critical
TEXT_0076,8.82,1854.65,8122.4,843.3,3574.22,3630.35,35.58,1620.01,Critical
TEXT_0077,8.79,1883.3,6496.05,1233.58,5181.28,6479.53,28.32,2147.3,Critical
TEXT_0078,8.15,2628.99,5639.6,975.88,3409.21,3160.72,38.08,2049.89,Critical
TEXT_0079,8.64,2559.3,8775.93,970.04,6390.84,6902.72,33.08,652.22,Critical
TEXT_0080,8.34,2402.5,5053.88,1413.07,5316.49,6012.5,29.38,968.93,Critical
TEXT_0081,9.06,3183.96,6998.8,672.76,4296.35,4201.47,41.64,2419.44,Critical
TEXT_0082,7.8,1343.12,11283.3,541.74,6311.06,7145.95,46.83,579.18,Critical
TEXT_0083,7.09,2322.88,8154.36,864.64,6330.63,7668.24,41.23,490.86,Critical
TEXT_0084,8.62,2872.13,7975.48,1517.26,3167.91,2957.78,29.26,2009.08,Critical
TEXT_0085,8.37,1924.36,6146.7,544.16,3166.98,3251.36,32.94,721.56,Critical
TEXT_0086,8.93,2384.82,10104.76,539.28,3960.65,4117.43,31.73,388.46,Critical
TEXT_0087,8.91,3360.69,5551.65,883.92,6333.14,5329.85,40.87,2433.33,Critical
TEXT_0088,9.15,2283.81,6139.24,722.29,6058.41,7608.4,40.16,1938.82,Critical
TEXT_0089,8.63,2722.19,10790.94,1253.95,4636.01,4258.07,42.88,1236.25,Critical
TEXT_0090,7.65,3044.48,9877.0,1531.07,3161.77,3555.71,32.88,2268.6,Critical
TEXT_0091,7.22,2709.17,10537.6,890.41,6316.55,7740.08,33.89,118.1,Critical
TEXT_0092,7.65,1847.01,11229.75,1563.83,2781.76,2880.92,38.97,322.99,Critical
TEXT_0093,7.83,1929.29,8752.39,1227.31,5313.94,4614.51,44.26,1728.5,Critical
TEXT_0094,8.96,2233.47,11257.23,1452.35,4253.64,4213.54,46.66,1816.4,Critical
TEXT_0095,9.04,3033.04,9265.08,627.44,3665.92,4708.59,34.39,323.81,Critical
TEXT_0096,8.56,2888.21,6998.2,827.44,4375.57,3548.13,43.79,861.01,Critical
TEXT_0097,8.88,3046.05,9629.81,857.36,4565.27,4667.6,34.78,2135.53,Critical
TEXT_0098,8.06,3115.26,5736.53,655.13,6409.28,7011.01,38.2,1355.57,Critical
TEXT_0099,7.47,2853.02,5593.46,1130.66,4783.08,6012.78,38.52,428.95,Critical
TEXT_0100,8.26,1410.05,6426.56,534.22,4553.17,3834.98,37.39,2339.07,Critical
TEXT_0101,8.58,1378.05,6569.47,1241.03,6078.81,4963.1,44.25,1448.35,Critical
TEXT_0102,8.2,3402.97,10233.51,1435.13,3915.98,4218.22,40.31,871.8,Critical
TEXT_0103,8.25,1744.31,6003.63,911.37,5457.16,6865.62,37.15,1642.78,Critical
TEXT_0104,7.23,7160.99,14677.75,3998.22,5677.76,5270.33,38.58,2405.15,Critical
TEXT_0105,7.66,3181.33,11535.6,1321.79,3425.31,3312.28,28.72,2095.49,Critical
TEXT_0106,8.87,2655.23,7467.69,584.49,5512.23,6412.17,46.25,1853.28,Critical
TEXT_0107,8.82,2915.7,9414.81,969.66,6108.47,6874.99,35.97,300.33,Critical
TEXT_0108,7.64,2450.57,6929.45,743.36,4609.57,4079.06,44.01,1262.48,Critical
TEXT_0109,8.26,1538.98,7272.03,951.1,5732.85,6793.88,32.46,1578.83,Critical
TEXT_0110,7.54,3472.97,11664.87,1119.59,5295.61,6358.52,42.42,1779.59,Critical
TEXT_0111,9.11,2571.85,9454.12,1434.2,5179.56,6041.78,32.68,991.04,Critical
TEXT_0112,7.32,2363.26,8190.09,1596.88,4944.83,5900.28,34.68,2095.71,Critical
TEXT_0113,8.35,6075.47,20875.74,3264.01,5036.15,5512.3,46.3,2255.85,Critical
TEXT_0114,8.83,1822.91,7992.05,762.23,2516.79,2250.07,28.08,1827.61,Critical
TEXT_0115,7.94,1918.92,10332.05,1415.74,6401.2,7175.79,37.23,832.63,Critical
TEXT_0116,7.49,1689.73,7864.33,1590.96,2503.41,2249.57,31.77,1821.09,Critical
TEXT_0117,7.78,2251.7,6040.37,945.5,2912.8,3106.56,29.96,1997.22,Critical
TEXT_0118,8.25,2865.13,7929.61,919.64,2892.84,3071.99,38.29,1223.44,Critical
TEXT_0119,8.63,3114.76,10255.53,658.25,4988.24,4190.93,41.89,1016.41,Critical
TEXT_0120,7.29,3182.72,9298.06,890.2,2622.91,2802.99,46.46,1531.31,Critical
TEXT_0121,9.14,3423.11,23280.89,3660.03,4602.16,3891.28,39.66,1568.17,Critical
TEXT_0122,8.46,1696.37,7829.65,1353.74,6313.71,5300.19,38.71,850.05,Critical
TEXT_0123,7.5,4553.31,22106.79,1022.64,5620.83,6800.87,47.31,533.54,Critical
TEXT_0124,8.24,2999.48,5161.37,1566.34,5739.53,6747.26,43.21,1033.75,Critical
TEXT_0125,8.65,2089.57,11290.95,694.94,3669.39,3947.05,34.38,1118.17,Critical
TEXT_0126,8.08,3169.61,8662.35,898.71,3490.94,3506.08,38.31,1890.68,Critical
TEXT_0127,7.27,2961.51,18652.8,2311.06,4066.99,4867.21,34.48,1304.56,Critical
TEXT_0128,8.2,2227.6,10668.49,767.84,6032.7,6518.48,40.18,2200.14,Critical
TEXT_0129,8.8,2583.59,10272.31,976.65,4689.51,3897.15,29.8,2090.62,Critical
TEXT_0130,7.13,1589.62,10570.83,501.26,3629.62,3963.62,39.91,1965.17,Critical
TEXT_0131,8.11,2371.62,10077.17,1048.49,4933.96,6161.96,36.03,1024.3,Critical
TEXT_0132,7.01,2610.88,5208.4,1054.56,5716.94,6145.48,33.39,1986.8,Critical
TEXT_0133,7.59,2885.97,9271.81,687.0,6120.54,5510.46,47.79,117.55,Critical
TEXT_0134,7.58,1659.68,5097.95,1305.6,5273.7,6308.27,33.13,1166.4,Critical
TEXT_0135,8.45,2211.47,9881.28,1197.37,2958.59,3522.27,42.41,1674.0,Critical
TEXT_0136,7.34,1816.39,7752.24,807.92,3411.24,4102.63,40.76,1457.13,Critical
TEXT_0137,7.5,3311.58,6338.28,1374.45,6366.69,7407.94,47.86,1662.52,Critical
TEXT_0138,7.48,1668.78,7271.95,507.84,5226.79,4883.57,44.3,962.01,Critical
TEXT_0139,8.06,3421.08,6695.2,1293.38,5520.47,5026.38,38.02,940.48,Critical
TEXT_0140,8.7,2631.71,8331.88,1357.3,3440.62,4048.96,45.31,2208.69,Critical
TEXT_0141,8.72,2138.43,11872.66,917.55,5054.5,4450.67,47.61,1789.57,Critical
TEXT_0142,8.66,1351.29,10343.92,1352.2,5187.09,4906.75,37.79,365.04,Critical
TEXT_0143,8.04,1760.79,7443.68,678.86,3420.22,2867.12,46.4,1372.99,Critical
TEXT_0144,7.87,2430.57,9398.05,1514.07,3214.77,3046.88,47.52,990.86,Critical
TEXT_0145,7.05,1539.58,5184.37,1588.92,3615.48,4561.91,47.92,1539.62,Critical
TEXT_0146,7.07,1387.66,8371.12,946.79,4924.71,5020.37,46.68,1383.38,Critical
TEXT_0147,8.53,3261.92,6028.1,752.71,2929.27,2547.94,38.25,870.83,Critical
TEXT_0148,7.93,3459.73,6096.93,1094.89,2895.48,2777.48,38.55,2371.92,Critical
TEXT_0149,7.86,1349.29,7717.13,660.32,3419.96,3792.89,29.35,1215.34,Critical
TEXT_0150,8.34,2170.27,5133.88,1584.07,3968.46,4719.64,34.51,1240.04,Critical
TEXT_0151,7.85,1987.84,5152.96,896.02,6057.96,6937.56,30.91,1518.77,Critical
TEXT_0152,8.96,2810.08,6040.79,1454.62,3706.18,3806.39,38.52,2141.22,Critical
TEXT_0153,9.05,3338.2,5055.68,1514.08,2717.55,2535.17,38.3,1251.82,Critical
TEXT_0154,8.33,4618.22,29112.44,1943.11,3596.1,4532.41,29.53,1562.95,Critical
TEXT_0155,7.38,3161.05,5980.18,940.89,2801.03,3004.4,41.39,2358.93,Critical
TEXT_0156,8.63,2444.54,11528.32,1026.28,4744.82,5210.05,36.2,2112.36,Critical
TEXT_0157,7.41,2476.14,10055.63,1494.37,6035.67,6363.83,40.86,1046.17,Critical
TEXT_0158,8.03,3284.41,11514.93,1484.96,3053.48,3740.64,46.97,967.0,Critical
TEXT_0159,8.14,2991.92,8934.55,1592.83,4322.85,5001.41,43.85,1285.84,Critical
TEXT_0160,8.89,2456.16,7881.56,618.61,4073.65,4753.82,46.43,704.03,Critical
TEXT_0161,7.78,1554.11,9835.06,1556.21,5063.81,5613.43,39.07,312.29,Critical
TEXT_0162,8.6,2584.71,9630.34,1488.69,5635.84,6709.23,46.54,2475.84,Critical
TEXT_0163,8.28,2710.71,18495.67,2266.01,2610.9,2162.98,29.34,1854.49,Critical
TEXT_0164,8.61,1938.35,6857.27,1217.55,4736.04,4647.03,40.83,750.93,Critical
TEXT_0165,8.75,1727.43,6111.86,1360.68,5331.57,4752.13,30.32,2112.16,Critical
TEXT_0166,8.71,1952.69,9607.38,636.58,4528.19,3664.96,35.83,279.62,Critical
TEXT_0167,8.05,2169.87,8110.7,549.86,3946.47,4649.9,35.38,1816.41,Critical
TEXT_0168,7.81,4312.48,26703.8,3403.93,2935.44,2396.66,40.16,2377.83,Critical
TEXT_0169,8.42,2477.96,9438.62,1461.4,5485.22,5750.92,37.24,1635.04,Critical
TEXT_0170,8.0,2252.89,5114.14,691.47,4454.05,5395.31,33.57,1354.34,Critical
TEXT_0171,7.76,1441.05,11708.09,1440.14,2813.97,3263.91,34.95,2487.64,Critical
TEXT_0172,7.67,1749.1,8975.23,1418.64,3270.08,3775.97,29.23,2305.44,Critical
TEXT_0173,7.18,6701.78,19058.29,2255.54,6393.23,8280.46,41.0,405.09,Critical
TEXT_0174,8.25,1243.07,9978.59,1283.63,2961.88,3213.99,39.37,1737.88,Critical
TEXT_0175,7.19,2640.96,6965.26,1057.7,5593.29,6448.07,30.38,1518.84,Critical
TEXT_0176,9.13,1560.57,10970.35,1272.8,5596.01,5265.73,33.76,2274.45,Critical
TEXT_0177,7.79,1344.94,9204.18,637.3,5686.38,6373.71,45.49,1983.61,Critical
TEXT_0178,7.25,2076.46,10421.92,959.08,6389.46,7462.06,28.31,2211.97,Critical
TEXT_0179,7.22,1523.2,10141.45,1451.47,4645.4,4387.7,35.03,922.93,Critical
TEXT_0180,7.72,1758.69,9262.07,1490.45,3728.33,3330.69,44.77,1880.28,Critical
TEXT_0181,9.05,1580.7,6009.76,1095.57,4957.73,5156.47,39.98,532.91,Critical
TEXT_0182,8.06,2713.61,8028.95,1247.39,4304.77,4161.85,34.07,1086.16,Critical
TEXT_0183,7.05,2737.61,10915.74,890.09,2684.13,3471.62,33.27,403.89,Critical
TEXT_0184,7.81,2898.68,7057.42,1132.17,4162.24,3574.87,34.61,1839.69,Critical
TEXT_0185,8.35,1475.49,6143.26,1204.81,5753.66,5608.31,39.91,509.54,Critical
TEXT_0186,7.69,1246.62,10377.93,941.11,5764.5,6653.31,44.57,785.58,Critical
TEXT_0187,7.41,3435.38,10021.29,1417.45,2552.53,2494.41,42.86,287.16,Critical
TEXT_0188,8.25,2186.87,5123.32,759.57,3639.17,3114.87,40.63,681.75,Critical
TEXT_0189,7.61,3265.95,8269.86,931.34,5395.48,6770.29,28.5,1175.77,Critical
TEXT_0190,8.34,1932.7,10406.85,1568.62,6273.71,5853.32,32.53,2397.98,Critical
TEXT_0191,8.01,1679.08,9948.98,812.86,3568.99,4424.21,31.25,254.54,Critical
TEXT_0192,7.59,2595.97,5861.61,1018.75,5009.35,6133.29,32.6,2061.63,Critical
TEXT_0193,7.52,2756.56,8014.72,626.15,5357.05,4868.92,31.53,959.98,Critical
TEXT_0194,8.44,1738.19,6285.63,510.95,4386.57,4449.4,32.68,228.77,Critical
TEXT_0195,7.94,3012.87,10006.97,1446.87,2538.33,3257.21,34.83,2476.95,Critical
TEXT_0196,7.56,2284.53,7477.49,891.34,5869.13,6885.72,47.84,1572.44,Critical
TEXT_0197,8.02,1407.17,11975.93,1106.68,5301.91,5319.78,38.95,2362.19,Critical
TEXT_0198,7.37,1872.46,6064.42,1371.44,2748.18,2310.71,33.97,1334.05,Critical
TEXT_0199,7.89,1303.08,11702.44,1548.16,3617.43,4217.07,39.57,669.94,Critical
TEXT_0200,7.58,2329.65,7934.66,820.35,5730.05,5963.44,41.1,554.26,Critical
TEXT_0201,8.17,1931.34,8684.9,1358.91,5575.65,5448.03,41.89,2359.1,Critical
TEXT_0202,8.38,3704.16,20210.45,942.45,5988.44,6337.75,35.7,236.82,Critical
TEXT_0203,8.04,3341.66,7763.89,970.99,4814.24,4965.74,31.37,144.53,Critical
TEXT_0204,8.34,3317.86,5744.55,732.05,3980.92,4794.51,33.39,2216.93,Critical
TEXT_0205,7.12,3364.2,8925.23,1224.66,3970.76,4729.16,31.33,217.39,Critical
TEXT_0206,7.87,3163.5,10284.49,1068.87,4788.55,4141.84,44.81,1988.7,Critical
TEXT_0207,8.44,2272.24,11751.21,1466.94,5077.72,5006.13,40.36,1481.06,Critical
TEXT_0208,7.87,1905.35,7849.08,1131.3,4212.54,3925.19,43.22,1375.52,Critical
TEXT_0209,7.15,2047.13,11194.39,1330.76,3792.99,4813.65,29.53,2406.96,Critical
TEXT_0210,7.54,1220.92,8036.66,894.87,4656.36,5580.12,44.85,1062.95,Critical
TEXT_0211,7.95,1540.81,5332.83,1205.34,2757.75,3218.06,38.78,576.6,Critical
TEXT_0212,8.19,1620.89,8071.16,1379.52,4347.68,3801.39,42.48,548.24,Critical
TEXT_0213,8.62,2302.51,8176.19,1436.58,5334.41,4355.31,33.92,2190.21,Critical
TEXT_0214,7.04,2454.08,10094.78,1184.04,5542.13,6444.64,41.84,2071.7,Critical
TEXT_0215,8.42,2125.56,8303.36,1288.4,6005.22,5621.54,34.84,2333.77,Critical
TEXT_0216,8.27,1611.61,9645.87,1589.84,5793.81,6795.39,32.16,2202.74,Critical
TEXT_0217,8.16,3245.37,7308.79,568.26,4403.9,4117.29,42.3,2397.06,Critical
TEXT_0218,8.52,3239.95,8171.17,1348.8,5872.17,6784.93,38.16,1602.08,Critical
TEXT_0219,8.54,1782.09,10667.05,1545.36,4360.96,5017.43,42.74,1689.39,Critical
TEXT_0220,8.2,3227.79,8142.49,567.21,5878.23,6683.49,44.99,432.51,Critical
TEXT_0221,7.07,3349.06,6034.1,1390.62,5792.84,6686.98,30.63,1701.76,Critical
TEXT_0222,8.96,4904.72,18771.63,1780.81,2829.09,3525.08,45.38,2494.98,Critical
TEXT_0223,8.47,2694.39,11308.46,1413.87,6253.87,7719.88,45.37,252.94,Critical
TEXT_0224,8.86,2597.2,7663.11,562.17,5210.7,5023.64,37.36,1736.15,Critical
TEXT_0225,9.01,3098.5,8154.18,926.56,3459.12,3411.43,30.22,2430.65,Critical
TEXT_0226,8.26,1493.95,7469.64,1101.74,4631.54,3787.45,47.02,760.9,Critical
TEXT_0227,7.04,1375.82,9061.36,651.56,2666.9,2639.73,40.46,368.42,Critical
TEXT_0228,7.69,2160.85,6116.22,1056.68,2840.86,2338.76,38.4,694.95,Critical
TEXT_0229,7.21,2175.0,11405.99,1296.61,5762.46,7122.15,47.45,1931.79,Critical
TEXT_0230,8.34,2040.48,6271.5,1255.33,6479.8,6698.04,42.47,1288.22,Critical
TEXT_0231,7.95,3947.73,24264.9,1774.62,5495.09,6798.17,45.66,646.48,Critical
TEXT_0232,8.6,1900.8,5370.76,910.98,5385.86,5189.16,40.59,1684.29,Critical
TEXT_0233,8.61,3263.4,8027.95,683.08,3775.7,3836.43,42.28,131.49,Critical
TEXT_0234,7.69,2993.64,9696.0,1304.91,5747.24,6848.51,41.64,1155.19,Critical
TEXT_0235,9.16,2508.87,6419.38,822.09,5274.25,6658.05,31.57,297.63,Critical
TEXT_0236,8.94,3305.14,6934.66,915.01,5140.75,4960.64,45.54,358.19,Critical
TEXT_0237,7.08,1679.52,7002.61,624.22,2762.76,3253.99,31.29,2293.41,Critical
TEXT_0238,7.81,2742.39,6577.81,764.36,4798.84,5184.29,43.37,1918.75,Critical
TEXT_0239,8.48,2233.0,11234.48,1184.84,6460.79,7815.52,28.89,869.43,Critical
TEXT_0240,8.26,2859.38,8852.36,1364.74,3630.62,3238.35,29.08,1475.95,Critical
TEXT_0241,8.51,1950.14,9295.09,557.37,2897.17,3334.29,35.36,1711.2,Critical
TEXT_0242,8.83,3161.03,6205.17,1034.91,5435.71,6452.14,43.69,647.6,Critical
TEXT_0243,7.42,2557.03,10187.6,851.05,2918.82,3381.08,33.99,499.27,Critical
TEXT_0244,7.32,1924.29,9148.75,894.24,2582.65,2191.26,33.81,1683.29,Critical
TEXT_0245,7.22,2489.51,5839.2,732.78,3188.75,2658.19,41.43,1212.17,Critical
TEXT_0246,8.83,1427.45,6013.13,837.1,5563.46,5301.31,36.17,823.85,Critical
TEXT_0247,7.18,3360.7,8839.77,1366.62,5133.43,5426.69,29.79,1642.56,Critical
TEXT_0248,7.34,2153.08,9403.79,1360.45,5240.18,5951.62,30.98,930.71,Critical
TEXT_0249,7.09,2854.8,11668.1,790.52,2850.79,2958.51,45.13,1424.74,Critical
TEXT_0250,7.1,3440.83,10800.55,644.75,6187.19,6344.0,35.44,1206.53,Critical
TEXT_0251,8.84,2716.8,5414.74,1553.36,3091.14,3625.24,40.72,550.07,Critical
TEXT_0252,7.38,3201.75,7937.86,1220.03,4516.28,5255.49,37.58,789.71,Critical
TEXT_0253,7.8,3175.88,8276.24,734.79,6238.42,7475.5,29.11,2497.46,Critical
TEXT_0254,8.53,1568.61,6660.17,1261.69,5619.04,5166.81,33.14,837.09,Critical
TEXT_0255,8.32,1595.18,5729.7,1246.75,5616.39,5899.82,35.28,1136.9,Critical
TEXT_0256,7.85,3407.97,10376.63,728.9,4036.76,4327.43,40.26,1223.64,Critical
TEXT_0257,8.78,2965.49,8536.11,1439.87,5504.36,6546.29,47.13,739.52,Critical
TEXT_0258,7.59,3244.59,10405.58,1519.2,2752.52,3065.97,30.89,1309.35,Critical
TEXT_0259,7.34,1494.58,5085.18,1193.26,3936.09,3355.89,34.46,505.47,Critical
TEXT_0260,9.07,1936.01,7337.67,1423.84,5091.02,5880.56,40.72,2370.87,Critical
TEXT_0261,7.46,3474.79,10816.69,1147.87,5149.49,5790.15,29.17,623.24,Critical
TEXT_0262,9.12,2429.04,7648.48,1338.24,4598.08,3708.73,42.72,1857.32,Critical
TEXT_0263,7.36,3400.32,6567.36,1003.52,2958.94,3259.69,35.51,947.62,Critical
TEXT_0264,8.82,1221.99,10585.63,1128.59,6444.39,7054.81,29.11,221.55,Critical
TEXT_0265,8.94,3134.79,7421.23,1179.84,4458.37,5722.68,47.0,2461.21,Critical
TEXT_0266,8.91,3291.97,6520.95,1414.11,5335.43,6836.78,39.43,304.4,Critical
TEXT_0267,8.31,2779.14,6542.25,933.52,4894.01,4830.65,35.5,419.41,Critical
TEXT_0268,9.07,2926.14,5008.7,1342.17,5459.18,4393.91,35.39,1556.19,Critical
TEXT_0269,8.0,2989.37,7978.21,669.25,6405.66,5899.74,42.35,443.58,Critical
TEXT_0270,7.72,2216.66,6345.62,994.96,3128.65,3377.39,41.27,249.84,Critical
TEXT_0271,8.92,1625.82,6577.54,1227.48,4375.0,4592.43,30.56,2033.77,Critical
TEXT_0272,8.36,1511.38,7618.0,1391.45,4773.42,4078.05,35.46,682.47,Critical
TEXT_0273,8.14,3139.73,8053.87,976.68,6121.4,6660.65,39.32,728.58,Critical
TEXT_0274,8.34,2524.59,7777.96,1589.77,6027.56,7081.14,38.75,1208.94,Critical
TEXT_0275,7.41,1903.2,10417.73,999.12,6029.08,5269.15,38.17,1652.72,Critical
TEXT_0276,8.14,3245.22,11926.94,627.42,3019.82,2612.63,41.62,994.42,Critical
TEXT_0277,8.61,2132.58,9393.25,1346.84,4692.86,5020.2,29.76,1085.88,Critical
TEXT_0278,8.2,2262.56,11305.47,1497.18,5787.67,5716.19,42.35,1048.69,Critical
TEXT_0279,7.51,1988.68,5496.75,864.96,4342.97,5549.19,34.27,2265.89,Critical
TEXT_0280,7.5,1639.23,8632.97,1239.76,2677.33,2437.8,37.11,894.41,Critical
TEXT_0281,8.57,2375.67,6122.51,1483.91,3671.62,4279.51,43.6,2411.58,Critical
