Sample_ID,pH,BOD (mg/L),COD (mg/L),TSS (mg/L),TDS (mg/L),Conductivity (uS/cm),Temperature (°C),Color (Pt-Co),Status
WOOL_0030,7.03,2083.49,5266.85,1268.83,4290.83,4392.38,43.8,1584.03,Critical
WOOL_0031,6.99,1890.83,5185.17,1136.58,4230.63,4612.95,35.76,509.82,Critical
WOOL_0032,7.19,2938.75,5117.19,1266.42,2512.03,2842.24,45.05,719.05,Critical
WOOL_0033,7.64,3938.82,4666.21,1354.55,2270.59,2504.48,29.79,2402.17,Critical
WOOL_0034,8.02,7230.0,18891.92,3112.23,3349.74,4117.46,47.14,1297.69,Critical
WOOL_0035,7.57,3949.7,6113.9,1641.89,3529.17,3493.81,36.97,2453.56,Critical
WOOL_0036,6.88,3438.52,5853.42,1536.78,2449.59,2660.05,33.07,647.35,Critical
WOOL_0037,6.82,1825.85,4546.34,828.57,4957.58,4731.1,30.61,577.8,Critical
WOOL_0038,7.8,1660.11,7312.17,1757.65,2740.24,2808.88,28.44,1637.7,Critical
WOOL_0039,7.5,2175.15,4034.19,1419.43,3248.65,2890.75,41.78,1456.17,Critical
WOOL_0040,8.26,1793.69,6928.33,1440.87,2345.03,2690.71,36.83,2367.96,Critical
WOOL_0041,7.04,3107.08,4909.9,1752.5,2989.92,3830.37,46.03,748.92,Critical
WOOL_0042,8.17,3989.01,4263.32,1180.45,3560.54,3373.49,28.31,628.31,Critical
WOOL_0043,7.28,2609.0,3855.51,1660.58,4114.73,3467.07,41.0,1668.78,Critical
WOOL_0044,8.43,1507.55,4239.66,1720.57,4796.4,5565.23,43.32,319.56,Critical
WOOL_0045,7.67,2078.96,3906.09,1591.33,2405.11,2487.67,46.77,546.0,Critical
WOOL_0046,8.46,3985.72,5778.09,887.16,2948.31,2984.42,34.19,773.53,Critical
WOOL_0047,8.45,1883.41,6666.64,700.45,3788.55,4765.89,33.76,545.26,Critical
WOOL_0048,7.91,3281.5,6440.15,1051.25,2756.61,3522.84,46.47,1197.56,Critical
WOOL_0049,8.24,2630.81,5121.95,872.44,3279.22,3504.53,28.45,1165.87,Critical
WOOL_0050,8.13,5236.2,12264.13,4814.73,2054.1,2215.4,43.75,1399.2,Critical
WOOL_0051,7.6,3695.29,5929.26,1441.61,4412.78,4984.58,35.96,1332.72,Critical
WOOL_0052,8.17,2434.13,4940.61,805.26,4743.75,4010.93,40.96,1091.67,Critical
WOOL_0053,7.49,3198.88,3335.47,1353.08,4316.1,5240.2,31.41,2253.81,Critical
WOOL_0054,7.92,3704.64,5426.4,1296.24,4757.11,5946.17,36.96,758.59,Critical
WOOL_0055,7.47,2469.41,4434.33,995.44,4583.19,3826.65,41.55,514.77,Critical
WOOL_0056,7.39,1653.86,4349.87,1545.26,4655.05,4239.65,37.27,1228.78,Critical
WOOL_0057,8.29,3407.0,5565.39,1437.82,4542.07,3655.32,36.06,2277.38,Critical
WOOL_0058,8.06,2857.1,5648.22,1082.55,3561.56,4016.34,36.37,1813.97,Critical
WOOL_0059,8.26,1886.71,5257.74,1148.82,4062.39,3757.44,40.81,2205.97,Critical
WOOL_0060,7.51,3777.54,7965.82,816.7,2699.16,3441.94,47.17,334.5,Critical
WOOL_0061,6.83,1902.75,7980.06,898.0,3507.64,4294.08,28.41,1550.77,Critical
WOOL_0062,7.27,3655.84,4417.31,1455.43,4022.66,3663.62,28.7,1082.2,Critical
WOOL_0063,7.29,3522.44,7001.82,1202.73,3819.54,4209.63,44.54,1120.01,Critical
WOOL_0064,7.27,2162.59,5680.96,1194.06,3320.36,2807.59,42.37,612.97,Critical
WOOL_0065,7.13,2531.9,4138.89,1342.24,3114.39,3190.56,38.74,588.49,Critical
WOOL_0066,7.06,3701.05,5168.62,1153.3,2106.84,2210.05,39.08,1441.22,Critical
WOOL_0067,8.0,1943.7,4261.12,1591.8,4841.51,4202.27,37.95,614.02,Critical
WOOL_0068,6.9,2313.76,3718.44,1480.93,3601.18,3139.93,28.18,2039.58,Critical
WOOL_0069,7.1,3015.54,4684.61,1344.03,2946.96,2485.67,32.46,551.34,Critical
WOOL_0070,7.53,3145.71,4319.03,713.28,3556.81,3922.73,47.26,1514.73,Critical
WOOL_0071,7.6,2933.5,7639.5,1611.22,2968.94,2727.35,33.25,1310.61,Critical
WOOL_0072,8.06,2758.05,3338.98,1495.94,4417.91,4173.82,41.28,1123.82,Critical
WOOL_0073,8.31,3613.06,5627.16,1460.66,4650.05,4872.59,34.27,1908.8,Critical
WOOL_0074,7.17,2471.33,7328.64,1496.86,3211.43,2913.96,35.12,781.85,Critical
WOOL_0075,7.1,3358.33,4260.35,1199.58,3157.58,4076.56,35.82,291.96,Critical
WOOL_0076,6.95,2976.88,5996.82,1160.63,3295.53,2725.29,38.33,1311.37,Critical
WOOL_0077,7.05,1759.6,3617.86,811.13,3829.12,3439.47,33.03,516.57,Critical
WOOL_0078,8.43,3636.54,4152.47,1060.32,2629.68,2750.48,28.39,1711.28,Critical
WOOL_0079,7.69,3746.6,3821.96,1584.52,4375.88,3778.97,35.97,508.37,Critical
WOOL_0080,7.23,2158.12,5781.18,1152.55,4843.2,4180.58,47.47,653.53,Critical
WOOL_0081,8.11,2347.42,3715.41,1643.68,2926.58,3305.36,39.33,1232.22,Critical
WOOL_0082,7.64,3330.59,3438.86,1435.0,4687.44,3885.39,30.81,1819.92,Critical
WOOL_0083,7.54,2508.87,3684.83,1257.45,2379.64,2470.8,43.27,719.83,Critical
WOOL_0084,7.62,3980.04,6433.25,1625.49,3244.54,3841.31,28.81,394.99,Critical
WOOL_0085,7.15,2504.88,7228.72,1080.89,3963.86,4576.9,39.72,957.38,Critical
WOOL_0086,7.78,2355.66,3419.37,1792.08,2381.55,1991.39,45.57,824.4,Critical
WOOL_0087,7.91,2322.51,4957.27,988.32,3029.13,3045.34,42.41,1327.69,Critical
WOOL_0088,8.4,1604.7,5515.34,1342.65,4760.59,3925.48,39.47,2148.71,Critical
WOOL_0089,7.21,3690.73,3095.22,1505.7,4799.34,5416.53,36.78,207.71,Critical
WOOL_0090,8.36,2675.74,3144.98,1458.8,3445.51,2970.62,32.29,254.78,Critical
WOOL_0091,7.78,3055.07,5528.71,1598.81,4583.03,5077.14,28.26,1768.55,Critical
WOOL_0092,7.51,2913.89,6245.4,1085.26,4751.3,4119.32,41.43,110.46,Critical
WOOL_0093,8.37,1781.26,3474.42,1066.31,3120.7,2830.94,39.7,1162.99,Critical
WOOL_0094,6.86,2299.13,7052.16,1458.67,4174.61,4796.87,34.22,339.19,Critical
WOOL_0095,7.26,3579.46,7902.35,1243.23,2029.1,1765.36,34.44,1488.6,Critical
WOOL_0096,6.93,3858.39,4825.42,1703.84,4341.57,5113.15,40.13,1604.28,Critical
WOOL_0097,7.88,3071.8,5768.64,1785.06,4196.87,4987.87,45.45,617.54,Critical
WOOL_0098,6.94,2707.24,5570.4,1612.1,3331.35,3615.94,38.54,191.69,Critical
WOOL_0099,7.85,3570.11,3787.5,1353.76,3780.83,3335.04,30.47,2452.12,Critical
WOOL_0100,7.47,2068.55,3856.62,1434.36,3828.34,4294.54,29.76,2244.48,Critical
WOOL_0101,7.46,2283.42,5311.81,1129.07,4590.73,5805.58,34.07,2173.45,Critical
WOOL_0102,8.13,3827.02,4228.75,1334.66,2823.63,3422.37,28.11,1455.57,Critical
WOOL_0103,7.38,2306.71,6224.53,1636.63,3827.59,4694.87,33.29,1346.8,Critical
WOOL_0104,7.57,1529.11,5784.06,1427.68,3775.74,4410.59,39.43,260.2,Critical
WOOL_0105,7.0,2991.19,4374.9,787.61,3288.81,3542.58,34.57,1829.04,Critical
WOOL_0106,7.89,2332.05,6774.36,1413.56,3912.34,4212.47,28.23,1771.62,Critical
WOOL_0107,7.44,3856.52,7089.92,1346.46,2756.55,2486.02,34.81,1243.76,Critical
WOOL_0108,7.3,2787.32,3826.85,1775.48,2323.77,2941.83,46.27,1360.87,Critical
WOOL_0109,8.03,2590.12,6150.17,1074.63,2903.48,3162.22,37.96,1490.89,Critical
WOOL_0110,7.29,2417.39,3419.49,757.5,2760.37,2310.77,30.08,2051.03,Critical
WOOL_0111,6.87,3147.36,4362.79,1658.7,3454.98,3291.86,38.35,1016.7,Critical
WOOL_0112,7.76,1786.33,7984.95,1168.11,3044.69,3516.94,35.28,2099.86,Critical
WOOL_0113,7.57,3298.9,3537.27,1630.73,4207.15,3811.08,30.91,859.1,Critical
WOOL_0114,8.46,2142.08,5280.64,733.02,3191.68,3465.08,47.06,1340.17,Critical
WOOL_0115,8.19,2867.82,3203.93,1046.51,3726.65,4752.59,45.18,648.05,Critical
WOOL_0116,7.17,2002.93,7612.49,1637.93,4324.65,4308.94,38.09,1214.4,Critical
WOOL_0117,7.23,2762.57,3152.48,844.99,4659.77,5479.14,36.46,1341.16,Critical
WOOL_0118,7.43,3351.95,6920.94,1539.61,4167.84,3760.44,34.76,1227.63,Critical
WOOL_0119,7.36,3387.35,4646.77,852.06,3197.12,4124.15,32.52,1569.18,Critical
WOOL_0120,7.54,1677.56,5439.38,1472.38,3539.66,4375.21,33.78,307.0,Critical
WOOL_0121,8.39,2445.49,5882.03,1571.2,2972.94,3442.91,30.71,799.1,Critical
WOOL_0122,7.05,3528.08,4113.25,1489.14,4829.9,5138.46,38.8,1206.48,Critical
WOOL_0123,7.35,2689.14,6014.04,1784.59,4813.29,5925.53,45.78,1222.84,Critical
WOOL_0124,7.92,3737.67,4964.75,1757.94,3247.36,3573.85,42.2,2381.42,Critical
WOOL_0125,7.22,3365.33,5604.08,995.41,4329.82,4659.37,41.22,874.96,Critical
WOOL_0126,7.62,5804.24,10213.39,1940.91,4884.92,5157.18,42.68,1086.51,Critical
WOOL_0127,7.73,2858.67,5485.77,848.26,3488.23,3085.52,30.52,2338.35,Critical
WOOL_0128,7.83,3148.73,5008.97,1699.88,3913.79,4636.22,35.37,2404.03,Critical
WOOL_0129,8.19,3634.87,3860.97,998.06,2856.88,2672.48,45.11,176.52,Critical
WOOL_0130,6.93,2184.79,3999.36,955.05,4393.83,4752.21,28.12,1130.37,Critical
WOOL_0131,7.49,1784.86,6380.71,1472.31,4162.68,4846.34,28.0,2389.41,Critical
WOOL_0132,8.18,3759.95,3078.22,1727.24,4429.37,5397.67,29.87,1873.07,Critical
WOOL_0133,8.43,3196.37,5852.81,1740.19,3328.81,3660.52,37.53,2338.83,Critical
WOOL_0134,6.93,4193.78,13535.88,3132.97,3749.06,4703.04,46.84,254.37,Critical
WOOL_0135,7.71,3776.99,7232.77,840.25,2279.09,2494.77,38.64,739.31,Critical
WOOL_0136,8.33,3818.42,5013.06,1679.33,3151.85,3682.65,37.52,394.2,Critical
WOOL_0137,8.38,2635.24,6672.44,1103.89,2056.64,1748.69,37.92,1755.91,Critical
WOOL_0138,7.37,3238.72,6493.18,1474.33,3477.57,4372.85,37.78,1180.64,Critical
WOOL_0139,7.14,2269.14,3211.67,1396.89,2745.61,2614.03,43.42,885.33,Critical
WOOL_0140,7.21,2970.0,18671.13,1638.73,3361.26,3540.97,41.75,1619.88,Critical
WOOL_0141,7.28,1865.04,4445.89,1040.74,3565.65,4035.79,35.62,1826.73,Critical
WOOL_0142,7.37,2225.71,5705.94,726.09,2239.37,2259.49,46.86,1831.63,Critical
WOOL_0143,6.95,3615.8,6661.5,1372.04,4460.88,4470.05,32.43,1328.86,Critical
WOOL_0144,7.73,2845.82,5825.37,1743.58,4706.74,5826.28,44.03,2364.23,Critical
WOOL_0145,6.97,2162.81,5475.28,1631.19,3515.5,4127.26,30.78,705.79,Critical
WOOL_0146,8.04,1911.84,4756.78,991.35,3049.59,3519.72,35.36,1432.63,Critical
WOOL_0147,6.97,3512.54,4849.44,1413.39,4176.17,3778.73,45.69,1578.94,Critical
WOOL_0148,7.53,1955.84,7711.5,1530.58,2624.07,2542.34,44.19,1769.63,Critical
WOOL_0149,8.1,2603.0,6582.38,1125.14,2633.79,2940.2,47.52,845.44,Critical
WOOL_0150,7.58,3185.0,5707.53,1627.77,4285.23,3553.09,47.97,1905.77,Critical
WOOL_0151,8.27,3127.99,7281.43,823.62,3043.21,3768.13,32.03,287.78,Critical
WOOL_0152,8.14,3588.72,3813.26,1639.78,4060.3,4304.09,44.61,1106.2,Critical
WOOL_0153,7.13,2212.13,5525.82,1284.46,4416.74,5280.99,39.63,1973.89,Critical
WOOL_0154,7.13,1625.16,7368.17,783.11,2740.07,3144.67,36.19,2203.15,Critical
WOOL_0155,7.31,1529.68,4503.28,1335.88,3127.82,3338.75,45.53,2289.96,Critical
WOOL_0156,7.25,2655.35,5745.72,1744.02,4995.85,4584.71,42.54,1007.27,Critical
WOOL_0157,6.81,1523.13,5302.83,1237.17,2067.71,2364.35,33.88,1443.74,Critical
WOOL_0158,7.31,1917.84,5035.87,955.5,3604.4,3241.85,38.17,477.71,Critical
WOOL_0159,7.94,3384.84,3551.97,1214.58,2212.62,2431.87,33.29,1366.3,Critical
WOOL_0160,7.68,3810.89,5745.42,1341.3,3204.96,4084.85,43.54,784.97,Critical
WOOL_0161,8.24,2580.99,7143.34,1605.18,2566.61,2953.07,33.81,813.98,Critical
WOOL_0162,7.3,3313.92,4149.13,701.0,4145.71,3671.41,30.09,670.04,Critical
WOOL_0163,7.45,2689.77,3222.85,1767.63,4148.19,3988.89,34.37,1176.5,Critical
WOOL_0164,7.86,1865.93,3944.65,1645.38,2768.76,2741.34,45.43,1691.55,Critical
WOOL_0165,7.38,3209.25,3098.42,1509.21,3461.05,4176.07,47.09,2321.89,Critical
WOOL_0166,8.35,6892.26,13071.23,3417.0,4069.69,5054.55,32.14,2303.66,Critical
WOOL_0167,7.28,1764.89,3561.21,1020.35,3842.55,4619.36,45.99,1597.01,Critical
WOOL_0168,6.81,1965.79,3498.63,1099.66,3504.05,2879.27,34.97,530.03,Critical
WOOL_0169,7.9,6462.85,12789.3,2419.29,4868.06,4417.12,38.33,1866.44,Critical
WOOL_0170,7.59,1721.31,6045.0,1017.03,2480.93,2660.22,38.65,282.09,Critical
WOOL_0171,7.99,3059.43,3945.09,1216.38,4160.97,4430.26,35.91,873.61,Critical
WOOL_0172,7.84,3847.77,6358.72,782.22,3382.05,4212.05,29.89,2473.3,Critical
WOOL_0173,8.41,1695.69,7667.07,1099.45,4534.13,4575.81,36.82,1622.18,Critical
WOOL_0174,8.12,1584.47,5965.78,905.41,3037.85,2958.82,37.38,901.93,Critical
WOOL_0175,6.98,3998.95,7779.4,3335.43,4863.34,4171.96,46.93,1860.07,Critical
WOOL_0176,6.98,2761.89,6485.46,1345.5,4498.34,3761.22,41.81,1381.67,Critical
WOOL_0177,7.44,2350.69,6104.16,1680.09,3488.53,4229.36,36.04,345.75,Critical
WOOL_0178,6.9,1628.34,4900.75,1070.96,4153.81,4865.82,29.02,630.7,Critical
WOOL_0179,7.27,2869.03,3722.58,847.34,4831.37,5807.8,31.61,1075.76,Critical
WOOL_0180,7.4,3477.51,5551.06,840.63,4216.98,4210.42,33.26,1001.2,Critical
WOOL_0181,7.65,2357.79,4209.53,1138.35,2057.52,2440.73,31.42,205.37,Critical
WOOL_0182,7.91,3434.84,7069.15,1242.86,2616.1,3057.21,41.99,691.05,Critical
WOOL_0183,8.34,1760.93,7913.44,1646.27,4063.7,5158.36,42.45,557.1,Critical
WOOL_0184,7.55,1678.76,4948.29,1515.76,3159.33,3049.22,39.91,2193.29,Critical
WOOL_0185,6.88,3741.16,11011.65,3159.28,2317.17,2623.97,33.72,577.4,Critical
WOOL_0186,6.84,5661.32,12640.72,1897.87,2396.49,2368.2,41.45,1977.75,Critical
WOOL_0187,7.29,1904.74,4246.48,947.38,3558.35,3847.8,46.9,569.37,Critical
WOOL_0188,7.89,3543.15,5801.21,980.5,2787.65,2284.83,34.11,1887.05,Critical
WOOL_0189,6.88,2048.24,6531.16,1560.92,3365.96,3867.61,35.76,483.79,Critical
WOOL_0190,7.48,2949.92,7740.27,775.63,3522.18,3397.0,38.17,157.54,Critical
WOOL_0191,7.33,3549.67,5769.71,1195.64,2856.58,2710.96,35.66,2105.37,Critical
WOOL_0192,8.44,2596.64,4966.76,1631.21,3280.72,3530.08,32.62,1884.41,Critical
WOOL_0193,7.7,3522.59,6903.66,936.51,4146.91,4976.4,34.92,514.26,Critical
WOOL_0194,6.8,5251.5,10577.1,2388.37,2564.12,3153.44,33.16,643.43,Critical
WOOL_0195,7.26,1924.26,6592.3,1547.1,3386.99,3918.89,42.72,431.86,Critical
WOOL_0196,8.44,3552.58,4022.42,904.78,2376.98,2066.05,42.96,1227.17,Critical
WOOL_0197,8.13,3365.64,6023.06,1455.0,2055.07,1964.42,40.76,122.43,Critical
WOOL_0198,6.86,3629.72,6420.12,991.91,4063.89,4861.34,34.14,186.49,Critical
WOOL_0199,8.39,2362.95,3532.41,1241.04,4305.4,3921.46,33.39,682.52,Critical
WOOL_0200,8.49,1993.51,5877.6,1717.79,2440.69,3137.33,46.95,2222.97,Critical
WOOL_0201,7.16,3085.14,6804.46,1784.63,2541.27,3006.36,34.78,521.5,Critical
WOOL_0202,7.52,3484.59,5324.25,1291.28,4985.48,4983.26,40.31,976.59,Critical
WOOL_0203,7.47,3239.1,7689.43,1296.59,4305.2,3636.19,32.22,1305.12,Critical
WOOL_0204,6.83,2132.14,5587.01,716.46,2793.64,2952.92,39.46,2321.8,Critical
WOOL_0205,7.9,2536.84,7651.76,1563.37,2600.03,2250.12,41.52,1443.72,Critical
WOOL_0206,8.14,3347.01,6126.06,1785.02,3600.77,3084.25,44.57,704.45,Critical
WOOL_0207,8.12,3892.77,6483.98,1355.63,3381.16,3320.99,35.06,1627.29,Critical
WOOL_0208,8.08,3196.29,3992.05,1243.39,4374.92,4540.52,38.73,1950.73,Critical
WOOL_0209,7.92,2523.36,7477.06,878.82,4986.55,4285.57,28.3,2236.05,Critical
WOOL_0210,7.22,3324.25,7055.08,1644.89,4974.78,4711.22,42.2,376.96,Critical
WOOL_0211,7.49,3619.93,4838.29,1350.2,3511.32,3943.13,47.46,233.77,Critical
WOOL_0212,7.78,3657.57,5406.91,786.38,3681.62,3556.58,31.1,2137.68,Critical
WOOL_0213,7.69,3833.19,7030.08,1462.27,2015.08,2043.11,31.95,2285.91,Critical
WOOL_0214,7.1,2215.15,5584.18,989.7,2629.59,2891.36,29.78,239.6,Critical
WOOL_0215,7.43,3301.66,5774.03,1165.16,3697.25,3633.38,46.72,231.77,Critical
WOOL_0216,7.94,3728.21,7019.42,902.45,2887.78,3345.56,29.69,2048.47,Critical
WOOL_0217,8.02,3324.02,3501.21,1489.54,4039.45,4909.79,28.83,155.47,Critical
WOOL_0218,7.43,1871.97,5791.92,1709.08,3174.44,3880.67,28.0,504.44,Critical
WOOL_0219,6.85,2320.37,7540.95,806.65,3819.23,3917.57,46.77,394.05,Critical
WOOL_0220,7.16,1573.85,5169.68,1005.62,4609.72,5082.08,40.28,1376.59,Critical
WOOL_0221,6.96,2612.55,7997.53,1618.75,4680.38,5670.81,30.06,645.88,Critical
WOOL_0222,6.81,2258.78,3543.04,1220.07,4031.38,4987.84,42.98,2352.61,Critical
WOOL_0223,6.89,1530.45,6306.69,1018.29,2760.5,2665.11,33.4,1327.45,Critical
WOOL_0224,7.55,2781.07,6363.57,1125.84,2753.92,2431.99,34.99,1880.34,Critical
WOOL_0225,8.09,3167.26,4170.14,1346.89,3712.07,3868.47,39.0,1280.3,Critical
WOOL_0226,7.76,3288.76,3548.14,1524.59,2407.66,2006.34,47.52,2396.78,Critical
WOOL_0227,6.9,2608.13,3931.22,1233.88,4490.53,5726.8,40.69,949.37,Critical
WOOL_0228,7.83,2280.0,7549.12,1657.44,3674.7,3536.53,33.87,180.2,Critical
WOOL_0229,8.19,2625.96,4625.66,1218.22,4456.21,3842.62,45.15,2254.02,Critical
WOOL_0230,8.41,2493.72,4085.7,1111.0,2998.74,2663.11,40.15,1243.9,Critical
WOOL_0231,8.27,1580.27,6219.34,1539.24,4278.46,5318.28,42.58,2326.74,Critical
WOOL_0232,7.37,2758.02,3070.4,707.65,2720.38,2313.42,33.2,524.9,Critical
WOOL_0233,6.85,3773.26,3041.12,1509.69,2456.44,3085.57,45.86,1669.36,Critical
WOOL_0234,7.94,1513.35,7924.36,1665.62,4685.32,5292.64,34.9,2244.76,Critical
WOOL_0235,7.3,2906.78,3498.65,1714.15,2422.31,2210.23,39.16,1933.82,Critical
WOOL_0236,7.85,2080.33,3004.72,1532.87,4955.62,5971.31,37.2,2269.04,Critical
WOOL_0237,7.5,2812.34,5385.65,1192.39,4325.57,4599.74,34.33,719.58,Critical
WOOL_0238,6.86,2957.99,4149.81,862.95,3961.49,4518.49,43.04,1308.58,Critical
WOOL_0239,8.32,3840.86,7036.85,1399.15,2911.16,3759.68,33.48,586.38,Critical
WOOL_0240,7.55,1642.1,7892.47,1347.28,3670.86,4140.36,37.94,176.95,Critical
WOOL_0241,7.84,3290.43,5083.75,1533.03,2681.0,2441.42,31.23,992.79,Critical
WOOL_0242,8.24,3569.78,4914.12,1348.03,4162.45,3831.97,31.36,2433.03,Critical
WOOL_0243,7.85,3953.54,4688.78,1473.33,2667.81,2482.66,38.24,867.08,Critical
WOOL_0244,7.08,2157.2,3178.74,1474.87,3476.35,2944.89,31.43,346.08,Critical
WOOL_0245,7.84,1735.53,6771.41,722.56,2748.13,3422.34,42.37,275.12,Critical
WOOL_0246,8.2,2732.59,7233.92,1360.81,4045.5,5246.01,32.65,1597.47,Critical
WOOL_0247,7.58,1598.63,3072.35,831.15,3947.28,4277.2,39.07,176.46,Critical
WOOL_0248,7.6,3811.56,4987.96,1387.41,4339.46,5172.47,38.39,2159.08,Critical
WOOL_0249,7.47,3721.73,4201.14,1008.24,2159.36,2586.46,36.34,649.88,Critical
WOOL_0250,7.19,3753.5,7169.58,1308.88,3848.33,3991.34,35.83,2297.14,Critical
WOOL_0251,7.01,2546.12,4722.81,1247.97,3372.9,3573.4,30.8,1331.54,Critical
WOOL_0252,7.21,1960.83,3324.17,1538.92,3282.33,3654.29,42.55,1730.36,Critical
WOOL_0253,7.6,2469.75,4879.8,1404.05,3484.38,4266.85,45.49,509.34,Critical
WOOL_0254,7.03,3076.0,4506.13,720.43,4665.93,4262.1,46.59,1821.84,Critical
WOOL_0255,8.1,2003.65,4170.97,1273.39,2516.3,2397.32,34.43,483.11,Critical
WOOL_0256,7.15,3471.38,3835.98,731.3,3888.06,5007.79,34.62,384.77,Critical
WOOL_0257,7.77,3765.89,6920.31,1384.77,2945.17,3154.1,29.82,1729.47,Critical
WOOL_0258,8.03,3912.58,4301.99,720.3,3636.83,4194.7,43.81,564.97,Critical
WOOL_0259,7.24,2781.48,4653.0,1646.56,3421.28,4104.82,39.61,1955.42,Critical
WOOL_0260,7.37,3578.54,4372.86,1300.71,2642.02,2741.79,34.36,740.09,Critical
WOOL_0261,8.44,1900.19,6936.63,1782.58,2059.7,2367.65,33.06,197.17,Critical
WOOL_0262,7.48,3838.04,3058.83,1346.67,3504.19,4333.6,29.68,1735.66,Critical
WOOL_0263,7.96,3172.7,7711.67,1605.4,2125.92,2201.48,35.96,844.35,Critical
WOOL_0264,7.57,2460.49,5161.67,1777.19,2265.9,2857.56,37.6,1596.98,Critical
WOOL_0265,8.21,2401.16,5152.11,1150.47,3124.19,3945.12,44.58,361.6,Critical
WOOL_0266,6.98,2569.67,3493.29,1381.0,2431.07,2579.82,28.14,859.83,Critical
WOOL_0267,7.95,2710.1,7891.35,1661.51,3077.21,2531.75,44.91,2286.96,Critical
WOOL_0268,8.2,1819.87,7989.58,984.44,4172.61,5232.53,32.71,2279.82,Critical
WOOL_0269,7.33,3941.03,4406.3,1748.78,2160.63,2494.74,38.64,1246.9,Critical
WOOL_0270,7.18,3263.99,3954.05,1308.13,2759.74,3526.43,28.57,579.35,Critical
WOOL_0271,7.21,2535.17,4163.65,1240.48,4617.4,5337.86,39.6,313.61,Critical
WOOL_0272,7.98,1916.04,6931.84,975.06,3251.15,3170.64,45.18,403.71,Critical
WOOL_0273,7.76,1855.15,6523.98,1695.59,3303.82,3449.34,46.55,1350.38,Critical
WOOL_0274,7.63,2945.82,6446.15,817.57,4463.33,4542.57,29.45,1986.84,Critical
WOOL_0275,7.44,1750.92,6168.9,1668.14,4663.26,5963.52,45.35,105.14,Critical
WOOL_0276,7.45,3546.36,4831.27,1361.7,3818.95,3752.17,46.09,1307.75,Critical
WOOL_0277,7.59,3993.78,5467.5,896.24,3539.21,4271.86,43.54,1992.6,Critical
WOOL_0278,8.0,2135.54,7310.42,1682.79,2582.46,2234.42,47.51,2183.98,Critical
WOOL_0279,8.32,3715.94,5708.43,1411.04,3636.09,3001.97,42.91,1312.8,Critical
WOOL_0280,7.9,2756.6,5459.06,888.97,2836.14,2494.18,31.91,2435.15,Critical
