Sample_ID,pH,BOD (mg/L),COD (mg/L),TSS (mg/L),TDS (mg/L),Status
CRA-190,8.66,920,3900,680,4400,Raw Effluent
CRA-191,8.3,950,4000,700,4500,Raw Effluent
CRA-192,8.34,980,4100,720,4600,Raw Effluent
CRA-193,8.38,1010,4200,740,4700,Raw Effluent
CRA-194,8.42,1040,4300,760,4800,Raw Effluent
CRA-195,8.46,1070,4400,780,4900,Raw Effluent
CRA-196,8.5,1100,4500,500,5000,Raw Effluent
CRA-197,8.54,1130,4600,520,5100,Raw Effluent
CRA-198,8.58,1160,4700,540,5200,Raw Effluent
CRA-199,8.62,1190,4800,560,5300,Raw Effluent
CRA-200,8.66,1220,4900,580,5400,Raw Effluent
CRA-201,8.3,650,5000,600,5500,Raw Effluent
CRA-202,8.34,680,5100,620,5600,Raw Effluent
CRA-203,8.38,710,5200,640,5700,Raw Effluent
CRA-204,8.42,740,5300,660,5800,Raw Effluent
CRA-205,8.46,770,5400,680,5900,Raw Effluent
CRA-206,8.5,800,3500,700,6000,Raw Effluent
CRA-207,8.54,830,3600,720,6100,Raw Effluent
CRA-208,8.58,860,3700,740,6200,Raw Effluent
CRA-209,8.62,890,3800,760,6300,Raw Effluent
CRA-210,8.66,920,3900,780,6400,Raw Effluent
CRA-211,8.3,950,4000,500,3500,Raw Effluent
CRA-212,8.34,980,4100,520,3600,Raw Effluent
CRA-213,8.38,1010,4200,540,3700,Raw Effluent
CRA-214,8.42,1040,4300,560,3800,Raw Effluent
CRA-215,8.46,1070,4400,580,3900,Raw Effluent
CRA-216,8.5,1100,4500,600,4000,Raw Effluent
CRA-217,8.54,1130,4600,620,4100,Raw Effluent
CRA-218,8.58,1160,4700,640,4200,Raw Effluent
CRA-219,8.62,1190,4800,660,4300,Raw Effluent
CRA-220,8.66,1220,4900,680,4400,Raw Effluent
CRA-221,8.3,650,5000,700,4500,Raw Effluent
CRA-222,8.34,680,5100,720,4600,Raw Effluent
CRA-223,8.38,710,5200,740,4700,Raw Effluent
CRA-224,8.42,740,5300,760,4800,Raw Effluent
CRA-225,8.46,770,5400,780,4900,Raw Effluent
CRA-226,8.5,800,3500,500,5000,Raw Effluent
CRA-227,8.54,830,3600,520,5100,Raw Effluent
CRA-228,8.58,860,3700,540,5200,Raw Effluent
CRA-229,8.62,890,3800,560,5300,Raw Effluent
CRA-230,8.66,920,3900,580,5400,Raw Effluent
CRA-231,8.3,950,4000,600,5500,Raw Effluent
CRA-232,8.34,980,4100,620,5600,Raw Effluent
CRA-233,8.38,1010,4200,640,5700,Raw Effluent
CRA-234,8.42,1040,4300,660,5800,Raw Effluent
CRA-235,8.46,1070,4400,680,5900,Raw Effluent
CRA-236,8.5,1100,4500,700,6000,Raw Effluent
CRA-237,8.54,1130,4600,720,6100,Raw Effluent
CRA-238,8.58,1160,4700,740,6200,Raw Effluent
CRA-239,8.62,1190,4800,760,6300,Raw Effluent
CRA-240,8.66,1220,4900,780,6400,Raw Effluent
CRA-241,8.3,650,5000,500,3500,Raw Effluent
CRA-242,8.34,680,5100,520,3600,Raw Effluent
CRA-243,8.38,710,5200,540,3700,Raw Effluent
CRA-244,8.42,740,5300,560,3800,Raw Effluent
CRA-245,8.46,770,5400,580,3900,Raw Effluent
CRA-246,8.5,800,3500,600,4000,Raw Effluent
CRA-247,8.54,830,3600,620,4100,Raw Effluent
CRA-248,8.58,860,3700,640,4200,Raw Effluent
CRA-249,8.62,890,3800,660,4300,Raw Effluent
CRA-250,8.66,920,3900,680,4400,Raw Effluent
CRA-251,8.3,950,4000,700,4500,Raw Effluent
CRA-252,8.34,980,4100,720,4600,Raw Effluent
CRA-253,8.38,1010,4200,740,4700,Raw Effluent
CRA-254,8.42,1040,4300,760,4800,Raw Effluent
CRA-255,8.46,1070,4400,780,4900,Raw Effluent
CRA-256,8.5,1100,4500,500,5000,Raw Effluent
CRA-257,8.54,1130,4600,520,5100,Raw Effluent
CRA-258,8.58,1160,4700,540,5200,Raw Effluent
CRA-259,8.62,1190,4800,560,5300,Raw Effluent
CRA-260,8.66,1220,4900,580,5400,Raw Effluent
CRA-261,8.3,650,5000,600,5500,Raw Effluent
CRA-262,8.34,680,5100,620,5600,Raw Effluent
CRA-263,8.38,710,5200,640,5700,Raw Effluent
CRA-264,8.42,740,5300,660,5800,Raw Effluent
CRA-265,8.46,770,5400,680,5900,Raw Effluent
CRA-266,8.5,800,3500,700,6000,Raw Effluent
CRA-267,8.54,830,3600,720,6100,Raw Effluent
CRA-268,8.58,860,3700,740,6200,Raw Effluent
CRA-269,8.62,890,3800,760,6300,Raw Effluent
CRA-270,8.66,920,3900,780,6400,Raw Effluent
CRA-271,8.3,950,4000,500,3500,Raw Effluent
CRA-272,8.34,980,4100,520,3600,Raw Effluent
CRA-273,8.38,1010,4200,540,3700,Raw Effluent
CRA-274,8.42,1040,4300,560,3800,Raw Effluent
CRA-275,8.46,1070,4400,580,3900,Raw Effluent
CRA-276,8.5,1100,4500,600,4000,Raw Effluent
CRA-277,8.54,1130,4600,620,4100,Raw Effluent
CRA-278,8.58,1160,4700,640,4200,Raw Effluent
CRA-279,8.62,1190,4800,660,4300,Raw Effluent
CRA-280,8.66,1220,4900,680,4400,Raw Effluent
CRA-281,8.3,650,5000,700,4500,Raw Effluent
CRA-282,8.34,680,5100,720,4600,Raw Effluent
CRA-283,8.38,710,5200,740,4700,Raw Effluent
CRA-284,8.42,740,5300,760,4800,Raw Effluent
CRA-285,8.46,770,5400,780,4900,Raw Effluent
CRA-286,8.5,800,3500,500,5000,Raw Effluent
CRA-287,8.54,830,3600,520,5100,Raw Effluent
CRA-288,8.58,860,3700,540,5200,Raw Effluent
CRA-289,8.62,890,3800,560,5300,Raw Effluent
CRA-290,8.66,920,3900,580,5400,Raw Effluent
CRA-291,8.3,950,4000,600,5500,Raw Effluent
CRA-292,8.34,980,4100,620,5600,Raw Effluent
CRA-293,8.38,1010,4200,640,5700,Raw Effluent
CRA-294,8.42,1040,4300,660,5800,Raw Effluent
CRA-295,8.46,1070,4400,680,5900,Raw Effluent
CRA-296,8.5,1100,4500,700,6000,Raw Effluent
CRA-297,8.54,1130,4600,720,6100,Raw Effluent
CRA-298,8.58,1160,4700,740,6200,Raw Effluent
CRA-299,8.62,1190,4800,760,6300,Raw Effluent
CRA-300,8.66,1220,4900,780,6400,Raw Effluent
CRA-301,8.3,650,5000,500,3500,Raw Effluent
CRA-302,8.34,680,5100,520,3600,Raw Effluent
CRA-303,8.38,710,5200,540,3700,Raw Effluent
CRA-304,8.42,740,5300,560,3800,Raw Effluent
CRA-305,8.46,770,5400,580,3900,Raw Effluent
CRA-306,8.5,800,3500,600,4000,Raw Effluent
CRA-307,8.54,830,3600,620,4100,Raw Effluent
CRA-308,8.58,860,3700,640,4200,Raw Effluent
CRA-309,8.62,890,3800,660,4300,Raw Effluent
CRA-310,8.66,920,3900,680,4400,Raw Effluent
CRA-311,8.3,950,4000,700,4500,Raw Effluent
CRA-312,8.34,980,4100,720,4600,Raw Effluent
CRA-313,8.38,1010,4200,740,4700,Raw Effluent
CRA-314,8.42,1040,4300,760,4800,Raw Effluent
CRA-315,8.46,1070,4400,780,4900,Raw Effluent
CRA-316,8.5,1100,4500,500,5000,Raw Effluent
CRA-317,8.54,1130,4600,520,5100,Raw Effluent
CRA-318,8.58,1160,4700,540,5200,Raw Effluent
CRA-319,8.62,1190,4800,560,5300,Raw Effluent
CRA-320,8.66,1220,4900,580,5400,Raw Effluent
CRA-321,8.3,650,5000,600,5500,Raw Effluent
CRA-322,8.34,680,5100,620,5600,Raw Effluent
CRA-323,8.38,710,5200,640,5700,Raw Effluent
CRA-324,8.42,740,5300,660,5800,Raw Effluent
CRA-325,8.46,770,5400,680,5900,Raw Effluent
CRA-326,8.5,800,3500,700,6000,Raw Effluent
CRA-327,8.54,830,3600,720,6100,Raw Effluent
CRA-328,8.58,860,3700,740,6200,Raw Effluent
CRA-329,8.62,890,3800,760,6300,Raw Effluent
CRA-330,8.66,920,3900,780,6400,Raw Effluent
CRA-331,8.3,950,4000,500,3500,Raw Effluent
CRA-332,8.34,980,4100,520,3600,Raw Effluent
CRA-333,8.38,1010,4200,540,3700,Raw Effluent
CRA-334,8.42,1040,4300,560,3800,Raw Effluent
CRA-335,8.46,1070,4400,580,3900,Raw Effluent
CRA-336,8.5,1100,4500,600,4000,Raw Effluent
CRA-337,8.54,1130,4600,620,4100,Raw Effluent
CRA-338,8.58,1160,4700,640,4200,Raw Effluent
CRA-339,8.62,1190,4800,660,4300,Raw Effluent
CRA-340,8.66,1220,4900,680,4400,Raw Effluent
CRA-341,8.3,650,5000,700,4500,Raw Effluent
CRA-342,8.34,680,5100,720,4600,Raw Effluent
CRA-343,8.38,710,5200,740,4700,Raw Effluent
CRA-344,8.42,740,5300,760,4800,Raw Effluent
CRA-345,8.46,770,5400,780,4900,Raw Effluent
CRA-346,8.5,800,3500,500,5000,Raw Effluent
CRA-347,8.54,830,3600,520,5100,Raw Effluent
CRA-348,8.58,860,3700,540,5200,Raw Effluent
CRA-349,8.62,890,3800,560,5300,Raw Effluent
CRA-350,8.66,920,3900,580,5400,Raw Effluent
CRA-351,8.3,950,4000,600,5500,Raw Effluent
CRA-352,8.34,980,4100,620,5600,Raw Effluent
CRA-353,8.38,1010,4200,640,5700,Raw Effluent
CRA-354,8.42,1040,4300,660,5800,Raw Effluent
CRA-355,8.46,1070,4400,680,5900,Raw Effluent
CRA-356,8.5,1100,4500,700,6000,Raw Effluent
CRA-357,8.54,1130,4600,720,6100,Raw Effluent
CRA-358,8.58,1160,4700,740,6200,Raw Effluent
CRA-359,8.62,1190,4800,760,6300,Raw Effluent
CRA-360,8.66,1220,4900,780,6400,Raw Effluent
CRA-361,8.3,650,5000,500,3500,Raw Effluent
CRA-362,8.34,680,5100,520,3600,Raw Effluent
CRA-363,8.38,710,5200,540,3700,Raw Effluent
CRA-364,8.42,740,5300,560,3800,Raw Effluent
CRA-365,8.46,770,5400,580,3900,Raw Effluent
CRA-366,8.5,800,3500,600,4000,Raw Effluent
CRA-367,8.54,830,3600,620,4100,Raw Effluent
CRA-368,8.58,860,3700,640,4200,Raw Effluent
CRA-369,8.62,890,3800,660,4300,Raw Effluent
CRA-370,8.66,920,3900,680,4400,Raw Effluent
CRA-371,8.3,950,4000,700,4500,Raw Effluent
CRA-372,8.34,980,4100,720,4600,Raw Effluent
CRA-373,8.38,1010,4200,740,4700,Raw Effluent
CRA-374,8.42,1040,4300,760,4800,Raw Effluent
CRA-375,8.46,1070,4400,780,4900,Raw Effluent
CRA-376,8.5,1100,4500,500,5000,Raw Effluent
CRA-377,8.54,1130,4600,520,5100,Raw Effluent
CRA-378,8.58,1160,4700,540,5200,Raw Effluent
CRA-379,8.62,1190,4800,560,5300,Raw Effluent
CRA-380,8.66,1220,4900,580,5400,Raw Effluent
CRA-381,8.3,650,5000,600,5500,Raw Effluent
CRA-382,8.34,680,5100,620,5600,Raw Effluent
CRA-383,8.38,710,5200,640,5700,Raw Effluent
CRA-384,8.42,740,5300,660,5800,Raw Effluent
CRA-385,8.46,770,5400,680,5900,Raw Effluent
CRA-386,8.5,800,3500,700,6000,Raw Effluent
CRA-387,8.54,830,3600,720,6100,Raw Effluent
CRA-388,8.58,860,3700,740,6200,Raw Effluent
CRA-389,8.62,890,3800,760,6300,Raw Effluent
CRA-390,8.66,920,3900,780,6400,Raw Effluent
CRA-391,8.3,950,4000,500,3500,Raw Effluent
CRA-392,8.34,980,4100,520,3600,Raw Effluent
CRA-393,8.38,1010,4200,540,3700,Raw Effluent
CRA-394,8.42,1040,4300,560,3800,Raw Effluent
CRA-395,8.46,1070,4400,580,3900,Raw Effluent
CRA-396,8.5,1100,4500,600,4000,Raw Effluent
CRA-397,8.54,1130,4600,620,4100,Raw Effluent
CRA-398,8.58,1160,4700,640,4200,Raw Effluent
CRA-399,8.62,1190,4800,660,4300,Raw Effluent
CRA-400,8.66,1220,4900,680,4400,Raw Effluent
CRA-401,7.0,150,700,120,3500,Secondary Treated
CRA-402,7.04,170,750,140,3600,Secondary Treated
CRA-403,7.08,190,800,160,3700,Secondary Treated
CRA-404,7.12,210,850,180,3800,Secondary Treated
CRA-405,7.16,230,900,200,3900,Secondary Treated
CRA-406,7.2,250,950,220,4000,Secondary Treated
CRA-407,7.24,270,1000,240,4100,Secondary Treated
CRA-408,7.28,290,1050,260,4200,Secondary Treated
CRA-409,7.32,310,1100,280,4300,Secondary Treated
CRA-410,7.36,330,1150,300,4400,Secondary Treated
CRA-411,7.0,350,1200,120,4500,Secondary Treated
CRA-412,7.04,150,1250,140,4600,Secondary Treated
CRA-413,7.08,170,1300,160,4700,Secondary Treated
CRA-414,7.12,190,1350,180,4800,Secondary Treated
CRA-415,7.16,210,1400,200,4900,Secondary Treated
CRA-416,7.2,230,1450,220,5000,Secondary Treated
CRA-417,7.24,250,1500,240,5100,Secondary Treated
CRA-418,7.28,270,700,260,5200,Secondary Treated
CRA-419,7.32,290,750,280,5300,Secondary Treated
CRA-420,7.36,310,800,300,5400,Secondary Treated
CRA-421,7.0,330,850,120,5500,Secondary Treated
CRA-422,7.04,350,900,140,5600,Secondary Treated
CRA-423,7.08,150,950,160,5700,Secondary Treated
CRA-424,7.12,170,1000,180,5800,Secondary Treated
CRA-425,7.16,190,1050,200,5900,Secondary Treated
CRA-426,7.2,210,1100,220,6000,Secondary Treated
CRA-427,7.24,230,1150,240,6100,Secondary Treated
CRA-428,7.28,250,1200,260,6200,Secondary Treated
CRA-429,7.32,270,1250,280,6300,Secondary Treated
CRA-430,7.36,290,1300,300,6400,Secondary Treated
CRA-431,7.0,310,1350,120,3500,Secondary Treated
CRA-432,7.04,330,1400,140,3600,Secondary Treated
CRA-433,7.08,350,1450,160,3700,Secondary Treated
CRA-434,7.12,150,1500,180,3800,Secondary Treated
CRA-435,7.16,170,700,200,3900,Secondary Treated
CRA-436,7.2,190,750,220,4000,Secondary Treated
CRA-437,7.24,210,800,240,4100,Secondary Treated
CRA-438,7.28,230,850,260,4200,Secondary Treated
CRA-439,7.32,250,900,280,4300,Secondary Treated
CRA-440,7.36,270,950,300,4400,Secondary Treated
CRA-441,7.0,290,1000,120,4500,Secondary Treated
CRA-442,7.04,310,1050,140,4600,Secondary Treated
CRA-443,7.08,330,1100,160,4700,Secondary Treated
CRA-444,7.12,350,1150,180,4800,Secondary Treated
CRA-445,7.16,150,1200,200,4900,Secondary Treated
CRA-446,7.2,170,1250,220,5000,Secondary Treated
CRA-447,7.24,190,1300,240,5100,Secondary Treated
CRA-448,7.28,210,1350,260,5200,Secondary Treated
CRA-449,7.32,230,1400,280,5300,Secondary Treated
CRA-450,7.36,250,1450,300,5400,Secondary Treated
CRA-451,7.0,270,1500,120,5500,Secondary Treated
CRA-452,7.04,290,700,140,5600,Secondary Treated
CRA-453,7.08,310,750,160,5700,Secondary Treated
CRA-454,7.12,330,800,180,5800,Secondary Treated
CRA-455,7.16,350,850,200,5900,Secondary Treated
CRA-456,7.2,150,900,220,6000,Secondary Treated
CRA-457,7.24,170,950,240,6100,Secondary Treated
CRA-458,7.28,190,1000,260,6200,Secondary Treated
CRA-459,7.32,210,1050,280,6300,Secondary Treated
CRA-460,7.36,230,1100,300,6400,Secondary Treated
CRA-461,7.0,250,1150,120,3500,Secondary Treated
CRA-462,7.04,270,1200,140,3600,Secondary Treated
CRA-463,7.08,290,1250,160,3700,Secondary Treated
CRA-464,7.12,310,1300,180,3800,Secondary Treated
CRA-465,7.16,330,1350,200,3900,Secondary Treated
CRA-466,7.2,350,1400,220,4000,Secondary Treated
CRA-467,7.24,150,1450,240,4100,Secondary Treated
CRA-468,7.28,170,1500,260,4200,Secondary Treated
CRA-469,7.32,190,700,280,4300,Secondary Treated
CRA-470,7.36,210,750,300,4400,Secondary Treated
CRA-471,7.0,230,800,120,4500,Secondary Treated
CRA-472,7.04,250,850,140,4600,Secondary Treated
CRA-473,7.08,270,900,160,4700,Secondary Treated
CRA-474,7.12,290,950,180,4800,Secondary Treated
CRA-475,7.16,310,1000,200,4900,Secondary Treated
CRA-476,7.2,330,1050,220,5000,Secondary Treated
CRA-477,7.24,350,1100,240,5100,Secondary Treated
CRA-478,7.28,150,1150,260,5200,Secondary Treated
CRA-479,7.32,170,1200,280,5300,Secondary Treated
CRA-480,7.36,190,1250,300,5400,Secondary Treated
CRA-481,7.0,210,1300,120,5500,Secondary Treated
CRA-482,7.04,230,1350,140,5600,Secondary Treated
CRA-483,7.08,250,1400,160,5700,Secondary Treated
CRA-484,7.12,270,1450,180,5800,Secondary Treated
CRA-485,7.16,290,1500,200,5900,Secondary Treated
CRA-486,7.2,310,700,220,6000,Secondary Treated
CRA-487,7.24,330,750,240,6100,Secondary Treated
CRA-488,7.28,350,800,260,6200,Secondary Treated
CRA-489,7.32,150,850,280,6300,Secondary Treated
CRA-490,7.36,170,900,300,6400,Secondary Treated
CRA-491,7.0,190,950,120,3500,Secondary Treated
CRA-492,7.04,210,1000,140,3600,Secondary Treated
